#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1      0.0347      0.0347           0
           2     0.03117    0.032935  0.00124804
           3    0.034668   0.0335127 0.000956419
           4    0.028442    0.032245   0.0013114
           5    0.026708   0.0311376  0.00144282
           6    0.020702   0.0293983  0.00199161
           7    0.029644   0.0294334   0.0017074
           8    0.037792   0.0304783  0.00178526
           9    0.037544   0.0312633  0.00175104
          10    0.034984   0.0316354  0.00161498
          11      0.0247   0.0310049  0.00158647
          12    0.026622   0.0306397  0.00149572
          13    0.037258   0.0311488  0.00146474
          14    0.031964    0.031207  0.00136127
          15     0.02467   0.0307712  0.00133847
          16    0.039218   0.0312991  0.00135493
          17     0.03058   0.0312568  0.00127589
          18    0.029442    0.031156  0.00120898
          19    0.030006   0.0310955  0.00114687
          20     0.02647   0.0308642   0.0011126
