#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.484126   -0.484126           0
           2   -0.480871   -0.482499  0.00115067
           3   -0.484581   -0.483193 0.000953815
           4   -0.483353   -0.483233 0.000716198
           5   -0.484582   -0.483503 0.000621722
           6   -0.482458   -0.483329 0.000541935
           7   -0.483109   -0.483297 0.000465424
           8   -0.483084   -0.483271  0.00040801
           9   -0.483879   -0.483338 0.000368231
          10   -0.482432   -0.483248 0.000342384
          11   -0.481606   -0.483098 0.000342237
          12   -0.485616   -0.483308 0.000372538
          13   -0.484353   -0.483389 0.000352447
          14   -0.482111   -0.483297 0.000338875
          15   -0.482109   -0.483218 0.000325405
          16   -0.484748   -0.483314 0.000318813
          17   -0.483256    -0.48331 0.000300077
          18   -0.483841    -0.48334  0.00028485
          19   -0.484064   -0.483378 0.000272397
          20   -0.482261   -0.483322 0.000264436
