#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.52213     1.52213           0
           2      1.5254     1.52377  0.00115296
           3      1.5371     1.52821  0.00370948
           4     1.48528     1.51748  0.00970159
           5     1.47461     1.50891   0.0109101
           6     1.49041     1.50582   0.0095174
           7      1.5428     1.51111  0.00951176
           8     1.52045     1.51227  0.00839415
           9     1.55877     1.51744   0.0089104
          10     1.51424     1.51712  0.00802511
          11     1.47737      1.5135  0.00806824
          12     1.52226     1.51423  0.00742879
          13     1.48694     1.51213  0.00714795
          14     1.53642     1.51387  0.00684458
          15     1.50564     1.51332   0.0064102
          16     1.52655     1.51415  0.00606262
          17     1.50277     1.51348  0.00574284
          18     1.58335     1.51736   0.0066067
          19      1.4927     1.51606  0.00638522
          20     1.51823     1.51617  0.00606687
