#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.684624   -0.684624           0
           2   -0.681988   -0.683306 0.000931967
           3   -0.682844   -0.683152 0.000633907
           4    -0.68572   -0.683794 0.000731544
           5   -0.683248   -0.683685  0.00059333
           6   -0.682544   -0.683495 0.000524021
           7   -0.684248   -0.683602 0.000460079
           8   -0.680864    -0.68326  0.00051437
           9   -0.682228   -0.683145 0.000469825
          10      -0.681   -0.682931 0.000469274
          11   -0.682708   -0.682911 0.000427049
          12   -0.683372   -0.682949  0.00039319
          13   -0.683816   -0.683016 0.000368557
          14   -0.681588   -0.682914  0.00035606
          15   -0.681144   -0.682796 0.000351326
          16   -0.683824    -0.68286 0.000335195
          17   -0.682768   -0.682855 0.000315521
          18   -0.684212    -0.68293 0.000306872
          19   -0.684556   -0.683016 0.000302418
          20   -0.680784   -0.682904 0.000307192
