#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.025568    0.025568           0
           2    0.024252     0.02491 0.000465276
           3    0.015158   0.0216593  0.00267222
           4   -0.006868   0.0145275  0.00649338
           5   -0.007552   0.0101116  0.00652572
           6   -0.008104  0.00707567  0.00610358
           7   -0.002452  0.00571457  0.00538126
           8    0.019356  0.00741975  0.00497143
           9      0.0052  0.00717311  0.00442517
          10   -0.005742   0.0058816  0.00416686
          11   -0.006944  0.00471564  0.00394781
          12    0.007506  0.00494817  0.00362567
          13     0.00923  0.00527754   0.0033617
          14    0.015924    0.006038  0.00320644
          15   -0.008056   0.0050984  0.00312731
          16    0.011114  0.00547437  0.00295437
          17   -0.006978  0.00474188  0.00286995
          18    -0.02128  0.00329622  0.00305298
          19   -0.013076  0.00243453  0.00301145
          20    0.002166   0.0024211  0.00286091
