#      BLOCK:  	 ACTUAL_H:       H_AVE:       ERROR:
          217    -0.264787    -0.193926    0.0799762
          218    -0.264787    -0.194252    0.0796091
          219    -0.264787    -0.194574    0.0792455
          220    -0.264787    -0.194893    0.0788851
          221    -0.264787    -0.195209    0.0785279
          222     0.511848    -0.192024    0.0782383
          223   -0.0148205    -0.191229    0.0778907
          224   -0.0148205    -0.190442    0.0775462
          225    0.0502917    -0.189372    0.0772082
          226    0.0502917    -0.188312    0.0768731
          227     -2.63693    -0.199098    0.0772901
          228     -4.31302    -0.217142    0.0790375
          229     -5.21979    -0.238988    0.0816677
          230     -4.87275    -0.259134    0.0837705
          231   -0.0901216    -0.258403    0.0834103
          232     -0.17339    -0.258036    0.0830508
          233     0.495034    -0.254804    0.0827567
          234     0.495034      -0.2516    0.0824646
          235     0.495034    -0.248423    0.0821744
          236     0.495034    -0.245272    0.0818861
          237     0.482066    -0.242203    0.0815976
          238   -0.0362976    -0.241338    0.0812586
          239     0.067192    -0.240047    0.0809282
          240     0.067192    -0.238767    0.0806004
          241     0.067192    -0.237498    0.0802753
          242     0.067192    -0.236239    0.0799528
          243     0.067192     -0.23499    0.0796329
          244    -0.100734     -0.23444    0.0793078
          245     0.351776    -0.232047    0.0790197
          246     0.351776    -0.229674    0.0787336
          247     0.351776     -0.22732    0.0784495
          248    0.0478956     -0.22621    0.0781404
          249     0.307218    -0.224068    0.0778554
          250    -0.902421    -0.226781    0.0775909
          251    -0.902421    -0.229473     0.077328
          252     0.188953    -0.227812    0.0770384
          253     -0.39396    -0.228469    0.0767361
          254     0.426941    -0.225889    0.0764769
          255     0.499588    -0.223044    0.0762295
          256     0.499588    -0.220221    0.0759836
          257     0.499588     -0.21742    0.0757392
          258     0.499588    -0.214641    0.0754962
          259    -0.604881    -0.216148    0.0752193
          260    -0.604881    -0.217643    0.0749443
          261    -0.604881    -0.219127    0.0746714
          262    -0.604881    -0.220599    0.0744004
          263    -0.604881     -0.22206    0.0741314
          264    -0.815988     -0.22431    0.0738843
          265     0.199644     -0.22271    0.0736223
          266     0.199644    -0.221122    0.0733622
          267     -4.81261    -0.238319    0.0750828
          268     0.386377    -0.235988    0.0748384
          269     0.386377    -0.233674    0.0745956
          270    -0.442624    -0.234448    0.0743228
          271     -1.70957    -0.239891    0.0742478
          272     0.389618    -0.237577    0.0740106
          273     0.389618     -0.23528    0.0737747
          274     0.389618    -0.232999    0.0735404
          275     0.389618    -0.230735    0.0733074
          276      0.53061    -0.227976    0.0730934
          277      0.53061    -0.225238    0.0728805
          278     -5.59587    -0.244557    0.0751437
          279     0.296246    -0.242618     0.074899
          280     0.296246    -0.240694    0.0746558
          281     0.296246    -0.238783    0.0744142
          282     0.296246    -0.236886    0.0741741
          283     0.471186    -0.234384    0.0739539
          284    -0.538262    -0.235454    0.0737008
          285      -1.1896    -0.238801     0.073518
          286    -0.723328    -0.240496    0.0732801
          287     0.433178    -0.238148     0.073062
          288     0.433178    -0.235817    0.0728452
          289     0.433178    -0.233502    0.0726296
          290     -5.98354     -0.25333    0.0750454
          291     -3.13473    -0.263232    0.0754397
          292     -5.42528     -0.28091    0.0772314
          293     -5.43829    -0.298512    0.0789545
          294     0.469135    -0.295901    0.0787288
          295     0.496233    -0.293216    0.0785074
          296     0.308335    -0.291184    0.0782681
          297     0.373068    -0.288947    0.0780362
          298     0.373068    -0.286726    0.0778056
          299     0.373068    -0.284519    0.0775763
          300     0.373068    -0.282327    0.0773484
          301     0.373068     -0.28015    0.0771217
          302     0.373068    -0.277987    0.0768963
          303     0.373068    -0.275838    0.0766723
          304     0.191959    -0.274299    0.0764351
          305     0.191959     -0.27277    0.0761994
          306     0.477816    -0.270317    0.0759896
          307     0.477816    -0.267881    0.0757809
          308     0.477816    -0.265459    0.0755732
          309     0.419057    -0.263244    0.0753608
          310      0.43352    -0.260997    0.0751509
          311      0.43352    -0.258763    0.0749422
          312    -0.301703    -0.258901    0.0747017
          313     0.498284    -0.256482     0.074502
          314     0.498284    -0.254078    0.0743032
          315     0.498284     -0.25169    0.0741055
          316     0.224221    -0.250184    0.0738859
          317     -0.78483     -0.25187    0.0736718
          318    -0.569747     -0.25287    0.0734465
          319    -0.631396    -0.254056    0.0732256
          320    -0.631396    -0.255236    0.0730059
          321     -1.06029    -0.257744    0.0728213
          322    0.0649797    -0.256741    0.0726017
          323    0.0649797    -0.255745    0.0723835
          324    0.0649797    -0.254755    0.0721665
          325    -0.739981    -0.256248    0.0719596
          326    -0.739981    -0.257732    0.0717539
          327    -0.739981    -0.259207    0.0715493
          328    -0.739981    -0.260673    0.0713459
          329    0.0393766    -0.259761    0.0711345
          330    0.0393766    -0.258854    0.0709244
          331    0.0393766    -0.257953    0.0707156
          332    0.0393766    -0.257058    0.0705079
          333     0.442659    -0.254956    0.0703273
          334      0.25951    -0.253416    0.0701333
          335      0.25951    -0.251885    0.0699404
          336      0.25951    -0.250363    0.0697486
          337      0.25951     -0.24885    0.0695577
          338    -0.294913    -0.248986    0.0693518
          339    -0.294913    -0.249122     0.069147
          340    -0.303991    -0.249283    0.0689436
          341    -0.790066    -0.250869    0.0687594
          342    -0.790066    -0.252446    0.0685761
          343    -0.790066    -0.254013    0.0683939
          344     0.208464    -0.252669     0.068208
          345     0.208464    -0.251332    0.0680232
          346     0.282447    -0.249789    0.0678438
          347     0.282447    -0.248256    0.0676654
          348     0.282447    -0.246731    0.0674879
          349     0.514177     -0.24455    0.0673296
          350     0.511502     -0.24239    0.0671717
          351     0.297612    -0.240852    0.0669977
          352     0.297612    -0.239322    0.0668246
          353     0.525403    -0.237156    0.0666702
          354     0.525403    -0.235001    0.0665165
          355     -1.25075    -0.237863    0.0663906
          356     -2.28773    -0.243621    0.0664538
          357     -0.71513    -0.244941    0.0662805
          358     -3.34452      -0.2536    0.0666598
          359     0.528034    -0.251422    0.0665095
          360     0.528034    -0.249257    0.0663598
          361     -1.98162    -0.254056    0.0663495
          362    -0.415753    -0.254503    0.0661675
          363    -0.543095    -0.255298    0.0659897
          364    -0.543095    -0.256088    0.0658129
          365    -0.543095    -0.256875    0.0656371
          366    -0.543095    -0.257657    0.0654622
          367     -5.67043    -0.272405    0.0669288
          368     -5.84393    -0.287545    0.0684422
          369     -5.37029     -0.30132    0.0696325
          370     0.230805    -0.299882    0.0694589
          371     0.230805    -0.298451    0.0692862
          372     0.320451    -0.296787    0.0691198
          373     0.320451    -0.295133    0.0689541
          374     0.320451    -0.293487    0.0687891
          375    -0.253834    -0.293381    0.0686055
          376    -0.238778    -0.293236     0.068423
          377    -0.238778    -0.293091    0.0682414
          378    -0.238778    -0.292948    0.0680608
          379    -0.238778    -0.292805    0.0678811
          380    -0.238778    -0.292662    0.0677024
          381    -0.156213    -0.292304    0.0675254
          382    -0.156213    -0.291948    0.0673494
          383    -0.750438    -0.293145    0.0671839
          384    -0.239018    -0.293004    0.0670089
          385     0.482633     -0.29099     0.066865
          386     0.482633    -0.288985    0.0667216
          387     0.482633    -0.286992    0.0665789
          388     0.482633    -0.285008    0.0664367
          389     0.530602    -0.282911    0.0662988
          390     0.458768     -0.28101     0.066156
          391     0.458768    -0.279117    0.0660137
          392     0.458768    -0.277235    0.0658719
          393     0.458768    -0.275362    0.0657308
          394     0.458768    -0.273499    0.0655902
          395     0.338724    -0.271949    0.0654423
          396     0.338724    -0.270407    0.0652951
          397    -0.387871    -0.270703    0.0651311
          398     0.521065    -0.268714    0.0649977
          399     0.521065    -0.266734    0.0648648
          400     0.521065    -0.264765    0.0647324
          401     0.521065    -0.262805    0.0646005
          402     0.521065    -0.260855    0.0644691
          403     0.521065    -0.258915    0.0643382
          404     0.514888    -0.256999    0.0642073
          405     0.514888    -0.255094    0.0640769
          406    0.0482956    -0.254346    0.0639233
          407    0.0482956    -0.253603    0.0637703
          408    0.0482956    -0.252863    0.0636181
          409    0.0482956    -0.252126    0.0634667
          410     0.467328    -0.250372     0.063336
          411     0.467328    -0.248625    0.0632058
          412     0.467328    -0.246888    0.0630762
          413    -0.436233    -0.247346    0.0629249
          414    -0.436233    -0.247802    0.0627744
          415    -0.436233    -0.248256    0.0626246
          416   -0.0687922    -0.247825    0.0624754
          417    -0.229613    -0.247781    0.0623254
          418    -0.280261    -0.247859    0.0621762
          419    -0.819987    -0.249225    0.0620426
          420    -0.265771    -0.249264    0.0618947
          421     0.517739    -0.247442    0.0617744
          422     0.517739    -0.245629    0.0616545
          423     0.280952    -0.244384    0.0615212
          424     0.280952    -0.243145    0.0613884
          425     0.280952    -0.241912    0.0612562
          426     0.280952    -0.240684    0.0611246
          427     0.280952    -0.239463    0.0609935
          428     0.428886    -0.237901    0.0608709
          429     0.428886    -0.236347    0.0607487
          430     0.428886      -0.2348     0.060627
          431   -0.0330759    -0.234332     0.060488
          432   -0.0330759    -0.233866    0.0603496
          433   -0.0330759    -0.233402    0.0602119
          434     -0.69532    -0.234467    0.0600824
          435     -0.69532    -0.235526    0.0599535
          436     0.444898    -0.233965    0.0598362
          437     0.444898    -0.232412    0.0597193
          438     0.444898    -0.230866    0.0596028
          439      0.15345     -0.22999    0.0594734
          440    -0.670862    -0.230992    0.0593465
          441    -0.345501    -0.231252    0.0592123
          442    -0.345501     -0.23151    0.0590788
          443     -0.74175    -0.232662    0.0589565
          444     -0.74175    -0.233809    0.0588348
          445    -0.657689    -0.234761    0.0587101
          446     0.135724    -0.233931    0.0585842
          447     0.135724    -0.233104    0.0584589
          448     0.135724     -0.23228    0.0583341
          449     0.135724    -0.231461    0.0582098
          450     0.135724    -0.230645     0.058086
          451     0.148413    -0.229804    0.0579632
          452     0.148413    -0.228967    0.0578408
          453     0.148413    -0.228134     0.057719
          454     0.148413    -0.227305    0.0575977
          455     0.148413    -0.226479    0.0574769
          456     0.148413    -0.225657    0.0573566
          457     0.287795    -0.224534     0.057242
          458     0.287795    -0.223415    0.0571278
          459     0.287795    -0.222301    0.0570141
          460     0.287795    -0.221192    0.0569009
          461     0.287795    -0.220088     0.056788
          462     0.287795    -0.218989    0.0566756
          463     0.359194     -0.21774    0.0565669
          464     0.359194    -0.216497    0.0564585
          465     0.359194    -0.215259    0.0563506
          466     0.359194    -0.214026     0.056243
          467     0.528098    -0.212437     0.056145
          468     0.528098    -0.210854    0.0560472
          469     0.528098    -0.209279    0.0559498
          470    -0.521098    -0.209942    0.0558345
          471   -0.0255052    -0.209551    0.0557173
          472      -1.2079    -0.211666    0.0556393
          473     0.120096    -0.210964     0.055526
          474    -0.460148     -0.21149    0.0554112
          475     0.202564    -0.210618    0.0553013
          476     0.202564     -0.20975    0.0551918
          477     0.202564    -0.208886    0.0550828
          478     0.202564    -0.208025    0.0549742
          479      -3.8847    -0.215701    0.0553936
          480     -5.99124    -0.227733    0.0565725
          481     0.494885    -0.226231    0.0564748
          482     0.530203    -0.224662    0.0563793
          483     0.530203    -0.223099    0.0562842
          484    -0.249494    -0.223153    0.0561678
          485    -0.249494    -0.223208    0.0560519
          486     0.520098    -0.221678    0.0559573
          487     0.520098    -0.220155    0.0558631
          488     0.520098    -0.218638    0.0557691
          489     0.520098    -0.217127    0.0556755
          490     0.217455    -0.216241    0.0555688
          491     0.217455    -0.215357    0.0554625
          492     0.217455    -0.214478    0.0553567
          493     -1.43689    -0.216957    0.0552999
          494     -1.43689    -0.219427    0.0552431
          495     -1.43689    -0.221886    0.0551862
          496     0.487134    -0.220457    0.0550934
          497     0.487134    -0.219033    0.0550008
          498     0.487134    -0.217615    0.0549086
          499     0.487134    -0.216203    0.0548166
          500     0.487134    -0.214796     0.054725
