#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.49528     1.49528           0
           2     1.50513      1.5002   0.0034812
           3     1.50259       1.501  0.00240965
           4     1.47941      1.4956  0.00501048
           5     1.44871     1.48622   0.0092964
           6     1.48263     1.48562  0.00776625
           7     1.51708     1.49012  0.00784975
           8     1.49587     1.49084  0.00690135
           9     1.51402     1.49341  0.00659774
          10     1.49653     1.49372  0.00594531
          11      1.4794     1.49242  0.00554555
          12     1.51177     1.49403  0.00531256
          13     1.45752     1.49122  0.00559744
          14     1.50721     1.49237  0.00531281
          15     1.49406     1.49248  0.00495982
          16     1.49947     1.49292  0.00466904
          17      1.4802     1.49217  0.00445391
          18     1.54474     1.49509  0.00507461
          19     1.48542     1.49458  0.00483296
          20     1.50319     1.49501  0.00461045
