#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.008852   -0.008852           0
           2   -0.005484   -0.007168  0.00119077
           3    0.011476-0.000953333  0.00513598
           4    0.003876    0.000254  0.00399137
           5    0.004452   0.0010936  0.00328021
           6   -0.009148-0.000613333  0.00314644
           7   -0.003474   -0.001022  0.00272336
           8    0.006422   -9.15e-05  0.00253693
           9    0.002804 0.000230222  0.00227536
          10    0.006938    0.000901  0.00214441
          11    -0.00599 0.000274545  0.00203892
          12       7e-05   0.0002575  0.00186908
          13     7.6e-05 0.000243538  0.00172536
          14    0.004768 0.000566714   0.0016321
          15    0.001674 0.000640533  0.00152497
          16    0.000964  0.00066075  0.00142979
          17    0.005128 0.000923529  0.00136962
          18   -0.000866 0.000824111  0.00129713
          19    0.003782 0.000979789  0.00123817
          20    0.003778   0.0011197  0.00118414
