#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.5288     -0.5288           0
           2     -0.6032      -0.566   0.0263044
           3     -0.6864   -0.606133    0.037166
           4     -0.6848     -0.6258    0.032666
           5      -0.764    -0.65344   0.0359736
           6     -0.7648      -0.672   0.0344346
           7     -0.7632   -0.685029    0.031885
           8     -0.7608     -0.6945   0.0292723
           9     -0.8432   -0.711022   0.0303263
          10     -0.8432    -0.72424   0.0300364
          11     -0.8448     -0.7352   0.0292371
          12      -0.844   -0.744267   0.0281714
          13     -0.8464   -0.752123   0.0270777
          14     -0.8504   -0.759143   0.0260376
          15     -0.8512    -0.76528   0.0250146
          16     -0.8512    -0.77065   0.0240207
          17      -0.852   -0.775435   0.0230794
          18     -0.8496   -0.779556    0.022162
          19     -0.8496   -0.783242      0.0213
          20     -0.8512    -0.78664   0.0205042
          21     -0.9328     -0.7936   0.0206754
          22     -0.9328   -0.799927   0.0206811
          23     -0.9304     -0.8056   0.0205452
          24     -0.9288   -0.810733   0.0203203
          25      -0.928   -0.815424   0.0200416
          26     -0.9272   -0.819723   0.0197265
          27     -0.9272   -0.823704   0.0193933
          28     -0.9264   -0.827371   0.0190444
          29     -0.9248   -0.830731   0.0186816
          30     -0.9256   -0.833893   0.0183246
          31     -0.9288   -0.836955   0.0179874
          32     -0.9272   -0.839775    0.017645
          33     -0.9288   -0.842473   0.0173153
          34     -0.9296   -0.845035   0.0169946
          35     -0.9312   -0.847497   0.0166864
          36     -0.9312   -0.849822   0.0163841
          37     -0.9328   -0.852065    0.016094
          38      -0.932   -0.854168   0.0158074
          39     -0.9288   -0.856082   0.0155175
          40      -0.928    -0.85788   0.0152333
          41     -0.9288    -0.85961   0.0149597
          42     -0.9296   -0.861276    0.014696
          43      -0.928   -0.862828   0.0144359
          44      -0.928   -0.864309   0.0141836
          45     -0.9272   -0.865707   0.0139371
          46     -0.9288   -0.867078   0.0137015
          47     -0.9304   -0.868426    0.013476
          48     -0.9288   -0.869683   0.0132538
          49     -0.9272   -0.870857   0.0130352
          50     -0.9288   -0.872016   0.0128259
          51     -0.9296   -0.873145    0.012624
          52     -0.9304   -0.874246   0.0124292
          53     -0.9312   -0.875321    0.012241
          54     -0.9296   -0.876326   0.0120556
          55     -0.9296   -0.877295   0.0118752
          56     -0.9288   -0.878214   0.0116987
          57      -0.928   -0.879088    0.011526
          58     -0.9272   -0.879917   0.0113571
          59     -0.9272   -0.880719   0.0111929
          60     -0.9272   -0.881493   0.0110331
          61     -0.9264    -0.88223   0.0108768
          62     -0.9264   -0.882942   0.0107246
          63     -0.9264   -0.883632   0.0105766
          64     -0.9264     -0.8843   0.0104324
          65     -0.9288   -0.884985   0.0102943
          66     -0.9288   -0.885648   0.0101597
          67      -0.928   -0.886281   0.0100278
          68     -0.9264   -0.886871  0.00989762
          69     -0.9264   -0.887443  0.00977075
          70     -0.9248   -0.887977  0.00964573
          71     -0.9248   -0.888496   0.0095238
          72     -0.9264   -0.889022  0.00940607
          73     -0.9264   -0.889534  0.00929114
          74     -0.9272   -0.890043  0.00917952
          75     -0.9248   -0.890507  0.00906882
          76     -0.9256   -0.890968  0.00896124
          77      -0.928   -0.891449  0.00885775
          78     -0.9288   -0.891928  0.00875713
          79     -0.9272   -0.892375  0.00865765
          80     -0.9272    -0.89281  0.00856037
          81     -0.9272   -0.893235  0.00846521
          82      -0.928   -0.893659  0.00837258
          83     -0.9296   -0.894092   0.0082829
          84     -0.9304   -0.894524  0.00819556
          85     -0.9328   -0.894974  0.00811151
          86     -0.9336   -0.895423  0.00802961
          87     -0.9352    -0.89588  0.00795032
          88     -0.9328     -0.8963  0.00787104
          89     -0.9336   -0.896719  0.00779375
          90     -0.9344   -0.897138  0.00771839
          91     -0.9352   -0.897556   0.0076449
          92     -0.9344   -0.897957  0.00757228
          93      -0.936   -0.898366   0.0075019
          94     -0.9376   -0.898783   0.0074337
          95       -1.02   -0.900059  0.00746415
          96       -1.02   -0.901308  0.00749024
          97       -1.02   -0.902532   0.0075123
          98       -1.02   -0.903731  0.00753066
          99       -1.02   -0.904905  0.00754562
         100       -1.02   -0.906056  0.00755743
         101       -1.02   -0.907184  0.00756634
         102       -1.02    -0.90829  0.00757257
         103       -1.02   -0.909375  0.00757632
         104       -1.02   -0.910438  0.00757777
         105       -1.02   -0.911482   0.0075771
         106       -1.02   -0.912506  0.00757447
         107       -1.02    -0.91351  0.00757001
         108       -1.02   -0.914496  0.00756386
         109       -1.02   -0.915464  0.00755614
         110       -1.02   -0.916415  0.00754697
         111       -1.02   -0.917348  0.00753646
         112       -1.02   -0.918264  0.00752469
         113       -1.02   -0.919165  0.00751177
         114       -1.02   -0.920049  0.00749777
         115       -1.02   -0.920918  0.00748278
         116       -1.02   -0.921772  0.00746687
         117       -1.02   -0.922612   0.0074501
         118       -1.02   -0.923437  0.00743253
         119       -1.02   -0.924249  0.00741424
         120       -1.02   -0.925047  0.00739526
         121       -1.02   -0.925831  0.00737566
         122       -1.02   -0.926603  0.00735549
         123       -1.02   -0.927363  0.00733477
         124       -1.02    -0.92811  0.00731357
         125       -1.02   -0.928845  0.00729191
         126       -1.02   -0.929568  0.00726984
         127       -1.02    -0.93028  0.00724739
         128       -1.02   -0.930981  0.00722458
         129       -1.02   -0.931671  0.00720146
         130       -1.02   -0.932351  0.00717804
         131       -1.02    -0.93302  0.00715436
         132       -1.02   -0.933679  0.00713045
         133       -1.02   -0.934328  0.00710631
         134       -1.02   -0.934967  0.00708198
         135       -1.02   -0.935597  0.00705748
         136       -1.02   -0.936218  0.00703282
         137       -1.02   -0.936829  0.00700802
         138       -1.02   -0.937432  0.00698311
         139       -1.02   -0.938026  0.00695809
         140       -1.02   -0.938611  0.00693298
         141       -1.02   -0.939189   0.0069078
         142       -1.02   -0.939758  0.00688255
         143       -1.02   -0.940319  0.00685726
         144       -1.02   -0.940872  0.00683193
         145       -1.02   -0.941418  0.00680657
         146       -1.02   -0.941956   0.0067812
         147       -1.02   -0.942487  0.00675582
         148       -1.02   -0.943011  0.00673044
         149       -1.02   -0.943528  0.00670508
         150       -1.02   -0.944037  0.00667973
         151       -1.02    -0.94454  0.00665441
         152       -1.02   -0.945037  0.00662912
         153       -1.02   -0.945527  0.00660388
         154       -1.02    -0.94601  0.00657868
         155       -1.02   -0.946488  0.00655353
         156       -1.02   -0.946959  0.00652844
         157       -1.02   -0.947424  0.00650341
         158     -0.9392   -0.947372  0.00646246
         159     -0.9392   -0.947321  0.00642202
         160     -0.9392    -0.94727  0.00638208
         161     -0.9392    -0.94722  0.00634264
         162     -0.9384   -0.947165  0.00630372
         163     -0.9376   -0.947107  0.00626532
         164     -0.9376   -0.947049  0.00622739
         165      -0.936   -0.946982     0.00619
         166     -0.9352   -0.946911  0.00615312
         167     -0.9352   -0.946841  0.00611668
         168     -0.9344   -0.946767  0.00608072
         169     -0.9336   -0.946689  0.00604523
         170     -0.8528   -0.946136  0.00603485
         171     -0.8528   -0.945591  0.00602419
         172      -0.852   -0.945047  0.00601369
         173     -0.9328   -0.944976  0.00597935
         174     -0.9328   -0.944906  0.00594539
         175      -0.932   -0.944832  0.00591187
         176     -0.9336   -0.944768  0.00587863
         177     -0.9328   -0.944701  0.00584581
         178     -0.9336   -0.944638   0.0058133
         179     -0.9312   -0.944563   0.0057813
         180      -0.932   -0.944493  0.00574961
         181     -0.9344   -0.944438  0.00571811
         182     -0.9344   -0.944382  0.00568696
         183     -0.9344   -0.944328  0.00565615
         184     -0.9344   -0.944274  0.00562566
         185      -0.932   -0.944208  0.00559564
         186      -0.932   -0.944142  0.00556595
         187      -0.932   -0.944077  0.00553656
         188      -0.932   -0.944013  0.00550748
         189     -0.9312   -0.943945  0.00547876
         190     -0.9312   -0.943878  0.00545033
         191     -0.9296   -0.943803  0.00542231
         192     -0.9312   -0.943738  0.00539447
         193     -0.9328   -0.943681  0.00536681
         194     -0.9328   -0.943625  0.00533944
         195     -0.9312   -0.943561  0.00531244
         196     -0.9304   -0.943494  0.00528576
         197     -0.9296   -0.943423   0.0052594
         198     -0.9288   -0.943349  0.00523336
         199     -0.9272   -0.943268  0.00520769
         200     -0.9272   -0.943188  0.00518227
         201      -0.928   -0.943112  0.00515704
         202      -0.928   -0.943038  0.00513205
         203     -0.9288   -0.942967  0.00510725
         204      -0.928   -0.942894  0.00508274
         205      -0.928   -0.942821  0.00505847
         206     -0.9272   -0.942746  0.00503448
         207     -0.9288   -0.942678  0.00501061
         208     -0.9288   -0.942612  0.00498696
         209     -0.9288   -0.942545  0.00496354
         210     -0.9304   -0.942488  0.00494024
         211     -0.9312   -0.942434  0.00491712
         212     -0.9312   -0.942381  0.00489421
         213     -0.9296   -0.942321   0.0048716
         214      -0.848    -0.94188  0.00486873
         215     -0.8464   -0.941436   0.0048663
         216     -0.8456   -0.940993  0.00486395
         217     -0.8464   -0.940557  0.00486103
         218     -0.8456   -0.940121  0.00485821
         219     -0.8464   -0.939693  0.00485484
         220     -0.8456   -0.939265  0.00485157
         221     -0.8448   -0.938838  0.00484842
         222     -0.8432   -0.938407  0.00484568
         223     -0.8472   -0.937998  0.00484118
         224      -0.848   -0.937596  0.00483621
         225      -0.848   -0.937198  0.00483108
         226     -0.8488   -0.936807  0.00482551
         227     -0.8512    -0.93643  0.00481897
         228     -0.8536   -0.936067  0.00481151
         229     -0.8544    -0.93571  0.00480369
         230     -0.8544   -0.935357   0.0047958
         231     -0.8544   -0.935006  0.00478783
         232     -0.8536   -0.934655  0.00478003
         233     -0.8552   -0.934314  0.00477166
         234     -0.8496   -0.933952  0.00476498
         235     -0.8504   -0.933597  0.00475795
         236     -0.8488   -0.933237  0.00475134
         237     -0.8472   -0.932874  0.00474514
         238     -0.8512   -0.932531   0.0047376
         239     -0.8512   -0.932191  0.00472998
         240     -0.8504    -0.93185  0.00472253
         241     -0.8504   -0.931512  0.00471502
         242     -0.8496   -0.931174  0.00470767
         243     -0.8512   -0.930844  0.00469978
         244     -0.8504   -0.930515  0.00469207
         245     -0.8528   -0.930198  0.00468363
         246      -0.852    -0.92988  0.00467536
         247      -0.848   -0.929548  0.00466817
         248     -0.8504   -0.929229  0.00466025
         249     -0.8496   -0.928909  0.00465249
         250      -0.848   -0.928586  0.00464512
         251     -0.8488   -0.928268  0.00463748
         252     -0.8464   -0.927943  0.00463044
         253     -0.8488    -0.92763  0.00462269
         254      -0.848   -0.927317  0.00461511
         255     -0.8504   -0.927015  0.00460686
         256     -0.8528   -0.926725  0.00459798
         257      -0.852   -0.926434  0.00458927
         258     -0.9328   -0.926459  0.00457155
         259     -0.9328   -0.926483  0.00455396
         260     -0.9336   -0.926511  0.00453653
         261     -0.9336   -0.926538  0.00451923
         262     -0.9344   -0.926568  0.00450208
         263      -0.936   -0.926604  0.00448511
         264     -0.9368   -0.926642  0.00446828
         265      -0.936   -0.926678  0.00445156
         266      -0.936   -0.926713  0.00443496
         267      -0.936   -0.926748  0.00441849
         268     -0.9368   -0.926785  0.00440216
         269     -0.9368   -0.926822  0.00438596
         270     -0.9368   -0.926859  0.00436987
         271     -0.9384   -0.926902  0.00435395
         272       -1.02   -0.927244  0.00435138
         273       -1.02   -0.927584  0.00434868
         274       -1.02   -0.927921  0.00434587
         275       -1.02   -0.928256  0.00434295
         276       -1.02   -0.928588  0.00433991
         277       -1.02   -0.928918  0.00433677
         278       -1.02   -0.929246  0.00433353
         279       -1.02   -0.929571  0.00433019
         280       -1.02   -0.929894  0.00432675
         281       -1.02   -0.930215  0.00432322
         282       -1.02   -0.930533   0.0043196
         283       -1.02   -0.930849  0.00431589
         284       -1.02   -0.931163  0.00431209
         285       -1.02   -0.931475  0.00430821
         286       -1.02   -0.931785  0.00430425
         287       -1.02   -0.932092  0.00430022
         288       -1.02   -0.932397  0.00429611
         289       -1.02     -0.9327  0.00429192
         290       -1.02   -0.933001  0.00428767
         291       -1.02     -0.9333  0.00428334
         292       -1.02   -0.933597  0.00427895
         293       -1.02   -0.933892   0.0042745
         294       -1.02   -0.934185  0.00426998
         295       -1.02   -0.934476   0.0042654
         296       -1.02   -0.934765  0.00426077
         297       -1.02   -0.935052  0.00425608
         298       -1.02   -0.935337  0.00425133
         299       -1.02    -0.93562  0.00424653
         300       -1.02   -0.935901  0.00424168
         301       -1.02   -0.936181  0.00423678
         302       -1.02   -0.936458  0.00423183
         303       -1.02   -0.936734  0.00422684
         304       -1.02   -0.937008   0.0042218
         305       -1.02    -0.93728  0.00421672
         306       -1.02    -0.93755  0.00421159
         307       -1.02   -0.937819  0.00420643
         308       -1.02   -0.938086  0.00420122
         309       -1.02   -0.938351  0.00419598
         310       -1.02   -0.938614  0.00419071
         311       -1.02   -0.938876  0.00418539
         312       -1.02   -0.939136  0.00418005
         313       -1.02   -0.939394  0.00417467
         314       -1.02   -0.939651  0.00416926
         315       -1.02   -0.939906  0.00416382
         316       -1.02   -0.940159  0.00415835
         317       -1.02   -0.940411  0.00415285
         318       -1.02   -0.940662  0.00414733
         319       -1.02    -0.94091  0.00414178
         320       -1.02   -0.941157   0.0041362
         321       -1.02   -0.941403   0.0041306
         322       -1.02   -0.941647  0.00412498
         323       -1.02    -0.94189  0.00411934
         324       -1.02   -0.942131  0.00411367
         325       -1.02    -0.94237  0.00410799
         326       -1.02   -0.942609  0.00410228
         327       -1.02   -0.942845  0.00409656
         328       -1.02    -0.94308  0.00409081
         329       -1.02   -0.943314  0.00408506
         330       -1.02   -0.943547  0.00407928
         331       -1.02   -0.943778  0.00407349
         332       -1.02   -0.944007  0.00406769
         333       -1.02   -0.944235  0.00406187
         334       -1.02   -0.944462  0.00405604
         335       -1.02   -0.944688  0.00405019
         336       -1.02   -0.944912  0.00404433
         337       -1.02   -0.945135  0.00403847
         338       -1.02   -0.945356  0.00403259
         339       -1.02   -0.945576   0.0040267
         340       -1.02   -0.945795   0.0040208
         341       -1.02   -0.946013  0.00401489
         342       -1.02   -0.946229  0.00400898
         343       -1.02   -0.946444  0.00400306
         344       -1.02   -0.946658  0.00399713
         345       -1.02   -0.946871  0.00399119
         346       -1.02   -0.947082  0.00398525
         347       -1.02   -0.947292   0.0039793
         348       -1.02   -0.947501  0.00397334
         349       -1.02   -0.947709  0.00396739
         350       -1.02   -0.947915  0.00396142
         351       -1.02   -0.948121  0.00395546
         352       -1.02   -0.948325  0.00394949
         353       -1.02   -0.948528  0.00394351
         354       -1.02    -0.94873  0.00393754
         355       -1.02   -0.948931  0.00393156
         356       -1.02    -0.94913  0.00392558
         357       -1.02   -0.949329   0.0039196
         358       -1.02   -0.949526  0.00391362
         359       -1.02   -0.949723  0.00390764
         360       -1.02   -0.949918  0.00390166
         361     -0.9392   -0.949888  0.00389097
         362     -0.9392   -0.949859  0.00388033
         363     -0.9392   -0.949829  0.00386975
         364       -1.02   -0.950022  0.00386392
         365       -1.02   -0.950214  0.00385809
         366       -1.02   -0.950404  0.00385225
         367       -1.02   -0.950594  0.00384642
         368       -1.02   -0.950783  0.00384059
         369       -1.02    -0.95097  0.00383476
         370       -1.02   -0.951157  0.00382893
         371       -1.02   -0.951342   0.0038231
         372       -1.02   -0.951527  0.00381728
         373       -1.02    -0.95171  0.00381146
         374       -1.02   -0.951893  0.00380564
         375       -1.02   -0.952075  0.00379982
         376       -1.02   -0.952255  0.00379401
         377       -1.02   -0.952435   0.0037882
         378       -1.02   -0.952614  0.00378239
         379       -1.02   -0.952792  0.00377659
         380       -1.02   -0.952968  0.00377079
         381       -1.02   -0.953144  0.00376499
         382       -1.02   -0.953319   0.0037592
         383       -1.02   -0.953493  0.00375342
         384       -1.02   -0.953667  0.00374763
         385       -1.02   -0.953839  0.00374186
         386       -1.02    -0.95401  0.00373609
         387       -1.02   -0.954181  0.00373032
         388       -1.02   -0.954351  0.00372456
         389       -1.02   -0.954519  0.00371881
         390       -1.02   -0.954687  0.00371306
         391       -1.02   -0.954854  0.00370732
         392       -1.02    -0.95502  0.00370159
         393       -1.02   -0.955186  0.00369586
         394       -1.02    -0.95535  0.00369014
         395       -1.02   -0.955514  0.00368443
         396       -1.02   -0.955677  0.00367872
         397       -1.02   -0.955839  0.00367302
         398       -1.02      -0.956  0.00366733
         399       -1.02    -0.95616  0.00366164
         400       -1.02    -0.95632  0.00365596
         401       -1.02   -0.956479  0.00365029
         402       -1.02   -0.956637  0.00364463
         403       -1.02   -0.956794  0.00363898
         404       -1.02    -0.95695  0.00363333
         405       -1.02   -0.957106  0.00362769
         406       -1.02   -0.957261  0.00362206
         407       -1.02   -0.957415  0.00361644
         408       -1.02   -0.957569  0.00361083
         409       -1.02   -0.957721  0.00360523
         410       -1.02   -0.957873  0.00359963
         411       -1.02   -0.958024  0.00359405
         412       -1.02   -0.958175  0.00358847
         413       -1.02   -0.958324   0.0035829
         414       -1.02   -0.958473  0.00357734
         415       -1.02   -0.958622   0.0035718
         416       -1.02   -0.958769  0.00356626
         417       -1.02   -0.958916  0.00356072
         418       -1.02   -0.959062   0.0035552
         419       -1.02   -0.959208  0.00354969
         420       -1.02   -0.959352  0.00354419
         421       -1.02   -0.959496   0.0035387
         422     -0.9392   -0.959448  0.00353064
         423     -0.9384   -0.959399  0.00352264
         424     -0.9392   -0.959351  0.00351466
         425     -0.9392   -0.959304  0.00350671
         426       -1.02   -0.959446  0.00350137
         427       -1.02   -0.959588  0.00349604
         428       -1.02   -0.959729  0.00349072
         429       -1.02   -0.959869  0.00348541
         430       -1.02   -0.960009  0.00348011
         431       -1.02   -0.960148  0.00347482
         432       -1.02   -0.960287  0.00346953
         433       -1.02   -0.960425  0.00346426
         434       -1.02   -0.960562    0.003459
         435       -1.02   -0.960699  0.00345374
         436       -1.02   -0.960835   0.0034485
         437       -1.02    -0.96097  0.00344326
         438       -1.02   -0.961105  0.00343804
         439       -1.02   -0.961239  0.00343282
         440       -1.02   -0.961373  0.00342762
         441       -1.02   -0.961506  0.00342242
         442       -1.02   -0.961638  0.00341724
         443       -1.02    -0.96177  0.00341206
         444       -1.02   -0.961901   0.0034069
         445       -1.02   -0.962031  0.00340174
         446       -1.02   -0.962161   0.0033966
         447       -1.02   -0.962291  0.00339146
         448       -1.02    -0.96242  0.00338634
         449       -1.02   -0.962548  0.00338122
         450       -1.02   -0.962676  0.00337612
         451       -1.02   -0.962803  0.00337102
         452       -1.02   -0.962929  0.00336594
         453       -1.02   -0.963055  0.00336087
         454     -0.9392   -0.963003  0.00335387
         455     -0.9392    -0.96295  0.00334691
         456     -0.9392   -0.962898  0.00333998
         457     -0.9376   -0.962843  0.00333313
         458     -0.9376   -0.962788  0.00332631
         459     -0.9384   -0.962735  0.00331948
         460      -0.936   -0.962677  0.00331278
         461     -0.9368    -0.96262  0.00330606
         462     -0.9368   -0.962565  0.00329938
         463     -0.9384   -0.962512  0.00329267
         464     -0.9376   -0.962459  0.00328601
         465     -0.9368   -0.962403  0.00327941
         466     -0.9392   -0.962354  0.00327275
         467       -1.02   -0.962477  0.00326807
         468       -1.02     -0.9626  0.00326339
         469       -1.02   -0.962722  0.00325873
         470       -1.02   -0.962844  0.00325407
         471       -1.02   -0.962966  0.00324943
         472       -1.02   -0.963086  0.00324479
         473       -1.02   -0.963207  0.00324016
         474       -1.02   -0.963327  0.00323554
         475       -1.02   -0.963446  0.00323092
         476       -1.02   -0.963565  0.00322632
         477       -1.02   -0.963683  0.00322173
         478       -1.02   -0.963801  0.00321714
         479       -1.02   -0.963918  0.00321256
         480       -1.02   -0.964035  0.00320799
         481       -1.02   -0.964151  0.00320343
         482       -1.02   -0.964267  0.00319888
         483       -1.02   -0.964383  0.00319434
         484       -1.02   -0.964498  0.00318981
         485       -1.02   -0.964612  0.00318528
         486       -1.02   -0.964726  0.00318076
         487       -1.02   -0.964839  0.00317626
