#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.505376   -0.505376           0
           2   -0.502196   -0.503786   0.0011243
           3   -0.505972   -0.504515 0.000956959
           4   -0.505736    -0.50482  0.00076488
           5   -0.505552   -0.504966 0.000625758
           6    -0.50404   -0.504812 0.000540178
           7   -0.504932   -0.504829 0.000463281
           8   -0.504432    -0.50478 0.000408022
           9    -0.50376   -0.504666 0.000378084
          10   -0.503424   -0.504542 0.000360105
          11   -0.503604   -0.504457 0.000337313
          12   -0.506032   -0.504588 0.000333772
          13    -0.50574   -0.504677 0.000319644
          14   -0.502432   -0.504516 0.000334615
          15   -0.503816    -0.50447 0.000315547
          16   -0.504664   -0.504482 0.000296059
          17    -0.50466   -0.504492  0.00027883
          18   -0.504572   -0.504497 0.000263374
          19    -0.50482   -0.504514 0.000250062
          20   -0.502656   -0.504421 0.000254225
