#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.68405     1.68405           0
           2     1.68072     1.68238  0.00118008
           3     1.68853     1.68443  0.00184921
           4     1.67144     1.68118  0.00313745
           5     1.65139     1.67523  0.00589105
           6     1.65964     1.67263  0.00545206
           7     1.70087     1.67666  0.00598286
           8     1.67412     1.67634  0.00524344
           9     1.69494     1.67841   0.0050517
          10     1.67644     1.67821  0.00455038
          11     1.66654     1.67715  0.00425873
          12     1.68527     1.67783   0.0039572
          13     1.63146     1.67426  0.00500857
          14     1.67141     1.67406  0.00465496
          15     1.64745     1.67229  0.00467045
          16     1.67099      1.6722  0.00437925
          17     1.65282     1.67106  0.00426744
          18     1.73299      1.6745  0.00523665
          19     1.63357     1.67235  0.00538605
          20     1.68909     1.67319  0.00518135
