#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.003628    0.003628           0
           2    0.001712     0.00267 0.000677408
           3    0.004248    0.003196 0.000623216
           4    0.000316    0.002476 0.000779278
           5      0.0006   0.0021008 0.000708008
           6   -0.006874    0.000605  0.00148749
           7   -0.001318 0.000330286  0.00130011
           8     0.00558   0.0009865  0.00129264
           9     0.00985  0.00197133  0.00147728
          10    0.003012   0.0020754  0.00133321
          11   -0.005048  0.00142782  0.00136023
          12   -0.001012   0.0012245  0.00126198
          13    0.006568  0.00163554  0.00123002
          14     0.00301  0.00173371  0.00114607
          15   -0.002744   0.0014352  0.00110786
          16    0.009386  0.00193212  0.00114466
          17    0.001914  0.00193106  0.00107732
          18   -0.001932  0.00171644  0.00103863
          19   -0.001092  0.00156863 0.000994427
          20   -0.004522   0.0012641 0.000990238
