#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      7.5885      7.5885           0
           2     7.02778     7.30814    0.198244
           3     7.71295     7.44308    0.172063
           4     6.95045     7.31992    0.167418
           5      7.3452     7.32498    0.134011
           6     7.55366     7.36309     0.11697
           7     7.19589     7.33921     0.10267
           8     7.64652     7.37762   0.0967563
           9     7.42318     7.38268   0.0861379
          10     6.80133     7.32455   0.0951404
          11     7.40225     7.33161   0.0867531
          12     7.66388      7.3593   0.0838261
          13      6.7747     7.31433   0.0886228
          14        7.92     7.35759   0.0922495
          15     7.03111     7.33583     0.08863
          16     7.35884     7.33727   0.0831023
          17      7.3884     7.34027   0.0782684
          18     7.19322      7.3321   0.0743453
          19      7.4449     7.33804    0.070669
          20     6.58631     7.30045   0.0764807
