#      	   X:		    Y:		  	 Z:
      2.67764     -2.34552      6.17004
      3.11756     -2.91149      5.73396
       2.9975     -1.89653      5.50984
      1.57174      -2.6326      6.52396
      2.16472     -1.35946       5.5827
      2.85503    -0.710905      4.64553
      3.51546     -1.52303      5.37531
      3.51546     -1.52303      5.37531
      3.65466     -2.05781      4.14237
      3.86959        -2.97      3.34172
      3.47901     -4.03038      3.00657
      2.32298     -4.75325      3.46813
      2.32298     -4.75325      3.46813
      2.32298     -4.75325      3.46813
      1.20594     -4.29308      4.33037
     0.354396     -4.69548      4.99386
     0.354396     -4.69548      4.99386
       1.3776     -5.15378      5.02856
       1.4927     -5.35087      5.78739
      1.53916     -5.96282       4.7376
      1.99136      -5.9465      3.74406
      1.12046     -5.02217      5.21505
      2.57374       -3.888      4.33603
      2.57374       -3.888      4.33603
      1.93639     -5.19194      3.83204
     0.735248     -5.66761      3.51715
    -0.732391     -4.55745      3.49714
     -1.59367      -4.1862      3.92542
     -1.59367      -4.1862      3.92542
     -1.45631     -4.20217      5.41665
     -1.26441     -3.34445      4.86332
    -0.319674     -2.65936      3.42982
    -0.319674     -2.65936      3.42982
     -1.04828     -2.50967      2.06957
     -1.80687     -1.97414      3.09164
     -1.80687     -1.97414      3.09164
     -1.80687     -1.97414      3.09164
     -1.63961     -3.44109       4.2819
     -1.63961     -3.44109       4.2819
     -1.96597     -2.92963      4.87685
     -2.39601     -4.25405       4.6207
     -3.53835     -3.58224      3.78487
     -3.07497     -2.36346       4.0151
     -3.41495     -1.94888      4.54767
     -3.47532    -0.740902      3.87959
     -2.71766     0.749564      5.34842
     -1.46004     0.658737      6.75242
     -2.07271      0.83356      5.30535
     -2.39023       1.5774      4.01054
     -1.14101      1.84036      3.59591
     -0.71424     0.550642      3.33453
     -0.71424     0.550642      3.33453
     -0.71424     0.550642      3.33453
     -1.50011      1.82961      2.34726
     -1.50011      1.82961      2.34726
     -1.50011      1.82961      2.34726
     -2.46789     0.453834      2.13906
     -1.77287     0.268989      1.09871
     -1.77287     0.268989      1.09871
     -2.49933     0.319563      2.22094
     -1.41799      0.70149      1.12423
   -0.0538737     0.214554      1.40136
     0.377042    -0.549554      2.20787
     0.179051    -0.605361      2.28248
     0.179051    -0.605361      2.28248
     0.179051    -0.605361      2.28248
     -1.30142   -0.0225482        3.051
    -0.434748    -0.562874      2.88846
    -0.434748    -0.562874      2.88846
    -0.927095    -0.352036      2.24213
    -0.927095    -0.352036      2.24213
    -0.927095    -0.352036      2.24213
    -0.927095    -0.352036      2.24213
     0.167975     0.591104      1.36878
     0.167975     0.591104      1.36878
     -1.01273    -0.142418      1.89956
     -1.45709    -0.847639      1.75878
     -1.45709    -0.847639      1.75878
        -1.61       -1.494      3.20984
        -1.61       -1.494      3.20984
     -1.46285     -1.40595       2.1862
     -1.46285     -1.40595       2.1862
     -0.71311     -1.86984      3.62431
     -0.71311     -1.86984      3.62431
     -0.71311     -1.86984      3.62431
     0.696115    -0.847681      3.49889
     0.447489    -0.509119       4.7246
    -0.978384    -0.918142      5.83717
     -1.57846  -0.00907537      4.82017
     -1.57846  -0.00907537      4.82017
    -0.962197      -1.4487      6.01548
     0.131822      -2.0925      5.90348
     0.650544     -1.58334      6.71781
      2.07065     -2.15985      6.56597
      1.57273    -0.993074      6.57941
     0.770967     -1.35426      6.25342
     0.770967     -1.35426      6.25342
      -0.1326     -1.83726      6.95357
     0.797661      -2.8876      7.77295
      2.14802     -1.90391      7.59008
      1.61803    -0.603336      6.50602
     0.816687    -0.651709      7.11225
      2.30066     -1.78127       6.0135
      2.30066     -1.78127       6.0135
      3.40829     -2.20179      4.67271
      3.40829     -2.20179      4.67271
       1.9468     -1.14037      5.15046
      2.28039    -0.757166      5.58096
      1.40087    -0.430538      7.01327
      1.40087    -0.430538      7.01327
     0.229564    -0.468207      7.71592
     0.229564    -0.468207      7.71592
     -0.18615    -0.153914      9.11917
      0.16165     -1.49807      8.57182
     0.319607    -0.929514      9.08101
     0.319607    -0.929514      9.08101
     0.319607    -0.929514      9.08101
     0.688686    -0.745987      8.65271
    -0.257401     -0.47836      8.06447
    -0.257401     -0.47836      8.06447
     -1.30527    -0.227655      7.69946
     -1.26827      0.23653      8.29762
    -0.593307    -0.522977       7.1794
    -0.397832    -0.379587      6.49167
     0.620365     -1.28531       5.0094
      1.04893    -0.459204      4.32899
      1.04893    -0.459204      4.32899
      2.18283     0.788595      4.47793
       0.7931    -0.613873      3.35936
       0.7931    -0.613873      3.35936
    -0.192024    -0.241201      4.26799
     0.257118     0.542506       5.1346
     0.934135      0.26717      3.66675
      2.35601    0.0152787      2.57618
      2.82932      1.42678      3.03779
      2.82932      1.42678      3.03779
      2.12596      2.55313      3.50064
      1.46043      3.68798      3.62622
      2.04235      4.55249      2.84776
      2.04235      4.55249      2.84776
      1.43259      5.56391      1.45559
      1.43259      5.56391      1.45559
     0.801706       5.5913     0.844942
     0.801706       5.5913     0.844942
      1.60116      5.85829      1.34842
      1.77577      6.60466      2.80481
      1.77577      6.60466      2.80481
      1.77577      6.60466      2.80481
      3.05911      5.15822      3.52751
       4.2207       4.0802       4.0238
      3.53975      4.19423       4.6354
      2.64367      3.41771      3.38388
      2.64367      3.41771      3.38388
      2.16233      2.34864      4.34668
      2.20251     0.900017      5.81856
      1.12098      1.88654      5.47819
      2.57067      2.32273      4.54251
      2.57067      2.32273      4.54251
      1.38891      2.05455      5.90208
   -0.0766462      1.62522      5.35573
     -1.40791      1.38195       4.4534
     -1.45785   -0.0730676      3.59534
    -0.380383       1.2716       3.2329
     0.221637     0.949933      3.70553
     0.559281      2.14712      5.14061
      1.05015      2.27562       5.2112
       2.1091      2.63749      4.89453
      1.45022      2.28938       4.4155
     0.199643      1.98405      3.54038
     -1.22579     0.831773       4.3067
     -1.22579     0.831773       4.3067
    -0.181583      1.82129       4.6216
     -0.72353      1.51348       5.2868
     -1.12806     0.025039      4.94449
     -2.06613     0.801913      4.15514
     -2.06613     0.801913      4.15514
     -2.06613     0.801913      4.15514
     -2.06613     0.801913      4.15514
     -2.06613     0.801913      4.15514
     -1.67987      1.82332      5.59401
     -1.67987      1.82332      5.59401
     -1.67987      1.82332      5.59401
     -1.67987      1.82332      5.59401
     -1.97443      0.65804      4.22553
     -1.97443      0.65804      4.22553
     -1.56742      0.17013      2.88657
     -1.56742      0.17013      2.88657
     -1.78109     0.161708      2.69652
     -1.54218      1.53688      3.39302
     -1.44598      1.56231      2.06254
    -0.586244     0.337565      3.19462
    -0.586244     0.337565      3.19462
    0.0922636      1.45992      3.13866
    -0.581953      1.36124      3.59682
    -0.581953      1.36124      3.59682
     0.708131    0.0821584      3.81851
      1.79305      1.30913      2.94248
      2.08171       1.2782      1.62283
      1.08594      2.55669      2.73064
      1.08594      2.55669      2.73064
      1.08594      2.55669      2.73064
      1.84654      2.01461      2.21893
      1.84654      2.01461      2.21893
     0.993069      2.40882      2.76271
     0.184665      1.56842      2.30684
    -0.495943      1.22229        1.222
    -0.130873      1.40956      2.49439
    -0.130873      1.40956      2.49439
     0.301337         1.01      3.92604
     0.321616      1.23068      2.63454
     0.740963     0.642621      2.70867
    -0.689856     0.236746       1.8115
    -0.484883    -0.724492      2.20675
    -0.484883    -0.724492      2.20675
    -0.484883    -0.724492      2.20675
    -0.484883    -0.724492      2.20675
    -0.576429     -1.44729      0.89357
    -0.576429     -1.44729      0.89357
    -0.454575    -0.705997      1.23257
     -1.51199   -0.0973241       2.4286
    -0.707128     0.008069      2.21425
   -0.0923707     -1.03625      3.05005
      1.10903     -1.22135      1.94338
    -0.209528     -1.18684      2.78812
     -1.33977     -1.22035      3.08399
     -2.07575   -0.0410753      3.72875
     -2.28369    -0.478054      3.10986
    -0.809641     -1.46601      3.84736
    -0.155124    -0.336154      4.80883
    -0.155124    -0.336154      4.80883
    -0.390142   -0.0100454       5.1947
    -0.583905      1.27324      4.34013
     0.632462      1.86985       4.5058
     0.860711      1.88677      5.38199
     0.860711      1.88677      5.38199
      0.15153     0.405708      5.41957
      -1.1779     0.870165      6.20165
    0.0168621    -0.379122      5.67691
    0.0168621    -0.379122      5.67691
     0.352471     -1.05034      4.63317
      1.77198   -0.0718501      4.37779
     0.604001     -1.06973      3.26861
   -0.0443317     0.269849      4.45266
     0.938106     0.382152       3.1675
     0.938106     0.382152       3.1675
     0.938106     0.382152       3.1675
