#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.005228    0.005228           0
           2    0.003766    0.004497 0.000516895
           3    -3.8e-05  0.00298533  0.00128147
           4   -0.008872     2.1e-05   0.0027412
           5   -0.001984    -0.00038   0.0022221
           6    -0.00694 -0.00147333   0.0021036
           7     0.00303    -0.00083  0.00189891
           8    0.011936  0.00076575  0.00223357
           9    0.008348  0.00160822  0.00213839
          10    -0.00536   0.0009114  0.00203492
          11   -0.009992-7.98182e-05  0.00207736
          12    0.004614 0.000311333  0.00194072
          13    0.008042    0.000906  0.00188034
          14    0.013314  0.00179229  0.00194371
          15   -0.003106  0.00146573  0.00184136
          16    0.008042  0.00187675  0.00177155
          17   -0.006736  0.00137012  0.00173828
          18    0.003124  0.00146756  0.00164443
          19    -4.2e-05  0.00138811   0.0015598
          20    -0.00092   0.0012727  0.00148608
