#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.95067     2.95067           0
           2     2.97454     2.96261   0.0084378
           3     2.89172     2.93898   0.0200971
           4     2.96337     2.94507    0.015971
           5      3.0149     2.95904   0.0178677
           6     3.02919     2.97073   0.0183198
           7     3.10981      2.9906   0.0241859
           8      3.0686     3.00035   0.0230443
           9     2.96621     2.99656   0.0207938
          10      2.8643     2.98333    0.022531
          11     2.94614     2.97995   0.0207348
          12     3.01191     2.98261   0.0191772
          13     2.84965     2.97239   0.0202467
          14     2.96908     2.97215   0.0188019
          15     2.98488       2.973   0.0175676
          16     2.89792      2.9683   0.0170848
          17     3.01016     2.97077   0.0162562
          18     2.99651      2.9722   0.0154159
          19      2.8319     2.96481   0.0162772
          20      2.9157     2.96236   0.0156475
