#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.047434    0.047434           0
           2    0.045962    0.046698 0.000520431
           3      0.0492    0.047532 0.000764252
           4    0.041506   0.0460255  0.00142503
           5    0.045366   0.0458936  0.00114611
           6    0.036788    0.044376  0.00168269
           7    0.040474   0.0438186  0.00153186
           8    0.053826   0.0450695  0.00177928
           9     0.04982   0.0455973  0.00165803
          10    0.040978   0.0451354  0.00155524
          11    0.033676   0.0440936  0.00172789
          12    0.039844   0.0437395  0.00161978
          13     0.04889   0.0441357  0.00154288
          14     0.05241   0.0447267  0.00154172
          15     0.03419   0.0440243  0.00159094
          16    0.053382   0.0446091  0.00159539
          17    0.045574   0.0446659  0.00150255
          18    0.046888   0.0447893  0.00142414
          19    0.044646   0.0447818   0.0013492
          20    0.035922   0.0443388  0.00135251
