#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      2.1906      2.1906           0
           2     2.18685     2.18873  0.00132583
           3     2.19563     2.19103  0.00207494
           4     2.19816     2.19281  0.00219286
           5      2.2793     2.21011   0.0155713
           6     2.16163     2.20203   0.0149259
           7     2.26855     2.21153   0.0155266
           8     2.22281     2.21294   0.0136496
           9     2.24822     2.21686   0.0126834
          10     2.23395     2.21857   0.0115296
          11     2.17196     2.21433    0.011233
          12     2.25172     2.21745   0.0107203
          13     2.17842     2.21445   0.0103075
          14     2.23821     2.21614  0.00971003
          15     2.19258     2.21457  0.00918892
          16     2.15671     2.21096  0.00929913
          17     2.24451     2.21293   0.0089591
          18     2.23705     2.21427  0.00856096
          19     2.13205     2.20994   0.0091388
          20     2.20392     2.20964  0.00868682
