#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.770639   -0.770639           0
           2   -0.765817   -0.768228  0.00170469
           3   -0.768302   -0.768253  0.00113664
           4   -0.766452   -0.767803 0.000937465
           5   -0.768307   -0.767903 0.000755375
           6   -0.766869   -0.767731 0.000648856
           7   -0.767719   -0.767729 0.000556164
           8   -0.767544   -0.767706 0.000487126
           9   -0.764355   -0.767334 0.000557395
          10   -0.765788   -0.767179 0.000522661
          11   -0.767969   -0.767251 0.000480057
          12   -0.769241   -0.767417 0.000467831
          13   -0.767387   -0.767415  0.00043185
          14   -0.771829    -0.76773 0.000503133
          15   -0.767146   -0.767691 0.000471094
          16   -0.767111   -0.767655 0.000443043
          17   -0.764224   -0.767453 0.000460664
          18   -0.767202   -0.767439 0.000435282
          19   -0.768609   -0.767501 0.000416708
          20   -0.765633   -0.767407 0.000406199
