#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.15695     0.15695           0
           2     0.15787     0.15741 0.000325269
           3    0.169522    0.161447  0.00330359
           4    0.115576     0.14998   0.0102358
           5    0.125138    0.145011  0.00931673
           6     0.16285    0.147984  0.00822466
           7    0.131528    0.145633  0.00737805
           8      0.1952    0.151829  0.00867565
           9    0.145174     0.15109  0.00774314
          10     0.14278    0.150259  0.00701328
          11    0.134666    0.148841  0.00651739
          12    0.155672    0.149411  0.00599908
          13    0.165932    0.150681  0.00567063
          14    0.162668    0.151538  0.00532983
          15    0.140296    0.150788  0.00502692
          16    0.136348    0.149886  0.00479307
          17    0.126984    0.148538  0.00469663
          18    0.140508    0.148092  0.00445684
          19    0.133866    0.147344  0.00428471
          20    0.134656    0.146709  0.00411717
