#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     8.61035     8.61035           0
           2     8.07252     8.34144    0.190149
           3     8.64486     8.44258    0.151292
           4     7.68459     8.25308    0.199517
           5     7.93292     8.18905    0.169578
           6     8.47975      8.2375    0.148074
           7     7.90354     8.18979    0.134387
           8     9.06725     8.29947    0.156056
           9     7.95388     8.26107    0.143363
          10     7.60841     8.19581    0.143114
          11     8.29778     8.20508    0.130404
          12      8.9835     8.26994    0.134708
          13     7.72925     8.22835    0.130609
          14     8.72938     8.26414    0.126088
          15     8.06746     8.25103    0.118362
          16     8.07439     8.23999    0.111478
          17     7.85302     8.21723    0.107219
          18     7.97808     8.20394    0.102082
          19     8.17586     8.20246   0.0967202
          20     7.47193     8.16594   0.0985403
