#      	CITY:			X:     		 Y:
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14     -0.98434     0.176281
           15    -0.488159     0.872755
           16     0.490951     0.871187
           17     0.067379     0.997727
           18     0.162934    -0.986637
           19    -0.127518    -0.991836
           20    -0.958776    -0.284163
           21    -0.866511    -0.499159
           22    -0.874885     -0.48433
           23    -0.278816    -0.960344
           24    -0.556778    -0.830661
           25     0.029236    -0.999573
           26    -0.899859    -0.436181
           27    -0.898197    -0.439593
           28    -0.991421     0.130705
           29     -0.99935    0.0360596
           30     -0.69137     0.722501
           31      0.34881     0.937194
           32     0.857503     0.514478
           33    -0.182645     0.983179
           34     0.482205     0.876058
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14     -0.98434     0.176281
           15    -0.488159     0.872755
           16     0.490951     0.871187
           17     0.067379     0.997727
           18     0.029236    -0.999573
           19    -0.127518    -0.991836
           20    -0.278816    -0.960344
           21     0.162934    -0.986637
           22    -0.874885     -0.48433
           23    -0.556778    -0.830661
           24    -0.958776    -0.284163
           25    -0.899859    -0.436181
           26    -0.866511    -0.499159
           27    -0.898197    -0.439593
           28    -0.991421     0.130705
           29     -0.99935    0.0360596
           30     -0.69137     0.722501
           31      0.34881     0.937194
           32     0.857503     0.514478
           33    -0.182645     0.983179
           34     0.482205     0.876058
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14    -0.488159     0.872755
           15     0.490951     0.871187
           16     0.067379     0.997727
           17     -0.98434     0.176281
           18    -0.958776    -0.284163
           19    -0.866511    -0.499159
           20    -0.556778    -0.830661
           21    -0.874885     -0.48433
           22    -0.278816    -0.960344
           23    -0.127518    -0.991836
           24     0.162934    -0.986637
           25     0.029236    -0.999573
           26    -0.899859    -0.436181
           27    -0.898197    -0.439593
           28    -0.991421     0.130705
           29     -0.99935    0.0360596
           30     -0.69137     0.722501
           31      0.34881     0.937194
           32     0.857503     0.514478
           33    -0.182645     0.983179
           34     0.482205     0.876058
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14    -0.488159     0.872755
           15     0.490951     0.871187
           16     0.067379     0.997727
           17     -0.98434     0.176281
           18    -0.958776    -0.284163
           19    -0.866511    -0.499159
           20    -0.556778    -0.830661
           21    -0.874885     -0.48433
           22    -0.278816    -0.960344
           23    -0.127518    -0.991836
           24     0.162934    -0.986637
           25     0.029236    -0.999573
           26    -0.899859    -0.436181
           27    -0.898197    -0.439593
           28    -0.991421     0.130705
           29     -0.99935    0.0360596
           30     -0.69137     0.722501
           31      0.34881     0.937194
           32     0.482205     0.876058
           33    -0.182645     0.983179
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11    -0.861008    -0.508592
           12     -0.98968     0.143298
           13    -0.999094    0.0425475
           14    -0.488159     0.872755
           15     0.490951     0.871187
           16     0.067379     0.997727
           17     -0.98434     0.176281
           18    -0.958776    -0.284163
           19    -0.866511    -0.499159
           20    -0.556778    -0.830661
           21    -0.874885     -0.48433
           22    -0.278816    -0.960344
           23    -0.127518    -0.991836
           24     0.162934    -0.986637
           25     0.029236    -0.999573
           26    -0.899859    -0.436181
           27    -0.898197    -0.439593
           28    -0.991421     0.130705
           29     -0.99935    0.0360596
           30     -0.69137     0.722501
           31      0.34881     0.937194
           32     0.857503     0.514478
           33    -0.182645     0.983179
           34     0.482205     0.876058
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14     0.029236    -0.999573
           15    -0.127518    -0.991836
           16    -0.278816    -0.960344
           17     0.162934    -0.986637
           18    -0.874885     -0.48433
           19    -0.556778    -0.830661
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     0.490951     0.871187
           29     0.067379     0.997727
           30     -0.69137     0.722501
           31      0.34881     0.937194
           32    -0.182645     0.983179
           33     0.857503     0.514478
           34     0.482205     0.876058
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14    -0.278816    -0.960344
           15    -0.127518    -0.991836
           16     0.162934    -0.986637
           17     0.029236    -0.999573
           18    -0.874885     -0.48433
           19    -0.556778    -0.830661
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     0.490951     0.871187
           29     0.067379     0.997727
           30     -0.69137     0.722501
           31      0.34881     0.937194
           32    -0.182645     0.983179
           33     0.857503     0.514478
           34     0.482205     0.876058
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14     0.029236    -0.999573
           15    -0.127518    -0.991836
           16    -0.278816    -0.960344
           17     0.162934    -0.986637
           18    -0.874885     -0.48433
           19    -0.556778    -0.830661
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     0.490951     0.871187
           29     0.067379     0.997727
           30     -0.69137     0.722501
           31    -0.182645     0.983179
           32      0.34881     0.937194
           33     0.482205     0.876058
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14    -0.556778    -0.830661
           15    -0.874885     -0.48433
           16    -0.278816    -0.960344
           17    -0.127518    -0.991836
           18     0.162934    -0.986637
           19     0.029236    -0.999573
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     0.490951     0.871187
           29     0.067379     0.997727
           30     -0.69137     0.722501
           31    -0.182645     0.983179
           32      0.34881     0.937194
           33     0.482205     0.876058
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14    -0.874885     -0.48433
           15    -0.556778    -0.830661
           16    -0.278816    -0.960344
           17    -0.127518    -0.991836
           18     0.162934    -0.986637
           19     0.029236    -0.999573
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     0.067379     0.997727
           29     -0.69137     0.722501
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.857503     0.514478
           34     0.490951     0.871187
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10    -0.742544    -0.669797
           11     -0.98968     0.143298
           12    -0.999094    0.0425475
           13    -0.861008    -0.508592
           14    -0.556778    -0.830661
           15     0.029236    -0.999573
           16    -0.127518    -0.991836
           17     0.162934    -0.986637
           18    -0.278816    -0.960344
           19    -0.874885     -0.48433
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     0.067379     0.997727
           29     -0.69137     0.722501
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.857503     0.514478
           34     0.490951     0.871187
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12    -0.278816    -0.960344
           13     0.162934    -0.986637
           14    -0.742544    -0.669797
           15     -0.98968     0.143298
           16    -0.999094    0.0425475
           17    -0.861008    -0.508592
           18    -0.874885     -0.48433
           19    -0.556778    -0.830661
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     0.067379     0.997727
           29     -0.69137     0.722501
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.857503     0.514478
           34     0.490951     0.871187
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12    -0.278816    -0.960344
           13     0.162934    -0.986637
           14    -0.742544    -0.669797
           15     -0.98968     0.143298
           16    -0.999094    0.0425475
           17    -0.861008    -0.508592
           18    -0.874885     -0.48433
           19    -0.556778    -0.830661
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.857503     0.514478
           34     0.490951     0.871187
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12    -0.278816    -0.960344
           13     0.162934    -0.986637
           14    -0.742544    -0.669797
           15     -0.98968     0.143298
           16    -0.999094    0.0425475
           17    -0.861008    -0.508592
           18    -0.874885     -0.48433
           19    -0.556778    -0.830661
           20    -0.958776    -0.284163
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.490951     0.871187
           33     0.482205     0.876058
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12    -0.278816    -0.960344
           13     0.162934    -0.986637
           14    -0.742544    -0.669797
           15    -0.861008    -0.508592
           16     -0.98968     0.143298
           17    -0.999094    0.0425475
           18    -0.958776    -0.284163
           19    -0.874885     -0.48433
           20    -0.556778    -0.830661
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.857503     0.514478
           34     0.490951     0.871187
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12    -0.278816    -0.960344
           13     0.162934    -0.986637
           14    -0.742544    -0.669797
           15    -0.861008    -0.508592
           16     -0.98968     0.143298
           17    -0.999094    0.0425475
           18    -0.958776    -0.284163
           19    -0.874885     -0.48433
           20    -0.556778    -0.830661
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.490951     0.871187
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12    -0.278816    -0.960344
           13     0.162934    -0.986637
           14    -0.742544    -0.669797
           15    -0.861008    -0.508592
           16     -0.98968     0.143298
           17    -0.999094    0.0425475
           18    -0.958776    -0.284163
           19    -0.874885     -0.48433
           20    -0.556778    -0.830661
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.490951     0.871187
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12    -0.278816    -0.960344
           13     0.162934    -0.986637
           14    -0.742544    -0.669797
           15    -0.861008    -0.508592
           16     -0.98968     0.143298
           17    -0.999094    0.0425475
           18    -0.958776    -0.284163
           19    -0.874885     -0.48433
           20    -0.556778    -0.830661
           21    -0.866511    -0.499159
           22    -0.899859    -0.436181
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.490951     0.871187
           33     0.482205     0.876058
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12     0.162934    -0.986637
           13    -0.278816    -0.960344
           14    -0.742544    -0.669797
           15    -0.861008    -0.508592
           16     -0.98968     0.143298
           17    -0.999094    0.0425475
           18    -0.958776    -0.284163
           19    -0.874885     -0.48433
           20    -0.556778    -0.830661
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.490951     0.871187
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12     0.162934    -0.986637
           13    -0.278816    -0.960344
           14    -0.742544    -0.669797
           15    -0.861008    -0.508592
           16     -0.98968     0.143298
           17    -0.999094    0.0425475
           18    -0.958776    -0.284163
           19    -0.874885     -0.48433
           20    -0.556778    -0.830661
           21    -0.899859    -0.436181
           22    -0.866511    -0.499159
           23    -0.898197    -0.439593
           24    -0.991421     0.130705
           25     -0.99935    0.0360596
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.482205     0.876058
           33     0.490951     0.871187
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4     0.918643     0.395088
            5     0.991194     0.132421
            6     0.994097     0.108496
            7     0.828785    -0.559567
            8     0.517489     -0.85569
            9    0.0379884    -0.999278
           10     0.029236    -0.999573
           11    -0.127518    -0.991836
           12     0.162934    -0.986637
           13    -0.278816    -0.960344
           14    -0.742544    -0.669797
           15    -0.861008    -0.508592
           16     -0.98968     0.143298
           17    -0.999094    0.0425475
           18    -0.958776    -0.284163
           19    -0.874885     -0.48433
           20    -0.556778    -0.830661
           21    -0.866511    -0.499159
           22    -0.899859    -0.436181
           23    -0.898197    -0.439593
           24     -0.99935    0.0360596
           25    -0.991421     0.130705
           26     -0.98434     0.176281
           27    -0.488159     0.872755
           28     -0.69137     0.722501
           29     0.067379     0.997727
           30    -0.182645     0.983179
           31      0.34881     0.937194
           32     0.490951     0.871187
           33     0.482205     0.876058
           34     0.857503     0.514478
            1     0.717473     0.696586
            2     0.105631     0.994405
            3   -0.0495759      0.99877
            4    -0.182645     0.983179
            5     0.067379     0.997727
            6     -0.69137     0.722501
            7    -0.488159     0.872755
            8     -0.98434     0.176281
            9     -0.99935    0.0360596
           10    -0.991421     0.130705
           11    -0.898197    -0.439593
           12    -0.899859    -0.436181
           13    -0.866511    -0.499159
           14    -0.556778    -0.830661
           15    -0.874885     -0.48433
           16    -0.958776    -0.284163
           17    -0.999094    0.0425475
           18     -0.98968     0.143298
           19    -0.861008    -0.508592
           20    -0.742544    -0.669797
           21    -0.278816    -0.960344
           22     0.162934    -0.986637
           23    -0.127518    -0.991836
           24     0.029236    -0.999573
           25    0.0379884    -0.999278
           26     0.517489     -0.85569
           27     0.828785    -0.559567
           28     0.994097     0.108496
           29     0.991194     0.132421
           30     0.918643     0.395088
           31      0.34881     0.937194
           32     0.490951     0.871187
           33     0.482205     0.876058
           34     0.857503     0.514478
