#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.001848   -0.001848           0
           2   -0.006898   -0.004373  0.00178544
           3    0.006342-0.000801333  0.00314982
           4   -0.008732   -0.002784  0.00292044
           5   -0.003056  -0.0028384  0.00233686
           6   -0.004592 -0.00313067  0.00196557
           7     0.01787-0.000130571  0.00324858
           8    0.009628  0.00108925  0.00306297
           9   -0.005934 0.000308889   0.0028203
          10    0.006756   0.0009536  0.00261092
          11    0.005342  0.00135255  0.00240385
          12     0.01064   0.0021265  0.00232478
          13    -0.00956  0.00122754  0.00231324
          14     0.00097  0.00120914  0.00214808
          15    0.001742  0.00124467  0.00200517
          16    0.004012  0.00141763  0.00188729
          17     0.01036  0.00194365  0.00184813
          18   -0.005368  0.00153744  0.00178954
          19    0.002498    0.001588  0.00169607
          20    0.008314   0.0019243  0.00164427
