#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     32.9014     32.9014           0
           2     32.3953     32.6483    0.178932
           3     35.0187     33.4385    0.656068
           4      32.616     33.2329    0.523278
           5     31.1348     32.8132    0.562233
           6     33.8011     32.9779    0.492043
           7     30.4922     32.6228     0.53475
           8     31.7003     32.5075    0.480176
           9     31.9636      32.447    0.430609
          10     31.4241     32.3447    0.399513
          11     32.6177     32.3696    0.363964
          12     32.1605     32.3521     0.33405
          13     30.9003     32.2405    0.326489
          14      31.387     32.1795    0.308807
          15     33.0295     32.2362    0.293373
          16     34.7805     32.3952    0.315203
          17     31.6011     32.3485    0.300103
          18     28.5924     32.1398    0.348506
          19     28.9814     31.9736    0.367677
          20     30.7508     31.9124     0.35434
