#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.45826     0.45826           0
           2    0.469318    0.463789  0.00390959
           3    0.498138    0.475239  0.00970515
           4    0.455734    0.470363  0.00841514
           5    0.461936    0.468677   0.0068988
           6    0.464738    0.468021  0.00578016
           7    0.455976      0.4663  0.00520423
           8    0.496824    0.470116  0.00578572
           9     0.43011     0.46567  0.00663416
          10    0.388136    0.457917  0.00947387
          11     0.46416    0.458485  0.00862959
          12    0.493704     0.46142  0.00839473
          13     0.45093    0.460613  0.00778766
          14    0.456508    0.460319  0.00723692
          15     0.43502    0.458633  0.00694822
          16    0.397816    0.454832  0.00748175
          17    0.396882    0.451423  0.00777954
          18    0.408014    0.449011  0.00771208
          19    0.387886    0.445794  0.00794893
          20    0.428544    0.444932  0.00759813
