#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.585859   -0.585859           0
           2   -0.582443   -0.584151  0.00120767
           3   -0.585101   -0.584468 0.000845552
           4   -0.584492   -0.584474 0.000634185
           5   -0.585207    -0.58462 0.000524025
           6   -0.582899   -0.584333 0.000509189
           7   -0.585407   -0.584487 0.000458969
           8   -0.583912   -0.584415 0.000407189
           9   -0.583535   -0.584317 0.000373493
          10   -0.582685   -0.584154  0.00037008
          11   -0.584437    -0.58418 0.000337332
          12   -0.586522   -0.584375 0.000361298
          13   -0.584457   -0.584381  0.00033356
          14   -0.581822   -0.584198 0.000356338
          15   -0.581886   -0.584044 0.000364407
          16   -0.586629   -0.584206 0.000375741
          17   -0.583853   -0.584185 0.000354211
          18    -0.58459   -0.584208 0.000335245
          19    -0.58473   -0.584235 0.000318728
          20   -0.581618   -0.584104 0.000328552
