#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.55723     2.55723           0
           2     2.60374     2.58048   0.0164416
           3     2.50665     2.55587   0.0228906
           4     2.53729     2.55123   0.0176333
           5     2.63164     2.56731   0.0201476
           6     2.57721     2.56896    0.016857
           7     2.68655     2.58576   0.0212284
           8     2.61634     2.58958    0.018916
           9     2.62673     2.59371   0.0172588
          10     2.54322     2.58866   0.0162546
          11     2.51204     2.58169   0.0162007
          12     2.59762     2.58302   0.0149049
          13     2.47751      2.5749   0.0158143
          14     2.60099     2.57677    0.014794
          15     2.54438     2.57461   0.0139645
          16     2.56578     2.57406   0.0131026
          17     2.65419     2.57877   0.0131525
          18      2.6362     2.58196   0.0128029
          19     2.44924     2.57498   0.0139047
          20     2.56318     2.57439    0.013222
