#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1        4.84        4.84           0
           2        5.76         5.3    0.325269
           3        0.64     3.74667      1.2867
           4        0.04        2.82     1.25511
           5        0.04       2.264     1.12049
           6        0.16     1.91333    0.987091
           7        0.04     1.64571     0.88161
           8        0.04       1.445    0.793928
           9        0.64     1.35556    0.710734
          10        1.96       1.416    0.642226
          11        0.64     1.34545    0.587704
          12        0.16     1.24667    0.546968
          13        0.16     1.16308    0.511241
          14        0.64     1.12571    0.476087
          15        1.44     1.14667    0.444809
          16        0.16       1.085    0.421261
          17        0.16     1.03059     0.39998
          18        3.24     1.15333    0.396145
          19        1.96     1.19579    0.377563
          20        1.96       1.234    0.360614
          21        0.36     1.19238    0.345835
          22        0.16     1.14545    0.333284
          23        3.24     1.23652    0.331001
          24        0.36         1.2    0.319218
          25        0.04      1.1536    0.309803
          26        0.64     1.13385    0.298517
          27           0     1.09185    0.290399
          28        0.64     1.07571    0.280476
          29           0     1.03862    0.273246
          30        0.16     1.00933    0.265703
          31        0.16    0.981935     0.25854
          32           0     0.95125    0.252275
          33           1    0.952727    0.244635
          34        1.44    0.967059    0.237859
          35        1.96    0.995429    0.232749
          36        0.04    0.968889    0.227792
          37        0.16    0.947027    0.222682
          38           0    0.922105    0.218212
          39        0.04    0.899487    0.213786
          40           1       0.902    0.208456
          41           0        0.88    0.204529
          42        0.04        0.86    0.200635
          43           1    0.863256    0.195996
          44        0.64    0.858182    0.191607
          45           0    0.839111    0.188295
          46        1.96    0.863478    0.185772
          47        3.24    0.914043    0.188575
          48        3.24      0.9625    0.190771
          49        1.44    0.972245    0.187127
          50        0.04      0.9536    0.184311
          51        0.36    0.941961    0.181064
          52           0    0.923846    0.178486
          53        4.84    0.997736    0.189797
          54        0.16    0.982222    0.186915
          55        0.64       0.976     0.18362
          56        0.64        0.97     0.18044
          57        0.36    0.959298    0.177591
          58           0    0.942759    0.175298
          59        2.56    0.970169    0.174456
          60        0.16    0.956667    0.172071
          61           1    0.957377    0.169251
          62        0.16    0.944516    0.167009
          63           0    0.929524     0.16503
          64        0.04    0.915625    0.163035
          65        0.64    0.911385    0.160582
          66        0.16         0.9    0.158552
          67           0    0.886567    0.156754
          68           0    0.873529     0.15499
          69        1.44    0.881739    0.152961
          70           1    0.883429    0.150785
          71        0.04    0.871549    0.149129
          72        0.04        0.86    0.147504
          73        0.16    0.850411    0.145795
          74           4    0.892973    0.149908
          75        6.76      0.9712    0.167078
          76        6.76     1.04737    0.181413
          77        1.96     1.05922    0.179444
          78        0.64     1.05385    0.177224
          79        1.44     1.05873    0.175048
          80        0.64      1.0535    0.172938
          81        5.76      1.1116      0.1803
          82        4.84     1.15707    0.183745
          83        0.04     1.14361    0.182023
          84        0.64     1.13762    0.179955
          85        2.56     1.15435    0.178614
          86           0     1.14093    0.177041
          87        0.36     1.13195    0.175233
          88        0.36     1.12318    0.173462
          89        0.36     1.11461    0.171724
          90        1.44     1.11822    0.169854
          91        0.16     1.10769    0.168314
          92        1.44      1.1113    0.166523
          93        0.16     1.10108    0.165047
          94           0     1.08936    0.163706
          95           1     1.08842    0.161985
          96        1.44     1.09208    0.160339
          97           4     1.12206    0.161465
          98           1     1.12082    0.159822
          99        7.84     1.18869    0.172016
         100        4.84      1.2252    0.174128
         101        0.16     1.21465    0.172723
         102        0.16     1.20431    0.171339
         103        0.16     1.19417    0.169975
         104        2.56     1.20731    0.168847
         105        0.04     1.19619    0.167605
         106        0.64     1.19094    0.166106
         107           1     1.18916    0.164563
         108        1.96      1.1963    0.163194
         109           1      1.1945    0.161707
         110        0.04       1.184    0.160577
         111        0.16     1.17477    0.159395
         112        0.04     1.16464    0.158293
         113        1.44     1.16708    0.156911
         114        0.16     1.15825    0.155783
         115           1     1.15687    0.154435
         116        1.44     1.15931    0.153123
         117        2.56     1.17128    0.152281
         118        3.24     1.18881    0.151997
         119        0.36     1.18185    0.150879
         120           0       1.172    0.149943
         121        0.04     1.16264    0.148995
         122           0     1.15311    0.148078
         123        0.36     1.14667    0.147015
         124        0.36     1.14032    0.145966
         125        0.04     1.13152    0.145063
         126        1.96      1.1381    0.144061
         127           1     1.13701    0.142931
         128        0.64     1.13312    0.141867
         129        0.64      1.1293    0.140819
         130        0.64     1.12554    0.139786
         131        1.96     1.13191    0.138864
         132        1.44     1.13424    0.137831
         133        0.36     1.12842    0.136918
         134        1.44     1.13075    0.135916
         135           1     1.12978    0.134912
         136           0     1.12147    0.134176
         137        0.16     1.11445     0.13338
         138        2.56     1.12493    0.132824
         139        0.04     1.11712    0.132098
         140        0.36     1.11171    0.131265
         141        0.04     1.10411    0.130554
         142        0.16     1.09746    0.129804
         143        0.36     1.09231    0.128998
         144        0.36     1.08722    0.128203
         145           0     1.07972    0.127538
         146           0     1.07233    0.126878
         147        0.36     1.06748    0.126108
         148        0.04     1.06054    0.125446
         149        0.36     1.05584    0.124693
         150        0.16     1.04987    0.124004
         151        0.04     1.04318    0.123363
         152        0.16     1.03737    0.122688
         153        0.36     1.03294    0.121966
         154           1     1.03273    0.121175
         155           0     1.02606    0.120576
         156        1.44     1.02872    0.119832
         157        0.04     1.02242    0.119234
         158        1.96     1.02835    0.118627
         159           4     1.04704    0.119344
         160           4      1.0655    0.120017
         161        4.84     1.08894     0.12154
         162        1.96     1.09432    0.120908
         163        1.44     1.09644    0.120185
         164        0.64     1.09366    0.119485
         165           4     1.11127    0.120052
         166        2.56        1.12    0.119645
         167           1     1.11928    0.118931
         168        0.64     1.11643    0.118257
         169        0.04     1.11006    0.117729
