#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.463101   -0.463101           0
           2   -0.459721   -0.461411   0.0011949
           3   -0.463512   -0.462111 0.000980534
           4    -0.46327   -0.462401 0.000777009
           5   -0.464451   -0.462811 0.000721716
           6   -0.462245   -0.462716 0.000607565
           7   -0.462356   -0.462665 0.000522949
           8   -0.462952   -0.462701  0.00045881
           9   -0.463281   -0.462765 0.000412342
          10   -0.462085   -0.462697 0.000376685
          11   -0.461716   -0.462608  0.00035285
          12   -0.464978   -0.462805 0.000374669
          13   -0.465285   -0.462996 0.000391385
          14    -0.46176   -0.462908 0.000373257
          15   -0.461709   -0.462828 0.000356829
          16   -0.464232   -0.462916 0.000345149
          17   -0.462182   -0.462873 0.000327534
          18    -0.46272   -0.462864 0.000309447
          19   -0.463717   -0.462909 0.000296395
          20    -0.46216   -0.462871 0.000283933
