#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.37235     1.37235           0
           2     1.35534     1.36384  0.00601324
           3     1.37563     1.36777  0.00513491
           4     1.33997     1.36082  0.00714589
           5     1.33202     1.35506   0.0076963
           6     1.35174     1.35451  0.00643347
           7     1.36362     1.35581  0.00564459
           8     1.36447     1.35689  0.00504183
           9     1.39381     1.36099  0.00591937
          10     1.35767     1.36066  0.00533678
          11     1.36426     1.36099  0.00486161
          12     1.38225     1.36276  0.00476857
          13     1.32868     1.36014   0.0050714
          14     1.37471     1.36118  0.00481476
          15     1.35534     1.36079  0.00450948
          16     1.38133     1.36207  0.00440666
          17     1.37482     1.36282  0.00421071
          18     1.41295     1.36561   0.0048102
          19     1.34172     1.36435  0.00471853
          20     1.36309     1.36429  0.00448302
