#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
         371       10.24     1.09542   0.0836424
         372           4     1.10323   0.0837812
         373        0.64     1.10198   0.0835658
         374        0.16     1.09947   0.0833803
         375        0.64     1.09824    0.083167
         376           1     1.09798   0.0829462
         377        0.64     1.09676   0.0827351
         378        1.96     1.09905   0.0825477
         379        2.56      1.1029   0.0824199
         380        0.36     1.10095   0.0822261
         381        0.36       1.099   0.0820333
         382        2.56     1.10283   0.0819077
         383        3.24     1.10841   0.0818837
         384        3.24     1.11396   0.0818584
         385        6.76     1.12862    0.082949
         386        0.16     1.12611    0.082772
         387        3.24     1.13158   0.0827382
         388        3.24     1.13701   0.0827032
         389        3.24     1.14242   0.0826671
         390        0.64     1.14113   0.0824652
         391        0.04     1.13831   0.0823024
         392        0.16     1.13582   0.0821302
         393           1     1.13547    0.081922
         394        0.36      1.1335   0.0817377
         395        1.44     1.13428   0.0815344
         396        0.16     1.13182   0.0813657
         397        0.04     1.12907   0.0812072
         398           1     1.12874   0.0810038
         399           1     1.12842   0.0808014
         400        0.64      1.1272   0.0806086
         401        0.04     1.12449   0.0804532
         402        1.44     1.12527   0.0802569
         403        1.96     1.12734   0.0800845
         404        1.44     1.12812     0.07989
         405        0.64     1.12691   0.0797018
         406           1      1.1266   0.0795061
         407        0.16     1.12423   0.0793462
         408           1     1.12392   0.0791523
         409        2.56     1.12743   0.0790366
         410        0.36     1.12556    0.078866
         411        0.36      1.1237   0.0786961
         412        0.04     1.12107   0.0785491
         413           4     1.12804   0.0786676
         414        7.84     1.14425   0.0801307
         415        6.76     1.15778   0.0810722
         416           4     1.16462   0.0811647
         417        2.56     1.16796    0.081039
         418        1.96     1.16986   0.0808673
         419        0.04     1.16716   0.0807192
         420        0.64      1.1659   0.0805368
         421        0.16     1.16352   0.0803809
         422           1     1.16313   0.0801914
         423        1.96     1.16501   0.0800239
         424        1.96     1.16689   0.0798572
         425        2.56     1.17016   0.0797365
         426        1.96     1.17202   0.0795709
         427           0     1.16927   0.0794319
         428           0     1.16654   0.0792932
         429        0.64     1.16531   0.0791179
         430        0.36     1.16344   0.0789561
         431        1.44     1.16408   0.0787755
         432        1.96     1.16593   0.0786147
         433        0.16      1.1636   0.0784674
         434        0.04     1.16101   0.0783293
         435        1.44     1.16166   0.0781519
         436        1.44     1.16229   0.0779753
         437           1     1.16192   0.0777977
         438        0.64     1.16073   0.0776292
         439           1     1.16036   0.0774532
         440        1.96     1.16218   0.0772985
         441           4     1.16862   0.0773906
         442           4     1.17502   0.0774802
         443        3.24     1.17968   0.0774454
         444        0.16     1.17739    0.077305
         445        0.04     1.17483   0.0771735
         446        0.04     1.17229   0.0770424
         447        0.16     1.17002   0.0769034
         448        0.16     1.16777   0.0767647
         449        1.96     1.16953   0.0766141
         450        0.64     1.16836   0.0764528
         451        1.44     1.16896   0.0762857
         452        0.16     1.16673   0.0761496
         453        0.16      1.1645   0.0760139
         454        0.04     1.16203   0.0758868
         455        0.64     1.16088   0.0757287
         456        0.16     1.15868   0.0755944
         457        0.04     1.15624   0.0754686
         458        2.56      1.1593   0.0753661
         459        2.56     1.16235   0.0752636
         460        2.56     1.16539   0.0751613
         461        1.44     1.16599   0.0750006
         462           1     1.16563   0.0748392
         463        0.36     1.16389   0.0746977
         464        0.04     1.16147    0.074576
         465        0.04     1.15905   0.0744546
         466           4     1.16515    0.074544
         467           1      1.1648   0.0743852
         468        0.36     1.16308   0.0742462
         469           0      1.1606   0.0741293
         470        1.44     1.16119   0.0739739
         471           9     1.17783   0.0756659
         472        3.24      1.1822   0.0756316
         473        4.84     1.18994    0.075866
         474        0.36     1.18819   0.0757262
         475        0.04     1.18577   0.0756053
         476        0.64     1.18462   0.0754552
         477        0.16     1.18247   0.0753276
         478        0.04     1.18008   0.0752079
         479        0.16     1.17795    0.075081
         480        0.04     1.17558    0.074962
         481        1.44     1.17613   0.0748082
         482        0.04     1.17378   0.0746901
         483        0.64     1.17267   0.0745437
         484        0.16     1.17058    0.074419
         485        1.96     1.17221   0.0742834
         486        3.24     1.17646   0.0742523
         487        0.36     1.17478   0.0741187
         488        0.04     1.17246   0.0740033
         489        0.04     1.17014   0.0738882
         490        0.16     1.16808   0.0737662
         491        0.36     1.16644   0.0736343
         492        0.36      1.1648   0.0735029
         493           0     1.16243   0.0733917
         494        0.16      1.1604   0.0732712
         495        3.24     1.16461   0.0732435
         496        1.96     1.16621   0.0731134
         497        0.04     1.16394   0.0730014
         498        0.04     1.16169   0.0728897
         499        0.04     1.15944   0.0727783
         500           1     1.15912   0.0726334
         501        0.16     1.15713   0.0725158
         502        0.16     1.15514   0.0723986
         503           0     1.15284    0.072291
         504        0.64     1.15183   0.0721548
         505        3.24     1.15596   0.0721303
         506           1     1.15565   0.0719884
         507        0.64     1.15464   0.0718536
         508        2.56      1.1574   0.0717654
         509        3.24     1.16149   0.0717409
         510        3.24     1.16557   0.0717159
         511        1.44     1.16611   0.0715776
         512        2.56     1.16883   0.0714895
         513           4     1.17435   0.0715629
         514           1     1.17401   0.0714245
         515           0     1.17173   0.0713222
         516        3.24     1.17574   0.0712965
         517           0     1.17346   0.0711948
         518           1     1.17313   0.0710582
         519        4.84     1.18019   0.0712716
         520        6.76     1.19092   0.0719378
         521        7.84     1.20369    0.072923
         522        7.84      1.2164   0.0738832
         523        6.76       1.227   0.0744984
         524        5.76     1.23565   0.0748568
         525           4     1.24091   0.0748991
         526        5.76     1.24951   0.0752479
         527        5.76     1.25806   0.0755903
         528        1.96     1.25939   0.0754588
         529        0.36     1.25769   0.0753353
         530        0.16     1.25562   0.0752216
         531        0.36     1.25394   0.0750989
         532        2.56     1.25639   0.0749978
         533        1.44     1.25674   0.0748579
         534        0.04     1.25446   0.0747524
         535           1     1.25398   0.0746142
         536        0.36     1.25231   0.0744936
         537        1.96     1.25363   0.0743666
         538           1     1.25316   0.0742298
         539        0.04     1.25091   0.0741262
         540        0.36     1.24926   0.0740073
         541           1      1.2488   0.0738719
         542           1     1.24834   0.0737371
         543        0.36      1.2467   0.0736194
         544        0.16     1.24471   0.0735112
         545        0.16     1.24272   0.0734032
         546        0.04     1.24051   0.0733019
         547           1     1.24007   0.0731692
         548           1     1.23964    0.073037
         549        1.96     1.24095   0.0729157
         550        2.56     1.24335   0.0728226
         551        0.36     1.24174    0.072708
         552        1.44      1.2421   0.0725772
         553        0.04     1.23993   0.0724785
         554        0.16     1.23798   0.0723739
         555        0.36      1.2364   0.0722608
         556        0.16     1.23446   0.0721567
         557        0.36     1.23289   0.0720443
         558        0.36     1.23133   0.0719321
         559        1.44      1.2317   0.0718044
         560        2.56     1.23407   0.0717154
         561        1.44     1.23444   0.0715885
         562        0.16     1.23253   0.0714866
         563        0.16     1.23062    0.071385
         564        0.16     1.22872   0.0712837
         565        0.04     1.22662   0.0711886
         566           0     1.22445   0.0710958
         567           0     1.22229   0.0710032
         568           0     1.22014   0.0709108
         569           1     1.21975   0.0707872
         570        1.44     1.22014   0.0706641
         571           0       1.218   0.0705726
         572        0.64     1.21699   0.0704565
         573        0.16     1.21515   0.0703577
         574        0.16     1.21331   0.0702591
         575        2.56     1.21565   0.0701759
         576        5.76     1.22354   0.0704962
         577        2.56     1.22586    0.070412
         578        6.76     1.23543   0.0709382
         579        1.96     1.23668   0.0708267
         580        1.44     1.23703   0.0707055
         581        0.64     1.23601   0.0705913
         582        0.04     1.23395   0.0704999
         583           0     1.23184   0.0704107
         584           1     1.23144   0.0702913
         585           0     1.22933   0.0702026
         586           0     1.22724   0.0701142
         587        0.04     1.22521   0.0700239
         588        0.04      1.2232   0.0699338
         589        0.04     1.22119   0.0698439
         590        1.44     1.22156   0.0697265
         591        3.24     1.22497   0.0696921
         592        3.24     1.22838   0.0696575
         593        0.16     1.22658   0.0695633
         594        0.36     1.22512   0.0694615
         595        0.64     1.22413   0.0693517
         596        2.56     1.22638   0.0692716
         597        1.96      1.2276   0.0691664
         598        0.36     1.22615    0.069066
         599        1.96     1.22738   0.0689615
         600        3.24     1.23073   0.0689281
         601           4     1.23534   0.0689673
         602        2.56     1.23754   0.0688878
         603        0.36     1.23609   0.0687889
         604        0.64      1.2351   0.0686821
         605        0.04     1.23312    0.068597
         606           0     1.23109    0.068514
         607           0     1.22906   0.0684311
         608           0     1.22704   0.0683484
         609        0.16     1.22529   0.0682587
         610        0.16     1.22354   0.0681691
         611        0.16      1.2218   0.0680797
         612        0.36     1.22039   0.0679831
         613           0      1.2184   0.0679013
         614        0.16     1.21668   0.0678126
         615        0.04     1.21476   0.0677293
         616        0.64     1.21383   0.0676258
         617        2.56     1.21601   0.0675514
         618        0.36     1.21463   0.0674563
         619        0.36     1.21325   0.0673614
         620        0.04     1.21135   0.0672793
         621        0.04     1.20947   0.0671974
         622           1     1.20913   0.0670902
         623        1.44      1.2095   0.0669836
         624        0.64     1.20859   0.0668825
         625        0.16     1.20691   0.0667965
         626        0.04     1.20505   0.0667158
         627           0     1.20313   0.0666371
         628        0.16     1.20146   0.0665516
         629        0.36     1.20013   0.0664593
         630        0.16     1.19848   0.0663743
         631        0.64     1.19759    0.066275
         632        0.36     1.19627   0.0661834
         633        3.24     1.19949   0.0661575
         634           0      1.1976   0.0660802
         635        0.16     1.19597   0.0659964
         636        0.16     1.19434   0.0659127
         637        0.04     1.19253   0.0658341
         638        0.16     1.19091   0.0657508
         639           1     1.19061   0.0656486
         640        0.64     1.18975   0.0655517
         641           0     1.18789   0.0654757
         642           1      1.1876   0.0653744
         643        0.36     1.18631   0.0652854
         644        0.16     1.18472   0.0652034
         645        0.64     1.18388   0.0651078
         646           0     1.18204   0.0650328
         647        0.64     1.18121   0.0649377
         648        0.04     1.17944   0.0648614
         649        1.96     1.18065   0.0647726
         650        5.76     1.18769   0.0650549
         651       12.96     1.20578   0.0674215
         652          16     1.22847   0.0710338
         653        7.84     1.23859   0.0716429
         654           9     1.25046   0.0725097
         655        6.76     1.25887   0.0728852
         656           9     1.27067   0.0737232
         657        1.44     1.27093   0.0736114
         658        0.36     1.26954   0.0735126
         659        0.36     1.26816    0.073414
         660        0.64     1.26721   0.0733089
         661        3.24      1.2702   0.0732587
         662        1.96     1.27124   0.0731555
         663           0     1.26932   0.0730703
         664        0.16     1.26765   0.0729793
         665           0     1.26574   0.0728945
         666           0     1.26384   0.0728098
         667        0.04     1.26201   0.0727238
         668        0.04     1.26018   0.0726379
         669        0.16     1.25854   0.0725479
         670        0.04     1.25672   0.0724624
         671           1     1.25633   0.0723555
         672        1.96     1.25738   0.0722554
         673           1       1.257    0.072149
         674        1.44     1.25727   0.0720425
         675        0.64     1.25636   0.0719415
         676        1.44     1.25663   0.0718356
         677        3.24     1.25956   0.0717892
         678           1     1.25917   0.0716844
         679           1     1.25879   0.0715798
         680        0.04       1.257    0.071497
         681        0.04     1.25521   0.0714143
         682        0.04     1.25343   0.0713319
         683        0.16     1.25183   0.0712454
         684        0.16     1.25023   0.0711591
         685        0.16     1.24864    0.071073
         686        0.64     1.24776   0.0709749
         687        0.04       1.246   0.0708934
         688        0.16     1.24442   0.0708079
         689        0.36     1.24313   0.0707168
         690        0.64     1.24226   0.0706197
         691        0.64     1.24139   0.0705229
         692        1.44     1.24168   0.0704216
         693           1     1.24133   0.0703208
         694           1     1.24098   0.0702203
         695        1.44     1.24127   0.0701199
         696           1     1.24092     0.07002
         697        2.56     1.24281   0.0699451
         698        3.24     1.24567   0.0699034
         699        7.84     1.25511   0.0704371
         700        7.84     1.26451   0.0709619
         701       10.24     1.27732   0.0720065
         702           4      1.2812   0.0720083
         703        1.44     1.28142   0.0719062
         704        0.04     1.27966   0.0718257
         705           0     1.27784   0.0717467
         706        0.36     1.27654   0.0716569
         707        0.64     1.27564   0.0715612
         708        0.04      1.2739   0.0714814
         709           0      1.2721   0.0714032
         710        0.36     1.27082   0.0713141
         711        3.24     1.27359   0.0712676
         712        1.96     1.27455    0.071174
         713        0.64     1.27366   0.0710798
         714        0.16      1.2721   0.0709973
         715        0.04     1.27038   0.0709189
         716        1.44     1.27061   0.0708203
         717        2.56     1.27241   0.0707443
         718        4.84     1.27738   0.0708201
         719        1.96     1.27833    0.070728
         720           4     1.28211   0.0707307
         721        1.96     1.28305   0.0706388
         722           1     1.28266   0.0705421
         723        1.96      1.2836   0.0704507
         724        3.24      1.2863   0.0704052
         725        1.44     1.28651   0.0703084
         726        0.36     1.28523   0.0702232
         727        0.16     1.28369   0.0701436
         728        1.44      1.2839   0.0700476
         729        1.96     1.28483   0.0699577
         730        4.84      1.2897   0.0700311
         731        0.36     1.28843   0.0699469
         732        1.96     1.28934   0.0698573
         733           1     1.28895   0.0697631
         734           1     1.28856   0.0696692
         735        3.24     1.29121    0.069625
         736        0.64     1.29033    0.069536
         737        1.44     1.29053    0.069442
         738        3.24     1.29317   0.0693981
         739        0.64     1.29229   0.0693098
         740        0.64     1.29141   0.0692218
         741           0     1.28966   0.0691503
         742           1     1.28927   0.0690582
         743        1.44     1.28948   0.0689655
         744        0.16     1.28796   0.0688895
         745        0.16     1.28644   0.0688137
         746           1     1.28606   0.0687225
         747           1     1.28568   0.0686316
         748        0.36     1.28444    0.068551
         749        0.04     1.28278   0.0684796
         750        0.04     1.28112   0.0684084
         751        0.04     1.27947   0.0683372
         752        1.96     1.28037   0.0682523
         753        1.44     1.28058    0.068162
         754           1     1.28021   0.0680727
         755           1     1.27984   0.0679835
         756           4     1.28344   0.0679887
         757           1     1.28306   0.0678999
         758        0.64     1.28222   0.0678157
         759           1     1.28184   0.0677273
         760           1     1.28147   0.0676392
         761        0.36     1.28026   0.0675612
         762        0.36     1.27906   0.0674833
         763        0.04     1.27743   0.0674144
         764        0.64      1.2766   0.0673313
         765        1.44     1.27681   0.0672437
         766           0     1.27514   0.0671765
         767        0.36     1.27395   0.0670995
         768        0.64     1.27312   0.0670173
         769        0.36     1.27194   0.0669406
         770        0.16     1.27049   0.0668693
         771        0.64     1.26968   0.0667875
         772        0.36      1.2685   0.0667114
         773           4     1.27203   0.0667186
         774           4     1.27556   0.0667255
         775        1.96     1.27644   0.0666452
         776        1.44     1.27665   0.0665597
         777        2.56      1.2783   0.0664945
         778        0.04     1.27671   0.0664281
         779        0.16     1.27528   0.0663583
         780           1     1.27492   0.0662741
         781        0.16      1.2735   0.0662046
         782           0     1.27187     0.06614
         783        0.04     1.27029   0.0660742
         784           1     1.26995   0.0659909
         785        1.44     1.27017   0.0659072
         786           1     1.26982   0.0658242
         787        0.64     1.26902   0.0657454
         788        0.64     1.26822   0.0656668
         789        0.04     1.26667   0.0656021
         790           1     1.26633   0.0655199
         791        0.36     1.26518   0.0654471
         792           0     1.26359   0.0653839
         793        0.36     1.26245   0.0653114
         794           0     1.26086   0.0652485
         795        0.16     1.25947   0.0651811
         796        1.44      1.2597   0.0650996
         797           4     1.26314   0.0651087
         798           4     1.26657   0.0651174
         799        4.84     1.27104   0.0651893
         800        1.44     1.27125   0.0651081
         801        0.16     1.26986   0.0650416
         802        0.36     1.26873   0.0649704
         803        0.04      1.2672   0.0649075
         804        0.04     1.26567   0.0648447
         805        0.36     1.26455   0.0647739
         806        0.64     1.26377   0.0646982
         807        0.16      1.2624   0.0646325
         808        0.04     1.26089   0.0645702
