#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         357     3.02818     3.02372 0.000757589
         358     3.02851     3.02373 0.000755591
         359     3.02884     3.02374 0.000753621
         360     3.02915     3.02376 0.000751677
         361     3.02945     3.02377  0.00074976
         362     3.02974     3.02379  0.00074787
         363     3.03001     3.02381 0.000746006
         364     3.03028     3.02383 0.000744168
         365     3.03053     3.02384 0.000742357
         366     3.03078     3.02386  0.00074057
         367     3.03101     3.02388 0.000738808
         368     3.03123      3.0239  0.00073707
         369     3.03144     3.02392 0.000735355
         370     3.03164     3.02394 0.000733664
         371     3.03183     3.02397 0.000731994
         372     3.03201     3.02399 0.000730346
         373     3.03219     3.02401 0.000728719
         374     3.03235     3.02403 0.000727112
         375     3.03251     3.02405 0.000725524
         376     3.03266     3.02408 0.000723955
         377     3.03279      3.0241 0.000722404
         378     3.03293     3.02412  0.00072087
         379     3.03305     3.02415 0.000719353
         380     3.03317     3.02417 0.000717852
         381     3.03328     3.02419 0.000716366
         382     3.03339     3.02422 0.000714894
         383     3.03348     3.02424 0.000713437
         384     3.03358     3.02427 0.000711993
         385     3.03366     3.02429 0.000710562
         386     3.03374     3.02432 0.000709143
         387     3.03382     3.02434 0.000707735
         388     3.03389     3.02437 0.000706339
         389     3.03396     3.02439 0.000704954
         390     3.03402     3.02441 0.000703578
         391     3.03408     3.02444 0.000702213
         392     3.03413     3.02446 0.000700856
         393     3.03418     3.02449 0.000699509
         394     3.03422     3.02451  0.00069817
         395     3.03427     3.02454 0.000696839
         396     3.03431     3.02456 0.000695516
         397     3.03434     3.02459   0.0006942
         398     3.03437     3.02461 0.000692891
         399      3.0344     3.02464 0.000691589
         400     3.03443     3.02466 0.000690293
         401     3.03446     3.02469 0.000689004
         402     3.03448     3.02471 0.000687721
         403     3.03451     3.02473 0.000686444
         404     3.03453     3.02476 0.000685173
         405     3.03455     3.02478 0.000683908
         406     3.03457     3.02481 0.000682648
         407     3.03459     3.02483 0.000681394
         408     3.03461     3.02485 0.000680146
         409     3.03464     3.02488 0.000678903
         410     3.03466      3.0249 0.000677666
         411     3.03468     3.02493 0.000676435
         412     3.03471     3.02495  0.00067521
         413     3.03473     3.02497  0.00067399
         414     3.03476       3.025 0.000672777
         415      3.0348     3.02502  0.00067157
         416     3.03483     3.02504  0.00067037
         417     3.03487     3.02507 0.000669177
         418     3.03491     3.02509  0.00066799
         419     3.03496     3.02512 0.000666811
         420     3.03501     3.02514  0.00066564
         421     3.03507     3.02516 0.000664476
         422     3.03513     3.02519 0.000663321
         423     3.03519     3.02521 0.000662174
         424     3.03526     3.02523 0.000661036
         425     3.03533     3.02526 0.000659908
         426     3.03541     3.02528 0.000658789
         427     3.03549      3.0253  0.00065768
         428     3.03558     3.02533 0.000656581
         429     3.03567     3.02535 0.000655493
         430     3.03576     3.02538 0.000654415
         431     3.03586      3.0254 0.000653349
         432     3.03596     3.02543 0.000652294
         433     3.03606     3.02545 0.000651249
         434     3.03617     3.02548 0.000650217
         435     3.03627      3.0255 0.000649196
         436     3.03638     3.02552 0.000648186
         437     3.03648     3.02555 0.000647187
         438     3.03658     3.02558 0.000646199
         439     3.03668      3.0256 0.000645223
         440     3.03678     3.02563 0.000644256
         441     3.03687     3.02565   0.0006433
         442     3.03695     3.02568 0.000642352
         443     3.03703      3.0257 0.000641413
         444      3.0371     3.02573 0.000640482
         445     3.03716     3.02575 0.000639558
         446     3.03721     3.02578 0.000638639
         447     3.03724     3.02581 0.000637725
         448     3.03726     3.02583 0.000636814
         449     3.03727     3.02586 0.000635905
         450     3.03725     3.02588 0.000634996
         451     3.03722     3.02591 0.000634086
         452     3.03717     3.02593 0.000633172
         453      3.0371     3.02596 0.000632255
         454     3.03701     3.02598 0.000631331
         455      3.0369       3.026 0.000630399
         456     3.03676     3.02603 0.000629457
         457      3.0366     3.02605 0.000628504
         458     3.03641     3.02607 0.000627539
         459      3.0362      3.0261 0.000626559
         460     3.03596     3.02612 0.000625564
         461      3.0357     3.02614 0.000624552
         462     3.03541     3.02616 0.000623523
         463      3.0351     3.02618 0.000622475
         464     3.03477      3.0262 0.000621409
         465     3.03442     3.02621 0.000620325
         466     3.03405     3.02623 0.000619222
         467     3.03366     3.02625   0.0006181
         468     3.03326     3.02626 0.000616961
         469     3.03284     3.02628 0.000615805
         470     3.03241     3.02629 0.000614633
         471     3.03198      3.0263 0.000613447
         472     3.03155     3.02631 0.000612248
         473     3.03111     3.02632 0.000611037
         474     3.03068     3.02633 0.000609817
         475     3.03026     3.02634  0.00060859
         476     3.02985     3.02635 0.000607356
         477     3.02945     3.02635 0.000606117
         478     3.02907     3.02636 0.000604876
         479     3.02872     3.02636 0.000603633
         480     3.02838     3.02637  0.00060239
         481     3.02808     3.02637 0.000601148
         482      3.0278     3.02637 0.000599908
         483     3.02755     3.02638 0.000598671
         484     3.02732     3.02638 0.000597437
         485     3.02713     3.02638 0.000596208
         486     3.02695     3.02638 0.000594982
         487      3.0268     3.02638 0.000593761
         488     3.02666     3.02638 0.000592544
         489     3.02653     3.02638 0.000591333
         490     3.02641     3.02638 0.000590126
         491     3.02627     3.02638 0.000588924
         492     3.02612     3.02638 0.000587727
         493     3.02595     3.02638 0.000586536
         494     3.02573     3.02638  0.00058535
         495     3.02546     3.02638  0.00058417
         496     3.02512     3.02638 0.000582998
         497     3.02471     3.02637 0.000581835
         498     3.02419     3.02637 0.000580683
         499     3.02357     3.02636 0.000579546
         500     3.02282     3.02636 0.000578431
         501     3.02192     3.02635 0.000577344
         502     3.02087     3.02634 0.000576297
         503     3.01966     3.02632 0.000575304
         504     3.01827     3.02631 0.000574384
         505     3.01669     3.02629 0.000573562
         506     3.01493     3.02627 0.000572867
         507     3.01298     3.02624 0.000572337
         508     3.01083     3.02621 0.000572013
         509     3.00851     3.02617 0.000571945
         510     3.00602     3.02613 0.000572188
         511     3.00338     3.02609 0.000572798
         512     3.00061     3.02604 0.000573837
         513     2.99775     3.02599 0.000575363
         514     2.99483     3.02592 0.000577427
         515     2.99189     3.02586 0.000580075
         516     2.98898     3.02579 0.000583337
         517     2.98615     3.02571 0.000587225
         518     2.98346     3.02563 0.000591729
         519     2.98095     3.02554 0.000596818
         520     2.97869     3.02545 0.000602434
         521     2.97672     3.02536 0.000608497
         522     2.97509     3.02526 0.000614905
         523     2.97384     3.02516  0.00062154
         524     2.97301     3.02506 0.000628274
         525     2.97261     3.02496 0.000634972
         526     2.97266     3.02487 0.000641503
         527     2.97316     3.02477 0.000647746
         528     2.97409     3.02467 0.000653592
         529     2.97543     3.02458  0.00065895
         530     2.97716     3.02449 0.000663754
         531     2.97922      3.0244 0.000667957
         532     2.98157     3.02432 0.000671536
         533     2.98417     3.02425 0.000674489
         534     2.98694     3.02418 0.000676834
         535     2.98985     3.02411 0.000678603
         536     2.99284     3.02406 0.000679841
         537     2.99584       3.024 0.000680602
         538     2.99883     3.02396 0.000680943
         539     3.00175     3.02391 0.000680925
         540     3.00457     3.02388 0.000680606
         541     3.00725     3.02385 0.000680041
         542     3.00977     3.02382 0.000679282
         543     3.01211      3.0238 0.000678374
         544     3.01425     3.02378 0.000677354
         545     3.01618     3.02377 0.000676255
         546     3.01789     3.02376 0.000675102
         547     3.01939     3.02375 0.000673915
         548     3.02066     3.02374 0.000672709
         549     3.02172     3.02374 0.000671493
         550     3.02255     3.02374 0.000670276
         551     3.02318     3.02374  0.00066906
         552     3.02361     3.02374 0.000667848
         553     3.02384     3.02374 0.000666641
         554     3.02388     3.02374 0.000665437
         555     3.02375     3.02374 0.000664238
         556     3.02344     3.02374 0.000663044
         557     3.02297     3.02374 0.000661855
         558     3.02235     3.02373 0.000660674
         559     3.02158     3.02373 0.000659503
         560     3.02067     3.02372 0.000658348
         561     3.01964     3.02372 0.000657215
         562     3.01849     3.02371 0.000656111
         563     3.01723      3.0237 0.000655046
         564     3.01588     3.02368 0.000654032
         565     3.01444     3.02367 0.000653079
         566     3.01293     3.02365   0.0006522
         567     3.01136     3.02363  0.00065141
         568     3.00974      3.0236 0.000650722
         569      3.0081     3.02357 0.000650148
         570     3.00645     3.02354 0.000649701
         571     3.00481     3.02351 0.000649391
         572      3.0032     3.02348 0.000649225
         573     3.00165     3.02344 0.000649209
         574     3.00016      3.0234 0.000649343
         575     2.99878     3.02335 0.000649623
         576     2.99752     3.02331 0.000650042
         577      2.9964     3.02326 0.000650587
         578     2.99545     3.02321 0.000651238
         579     2.99468     3.02317 0.000651975
         580     2.99413     3.02312  0.00065277
         581      2.9938     3.02306 0.000653594
         582      2.9937     3.02301 0.000654415
         583     2.99386     3.02296 0.000655201
         584     2.99427     3.02291 0.000655919
         585     2.99494     3.02287 0.000656539
         586     2.99586     3.02282 0.000657034
         587     2.99704     3.02278 0.000657381
         588     2.99846     3.02274 0.000657563
         589     3.00011      3.0227 0.000657568
         590     3.00197     3.02266 0.000657391
         591     3.00404     3.02263 0.000657034
         592     3.00627      3.0226 0.000656504
         593     3.00866     3.02258 0.000655818
         594     3.01119     3.02256 0.000654994
         595     3.01382     3.02255 0.000654058
         596     3.01653     3.02254 0.000653039
         597      3.0193     3.02253 0.000651967
         598     3.02212     3.02253 0.000650877
         599     3.02495     3.02253 0.000649803
         600     3.02778     3.02254 0.000648779
         601     3.03059     3.02256 0.000647838
         602     3.03336     3.02257  0.00064701
         603     3.03609      3.0226 0.000646326
         604     3.03876     3.02262 0.000645809
         605     3.04136     3.02265 0.000645484
         606     3.04388     3.02269 0.000645369
         607     3.04632     3.02273 0.000645478
         608     3.04866     3.02277 0.000645824
         609     3.05091     3.02282 0.000646415
         610     3.05307     3.02287 0.000647255
         611     3.05513     3.02292 0.000648347
         612     3.05709     3.02297 0.000649688
         613     3.05896     3.02303 0.000651275
         614     3.06073     3.02309 0.000653101
         615     3.06241     3.02316  0.00065516
         616     3.06399     3.02323 0.000657441
         617     3.06548     3.02329 0.000659933
         618     3.06689     3.02336 0.000662625
         619     3.06821     3.02344 0.000665503
         620     3.06945     3.02351 0.000668555
         621     3.07061     3.02359 0.000671768
         622      3.0717     3.02366 0.000675126
         623     3.07271     3.02374 0.000678617
         624     3.07365     3.02382 0.000682228
         625     3.07453      3.0239 0.000685943
         626     3.07534     3.02399 0.000689752
         627     3.07609     3.02407  0.00069364
         628     3.07678     3.02415 0.000697596
         629     3.07741     3.02424 0.000701607
         630     3.07799     3.02432 0.000705662
         631     3.07852     3.02441 0.000709751
         632     3.07899      3.0245 0.000713863
         633     3.07941     3.02458 0.000717988
         634     3.07979     3.02467 0.000722117
         635     3.08012     3.02476  0.00072624
         636      3.0804     3.02484  0.00073035
         637     3.08064     3.02493 0.000734438
         638     3.08084     3.02502 0.000738496
         639     3.08099     3.02511 0.000742517
         640     3.08111     3.02519 0.000746495
         641     3.08118     3.02528 0.000750424
         642     3.08122     3.02537 0.000754296
         643     3.08121     3.02546 0.000758106
         644     3.08117     3.02554 0.000761849
         645     3.08109     3.02563 0.000765521
         646     3.08097     3.02571 0.000769115
         647     3.08082      3.0258 0.000772628
         648     3.08063     3.02588 0.000776056
         649     3.08041     3.02597 0.000779394
         650     3.08015     3.02605  0.00078264
         651     3.07985     3.02613 0.000785789
         652     3.07953     3.02622  0.00078884
         653     3.07917      3.0263 0.000791788
         654     3.07877     3.02638 0.000794633
         655     3.07835     3.02646 0.000797371
         656     3.07789     3.02653 0.000800001
         657      3.0774     3.02661 0.000802522
         658     3.07689     3.02669 0.000804931
         659     3.07634     3.02676 0.000807228
         660     3.07577     3.02684 0.000809413
         661     3.07517     3.02691 0.000811485
         662     3.07455     3.02698 0.000813444
         663      3.0739     3.02705  0.00081529
         664     3.07324     3.02712 0.000817023
         665     3.07255     3.02719 0.000818645
         666     3.07184     3.02726 0.000820157
         667     3.07112     3.02732  0.00082156
         668     3.07039     3.02739 0.000822855
         669     3.06964     3.02745 0.000824045
         670     3.06888     3.02751 0.000825132
         671     3.06812     3.02757 0.000826118
         672     3.06735     3.02763 0.000827006
         673     3.06657     3.02769 0.000827798
         674      3.0658     3.02775 0.000828499
         675     3.06503      3.0278 0.000829111
         676     3.06427     3.02786 0.000829638
         677     3.06352     3.02791 0.000830083
         678     3.06277     3.02796 0.000830449
         679     3.06204     3.02801 0.000830742
         680     3.06133     3.02806 0.000830964
         681     3.06064     3.02811  0.00083112
         682     3.05997     3.02816 0.000831213
         683     3.05932      3.0282 0.000831248
         684      3.0587     3.02825 0.000831228
         685     3.05811     3.02829 0.000831157
         686     3.05755     3.02833 0.000831039
         687     3.05703     3.02837 0.000830879
         688     3.05654     3.02841 0.000830679
         689     3.05609     3.02845 0.000830444
         690     3.05567     3.02849 0.000830177
         691      3.0553     3.02853 0.000829881
         692     3.05496     3.02857  0.00082956
         693     3.05467     3.02861 0.000829218
         694     3.05442     3.02865 0.000828857
         695     3.05422     3.02868  0.00082848
         696     3.05405     3.02872 0.000828091
         697     3.05393     3.02876 0.000827693
         698     3.05385     3.02879 0.000827288
         699     3.05382     3.02883 0.000826879
         700     3.05382     3.02886 0.000826468
         701     3.05387      3.0289 0.000826059
         702     3.05396     3.02893 0.000825653
         703     3.05408     3.02897 0.000825253
         704     3.05424     3.02901 0.000824861
         705     3.05444     3.02904  0.00082448
         706     3.05467     3.02908 0.000824111
         707     3.05493     3.02911 0.000823756
         708     3.05522     3.02915 0.000823418
         709     3.05554     3.02919 0.000823097
         710     3.05588     3.02923 0.000822795
         711     3.05623     3.02926 0.000822514
         712     3.05661      3.0293 0.000822255
         713       3.057     3.02934 0.000822019
         714      3.0574     3.02938 0.000821806
         715      3.0578     3.02942 0.000821618
         716     3.05821     3.02946 0.000821453
         717     3.05861      3.0295 0.000821313
         718     3.05901     3.02954 0.000821197
         719      3.0594     3.02958 0.000821104
         720     3.05977     3.02963 0.000821033
         721     3.06012     3.02967 0.000820983
         722     3.06045     3.02971 0.000820952
         723     3.06075     3.02975 0.000820939
         724     3.06102      3.0298  0.00082094
         725     3.06125     3.02984 0.000820953
         726     3.06143     3.02988 0.000820975
         727     3.06157     3.02993 0.000821002
         728     3.06167     3.02997 0.000821031
         729      3.0617     3.03001 0.000821057
         730     3.06168     3.03006 0.000821078
