#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         332     2.01101     2.01585 0.000541978
         333     2.01137     2.01583 0.000540518
         334     2.01172     2.01582 0.000539039
         335     2.01208     2.01581 0.000537546
         336     2.01244      2.0158  0.00053604
         337     2.01279     2.01579 0.000534524
         338     2.01314     2.01578    0.000533
         339     2.01349     2.01578  0.00053147
         340     2.01383     2.01577 0.000529938
         341     2.01417     2.01577 0.000528404
         342     2.01451     2.01576 0.000526872
         343     2.01484     2.01576 0.000525343
         344     2.01517     2.01576 0.000523819
         345     2.01549     2.01576 0.000522301
         346      2.0158     2.01576 0.000520791
         347     2.01611     2.01576 0.000519292
         348     2.01641     2.01576 0.000517803
         349     2.01671     2.01576 0.000516326
         350     2.01699     2.01577 0.000514863
         351     2.01727     2.01577 0.000513414
         352     2.01754     2.01578  0.00051198
         353     2.01781     2.01578 0.000510562
         354     2.01807     2.01579 0.000509161
         355     2.01831     2.01579 0.000507776
         356     2.01855      2.0158 0.000506409
         357     2.01879     2.01581 0.000505059
         358     2.01901     2.01582 0.000503728
         359     2.01923     2.01583 0.000502414
         360     2.01943     2.01584 0.000501118
         361     2.01963     2.01585  0.00049984
         362     2.01983     2.01586  0.00049858
         363     2.02001     2.01587 0.000497337
         364     2.02019     2.01588 0.000496112
         365     2.02036      2.0159 0.000494904
         366     2.02052     2.01591 0.000493713
         367     2.02067     2.01592 0.000492538
         368     2.02082     2.01594  0.00049138
         369     2.02096     2.01595 0.000490237
         370     2.02109     2.01596 0.000489109
         371     2.02122     2.01598 0.000487996
         372     2.02134     2.01599 0.000486897
         373     2.02146     2.01601 0.000485813
         374     2.02157     2.01602 0.000484741
         375     2.02167     2.01604 0.000483683
         376     2.02177     2.01605 0.000482637
         377     2.02186     2.01607 0.000481603
         378     2.02195     2.01608  0.00048058
         379     2.02203      2.0161 0.000479569
         380     2.02211     2.01611 0.000478568
         381     2.02219     2.01613 0.000477577
         382     2.02226     2.01615 0.000476596
         383     2.02232     2.01616 0.000475625
         384     2.02238     2.01618 0.000474662
         385     2.02244     2.01619 0.000473708
         386      2.0225     2.01621 0.000472762
         387     2.02255     2.01623 0.000471824
         388     2.02259     2.01624 0.000470893
         389     2.02264     2.01626 0.000469969
         390     2.02268     2.01628 0.000469052
         391     2.02272     2.01629 0.000468142
         392     2.02275     2.01631 0.000467238
         393     2.02279     2.01633 0.000466339
         394     2.02282     2.01634 0.000465447
         395     2.02284     2.01636 0.000464559
         396     2.02287     2.01638 0.000463677
         397     2.02289     2.01639   0.0004628
         398     2.02292     2.01641 0.000461927
         399     2.02294     2.01642 0.000461059
         400     2.02296     2.01644 0.000460196
         401     2.02297     2.01646 0.000459336
         402     2.02299     2.01647 0.000458481
         403       2.023     2.01649  0.00045763
         404     2.02302     2.01651 0.000456782
         405     2.02303     2.01652 0.000455939
         406     2.02305     2.01654 0.000455099
         407     2.02306     2.01655 0.000454263
         408     2.02308     2.01657 0.000453431
         409     2.02309     2.01659 0.000452602
         410     2.02311      2.0166 0.000451778
         411     2.02312     2.01662 0.000450957
         412     2.02314     2.01663  0.00045014
         413     2.02316     2.01665 0.000449327
         414     2.02318     2.01666 0.000448518
         415      2.0232     2.01668 0.000447714
         416     2.02322      2.0167 0.000446913
         417     2.02325     2.01671 0.000446118
         418     2.02328     2.01673 0.000445327
         419     2.02331     2.01674 0.000444541
         420     2.02334     2.01676  0.00044376
         421     2.02338     2.01677 0.000442984
         422     2.02342     2.01679 0.000442214
         423     2.02346     2.01681 0.000441449
         424     2.02351     2.01682 0.000440691
         425     2.02355     2.01684 0.000439939
         426     2.02361     2.01685 0.000439193
         427     2.02366     2.01687 0.000438453
         428     2.02372     2.01689 0.000437721
         429     2.02378      2.0169 0.000436995
         430     2.02384     2.01692 0.000436277
         431     2.02391     2.01693 0.000435566
         432     2.02397     2.01695 0.000434862
         433     2.02404     2.01697 0.000434166
         434     2.02411     2.01698 0.000433478
         435     2.02418       2.017 0.000432797
         436     2.02425     2.01702 0.000432124
         437     2.02432     2.01703 0.000431458
         438     2.02439     2.01705   0.0004308
         439     2.02446     2.01707 0.000430148
         440     2.02452     2.01708 0.000429504
         441     2.02458      2.0171 0.000428866
         442     2.02464     2.01712 0.000428235
         443     2.02469     2.01714 0.000427609
         444     2.02473     2.01715 0.000426988
         445     2.02477     2.01717 0.000426372
         446      2.0248     2.01719  0.00042576
         447     2.02483      2.0172  0.00042515
         448     2.02484     2.01722 0.000424543
         449     2.02484     2.01724 0.000423937
         450     2.02484     2.01725 0.000423331
         451     2.02482     2.01727 0.000422724
         452     2.02478     2.01729 0.000422115
         453     2.02474      2.0173 0.000421503
         454     2.02467     2.01732 0.000420887
         455      2.0246     2.01734 0.000420266
         456     2.02451     2.01735 0.000419638
         457      2.0244     2.01737 0.000419003
         458     2.02427     2.01738 0.000418359
         459     2.02413      2.0174 0.000417706
         460     2.02397     2.01741 0.000417043
         461      2.0238     2.01743 0.000416368
         462     2.02361     2.01744 0.000415682
         463      2.0234     2.01745 0.000414984
         464     2.02318     2.01746 0.000414273
         465     2.02295     2.01748  0.00041355
         466      2.0227     2.01749 0.000412814
         467     2.02244      2.0175 0.000412067
         468     2.02217     2.01751 0.000411307
         469     2.02189     2.01752 0.000410536
         470     2.02161     2.01753 0.000409755
         471     2.02132     2.01753 0.000408964
         472     2.02103     2.01754 0.000408165
         473     2.02074     2.01755 0.000407358
         474     2.02045     2.01755 0.000406545
         475     2.02017     2.01756 0.000405726
         476      2.0199     2.01756 0.000404904
         477     2.01963     2.01757 0.000404078
         478     2.01938     2.01757 0.000403251
         479     2.01914     2.01758 0.000402422
         480     2.01892     2.01758 0.000401593
         481     2.01872     2.01758 0.000400765
         482     2.01853     2.01758 0.000399939
         483     2.01836     2.01758 0.000399114
         484     2.01821     2.01759 0.000398292
         485     2.01808     2.01759 0.000397472
         486     2.01797     2.01759 0.000396655
         487     2.01787     2.01759 0.000395841
         488     2.01777     2.01759  0.00039503
         489     2.01769     2.01759 0.000394222
         490      2.0176     2.01759 0.000393417
         491     2.01752     2.01759 0.000392616
         492     2.01742     2.01759 0.000391818
         493      2.0173     2.01759 0.000391024
         494     2.01715     2.01759 0.000390233
         495     2.01697     2.01759 0.000389447
         496     2.01675     2.01758 0.000388665
         497     2.01647     2.01758  0.00038789
         498     2.01613     2.01758 0.000387122
         499     2.01571     2.01758 0.000386364
         500     2.01521     2.01757  0.00038562
         501     2.01461     2.01756 0.000384896
         502     2.01392     2.01756 0.000384198
         503     2.01311     2.01755 0.000383536
         504     2.01218     2.01754 0.000382923
         505     2.01113     2.01753 0.000382375
         506     2.00995     2.01751 0.000381912
         507     2.00865     2.01749 0.000381558
         508     2.00722     2.01747 0.000381342
         509     2.00567     2.01745 0.000381297
         510     2.00401     2.01742 0.000381459
         511     2.00225     2.01739 0.000381866
         512     2.00041     2.01736 0.000382558
         513      1.9985     2.01732 0.000383575
         514     1.99655     2.01728 0.000384952
         515     1.99459     2.01724 0.000386717
         516     1.99265     2.01719 0.000388891
