# DISTANCE:     AVE_GOFR:        ERROR:
     1.73135    0.796032  0.00503217
       1.757    0.827936  0.00430138
     1.78265    0.861879  0.00876775
      1.8083    0.906877   0.0132446
     1.83395    0.944796   0.0100878
      1.8596    0.978336  0.00673167
     1.88525     1.01623  0.00694684
      1.9109     1.05308  0.00908089
     1.93655      1.0976  0.00899721
      1.9622     1.12253  0.00460502
     1.98785     1.16088  0.00957601
      2.0135     1.19561  0.00751462
     2.03915     1.21255  0.00796342
      2.0648     1.23125   0.0100673
     2.09045     1.21196   0.0104285
      2.1161     1.20567  0.00807383
     2.14174     1.18852  0.00934163
     2.16739     1.17088  0.00693274
     2.19304     1.13461   0.0083394
     2.21869     1.11676  0.00632556
     2.24434     1.07372   0.0080963
     2.26999     1.06096  0.00625071
     2.29564     1.03686   0.0100976
     2.32129      1.0108  0.00773648
     2.34694    0.972814   0.0114448
     2.37259    0.958206   0.0112543
     2.39824    0.933384  0.00745285
     2.42389    0.920291   0.0104351
     2.44954    0.907395  0.00813746
     2.47519    0.896497  0.00630052
     2.50084    0.889368  0.00894294
     2.52649    0.882586  0.00966777
     2.55214    0.879577   0.0037118

   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00134938 0.000636625
    0.910562   0.0228531  0.00236158
    0.936212    0.172811  0.00318159
    0.961861     0.59014  0.00829644
    0.987511      1.2437    0.017139
     1.01316     1.90618   0.0198457
     1.03881     2.36313   0.0178029
     1.06446     2.55756   0.0149989
     1.09011     2.53675   0.0126925
     1.11576     2.38117   0.0159015
     1.14141     2.15287   0.0126791
     1.16706     1.94908   0.0120338
     1.19271     1.74801  0.00775523
     1.21836     1.53096  0.00917633
     1.24401     1.37885   0.0122138
     1.26966     1.24484   0.0153479
     1.29531     1.12065    0.014126
     1.32096     1.02511    0.014614
     1.34661    0.932965   0.0121226
     1.37226    0.859262  0.00833478
     1.39791    0.812102   0.0104458
     1.42355    0.774052  0.00961418
      1.4492     0.73904  0.00836259
     1.47485    0.705538  0.00794771
      1.5005     0.68796   0.0102467
     1.52615     0.67548   0.0102569
      1.5518    0.673623  0.00889091
     1.57745    0.668212  0.00808897
      1.6031    0.670665  0.00505328
     1.62875    0.697478  0.00723983
      1.6544    0.704444  0.00523913
     1.68005    0.740457  0.00264948
      1.7057    0.779569  0.00691495
     1.73135    0.796837  0.00437714
       1.757    0.825147  0.00450094
     1.78265    0.857696  0.00845445
      1.8083    0.904055   0.0116493
     1.83395    0.944344  0.00865677
      1.8596    0.978195  0.00577147
     1.88525      1.0156  0.00598228
      1.9109     1.05258  0.00779751
     1.93655     1.09624  0.00781368
      1.9622     1.12377  0.00411024
     1.98785       1.162  0.00827216
      2.0135     1.19052   0.0079808
     2.03915     1.20788  0.00808214
      2.0648     1.23265  0.00872579
     2.09045     1.21141   0.0089532
      2.1161     1.20395  0.00710319
     2.14174     1.18806  0.00801849
     2.16739     1.17274   0.0061859
     2.19304     1.13227  0.00746841
     2.21869     1.11982  0.00611515
     2.24434     1.08098  0.00965637
     2.26999     1.06072  0.00536234
     2.29564     1.03622  0.00867517
     2.32129      1.0118  0.00669647
     2.34694    0.974245  0.00989896
     2.37259    0.959243  0.00969424
     2.39824    0.931419  0.00664229
     2.42389    0.919683  0.00896206
     2.44954    0.910179  0.00743575
     2.47519    0.896157   0.0054096
     2.50084    0.888361  0.00772197
     2.52649    0.881616  0.00833526
     2.55214    0.883464  0.00480377

   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00143863 0.000563268
    0.910562    0.022963  0.00206893
    0.936212      0.1714  0.00308068
    0.961861    0.592508  0.00758983
    0.987511     1.25061   0.0163322
     1.01316     1.90681   0.0173751
     1.03881     2.36171   0.0156343
     1.06446     2.55665   0.0131514
     1.09011     2.53368   0.0114726
     1.11576     2.37829   0.0141711
     1.14141     2.15425   0.0111689
     1.16706     1.94481   0.0112607
     1.19271     1.74943  0.00691385
     1.21836     1.53454  0.00870216
     1.24401     1.37916   0.0106911
     1.26966      1.2471   0.0135938
     1.29531     1.12475   0.0129417
     1.32096     1.02472   0.0127923
     1.34661    0.933968   0.0106488
     1.37226    0.860143  0.00733937
     1.39791    0.814235  0.00935549
     1.42355    0.773106  0.00845886
      1.4492    0.737643   0.0074331
     1.47485    0.705837  0.00695987
      1.5005    0.685268  0.00931269
     1.52615    0.672807  0.00931659
      1.5518    0.670088  0.00845324
     1.57745    0.663949  0.00812393
      1.6031      0.6706  0.00442203
     1.62875    0.698694  0.00643616
      1.6544    0.704806  0.00459676
     1.68005    0.741335  0.00245955
      1.7057    0.775485  0.00715592
     1.73135    0.794168  0.00457151
       1.757     0.82648   0.0041309
     1.78265    0.858375  0.00742486
      1.8083    0.902195   0.0103405
     1.83395    0.948971  0.00872401
      1.8596    0.984154  0.00752111
     1.88525     1.01622  0.00526642
      1.9109     1.05555  0.00736643
     1.93655     1.09675  0.00685328
      1.9622     1.12481  0.00372528
     1.98785     1.16101  0.00729689
      2.0135     1.19225  0.00716812
     2.03915     1.20729  0.00709332
      2.0648     1.23055  0.00788243
     2.09045     1.21207  0.00785823
      2.1161     1.20118  0.00673356
     2.14174     1.18735  0.00704744
     2.16739     1.17173  0.00549477
     2.19304     1.13403  0.00673838
     2.21869     1.11806  0.00559835
     2.24434     1.07911    0.008627
     2.26999     1.05905  0.00494529
     2.29564     1.03339    0.008041
     2.32129     1.01288  0.00594508
     2.34694    0.976109  0.00883523
     2.37259    0.963032  0.00919293
     2.39824     0.93456  0.00651249
     2.42389    0.921425  0.00800943
     2.44954    0.907639  0.00692652
     2.47519    0.895704   0.0047523
     2.50084    0.889102   0.0067922
     2.52649    0.881557  0.00729356
     2.55214     0.88296  0.00422963

   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00153861 0.000509479
    0.910562   0.0227549  0.00184949
    0.936212    0.172948  0.00310285
    0.961861    0.589007   0.0075107
    0.987511     1.24617   0.0151101
     1.01316     1.89803   0.0175213
     1.03881     2.35611   0.0148645
     1.06446     2.55481   0.0118174
     1.09011     2.53593    0.010417
     1.11576      2.3851   0.0141364
     1.14141       2.165   0.0141908
     1.16706     1.94541   0.0100254
     1.19271     1.75161  0.00648134
     1.21836       1.543   0.0111116
     1.24401      1.3794  0.00950578
     1.26966     1.24361   0.0125225
     1.29531     1.13034   0.0126538
     1.32096     1.03124   0.0129268
     1.34661    0.939163   0.0106573
     1.37226    0.860053  0.00652444
     1.39791    0.812522   0.0084714
     1.42355     0.77333  0.00752197
      1.4492    0.732804  0.00802913
     1.47485    0.702994  0.00674234
      1.5005    0.684512  0.00830855
     1.52615    0.670817  0.00849129
      1.5518    0.667103  0.00802371
     1.57745    0.663812  0.00722241
      1.6031    0.671626  0.00404784
     1.62875    0.698054   0.0057527
      1.6544    0.702087  0.00482383
     1.68005    0.740011  0.00251758
      1.7057    0.770928  0.00767554
     1.73135    0.788711  0.00655641
       1.757    0.824531  0.00410601
     1.78265    0.859212  0.00664688
      1.8083    0.901591  0.00920919
     1.83395    0.946997  0.00797492
      1.8596    0.982583  0.00684745
     1.88525     1.01612  0.00468228
      1.9109     1.05591   0.0065571
     1.93655      1.0974   0.0061225
      1.9622     1.12611  0.00353013
     1.98785       1.161  0.00648612
      2.0135     1.19269  0.00638561
     2.03915     1.20925  0.00657209
      2.0648     1.23095  0.00701646
     2.09045     1.21661  0.00819241
      2.1161     1.20211  0.00604997
     2.14174     1.18909  0.00647618
     2.16739     1.17253  0.00494282
     2.19304     1.13709  0.00665054
     2.21869     1.12035  0.00542372
     2.24434     1.08272  0.00838706
     2.26999     1.06249  0.00546258
     2.29564     1.03653  0.00773661
     2.32129     1.01176  0.00538859
     2.34694    0.975705  0.00786275
     2.37259    0.961748  0.00826059
     2.39824    0.933495   0.0058753
     2.42389    0.920196   0.0072132
     2.44954    0.904909  0.00667309
     2.47519    0.895818  0.00422562
     2.50084    0.888987  0.00603848
     2.52649    0.881279  0.00648846
     2.55214    0.881398  0.00403793

   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00171947 0.000489583
    0.910562   0.0237706  0.00192335
    0.936212    0.172338  0.00285179
    0.961861    0.585632  0.00747965
    0.987511     1.23717   0.0160579
     1.01316     1.89395   0.0162378
     1.03881     2.35431    0.013487
     1.06446     2.55216   0.0109288
     1.09011     2.53888  0.00978281
     1.11576     2.38225   0.0130065
     1.14141     2.15759   0.0145806
     1.16706      1.9484  0.00945834
     1.19271     1.75316  0.00601454
     1.21836     1.54806   0.0110903
     1.24401     1.38251  0.00905194
     1.26966     1.24129   0.0114831
     1.29531     1.13133   0.0114271
     1.32096     1.03169   0.0116419
     1.34661    0.939106  0.00959171
     1.37226    0.859527  0.00589315
     1.39791     0.81768   0.0090595
     1.42355    0.776815  0.00753367
      1.4492    0.732438  0.00723456
     1.47485    0.707118  0.00721991
      1.5005    0.684241  0.00748213
     1.52615    0.674208  0.00829152
      1.5518     0.66808  0.00728064
     1.57745     0.66626  0.00690259
      1.6031    0.676047  0.00555537
     1.62875     0.69991  0.00546861
      1.6544    0.706816  0.00624302
     1.68005     0.74123  0.00254394
      1.7057    0.767563  0.00760992
     1.73135    0.786038  0.00642268
       1.757    0.821677  0.00458101
     1.78265    0.855302  0.00703893
      1.8083    0.899729  0.00847443
     1.83395    0.943519  0.00789934
      1.8596    0.978024  0.00752919
     1.88525     1.00925  0.00776352
