#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.92728     1.92728           0
           2      1.9434     1.93534  0.00569678
           3     1.92968     1.93345   0.0040985
           4     1.92233     1.93067  0.00390543
           5     1.95435     1.93541  0.00526299
           6     1.87658      1.9256  0.00996697
           7     1.96922     1.93183   0.0103087
           8     1.92701     1.93123  0.00903774
           9     1.99717     1.93856   0.0105952
          10     1.94935     1.93964  0.00959047
          11     1.88902     1.93504  0.00976018
          12     1.92633     1.93431  0.00897374
          13     1.89493     1.93128  0.00877984
          14     1.95524     1.93299  0.00831775
          15     1.88461     1.92977  0.00836525
          16     1.92161     1.92926  0.00785793
          17     1.93401     1.92954  0.00740068
          18     1.97783     1.93222  0.00746007
          19      1.8969     1.93036  0.00729542
          20     1.91904      1.9298  0.00695256
