#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.045148    0.045148           0
           2     0.04146    0.043304   0.0013039
           3     0.04422   0.0436093 0.000904313
           4     0.03763   0.0421145  0.00146147
           5    0.039052    0.041502  0.00129116
           6    0.029774   0.0395473  0.00208366
           7      0.0329   0.0385977  0.00199066
           8    0.043016     0.03915  0.00181683
           9    0.045562   0.0398624  0.00174908
          10     0.04068   0.0399442  0.00157608
          11    0.034962   0.0394913  0.00149646
          12    0.035714   0.0391765  0.00140447
          13    0.046028   0.0397035  0.00139182
          14     0.04279    0.039924  0.00130974
          15    0.032864   0.0394533  0.00130426
          16    0.047946   0.0399841  0.00132636
          17    0.038598   0.0399026  0.00125084
          18    0.040314   0.0399254  0.00118156
          19    0.037446   0.0397949  0.00112656
          20    0.034282   0.0395193  0.00110344
