#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.006772    0.006772           0
           2   -0.002152     0.00231  0.00315511
           3      0.0051     0.00324  0.00223627
           4   -0.003208    0.001628  0.00218218
           5   -0.006028    9.68e-05  0.00221885
           6    0.003498 0.000663667  0.00192009
           7    0.002888 0.000981429  0.00167188
           8   -0.003902    0.000371  0.00157038
           9   -0.002442 5.84444e-05  0.00142666
          10   -0.001084   -5.58e-05  0.00128856
          11    0.008658 0.000736364  0.00139381
          12      0.0072    0.001275  0.00137781
          13    0.009594  0.00191492  0.00141263
          14   -0.002038  0.00163257  0.00133965
          15    0.002636  0.00169947  0.00125201
          16    0.000914  0.00165037  0.00117472
          17    -0.00962 0.000987412  0.00127909
          18   -0.003592    0.000733  0.00123307
          19   -0.000418 0.000672421  0.00116966
          20      -0.007   0.0002888   0.0011724
