#      BLOCK:  	 ACTUAL_R:       R_AVE:       ERROR:
          342      2.83945      11.7178     0.593099
          343      1.38164      11.6877     0.592135
          344      1.38164      11.6577     0.591171
          345      1.38164       11.628     0.590207
          346      1.38164      11.5984     0.589243
          347      2.88006      11.5732     0.588079
          348      2.88006      11.5482     0.586919
          349      2.88006      11.5234     0.585762
          350      2.88006      11.4987     0.584607
          351      2.88006      11.4742     0.583456
          352      2.88006      11.4497     0.582309
          353      2.88006      11.4255     0.581164
          354      2.88006      11.4013     0.580022
          355      2.88006      11.3773     0.578884
          356      4.83285      11.3589     0.577548
          357      4.83285      11.3407     0.576218
          358      4.83285      11.3225     0.574894
          359      5.84082      11.3072     0.573494
          360      5.84916      11.2921     0.572099
          361      5.54414      11.2761     0.570735
          362      5.72518      11.2608     0.569362
          363      4.77684      11.2429     0.568073
          364      3.62162       11.222     0.566897
          365      3.62162      11.2012     0.565725
          366      4.82839      11.1838     0.564445
          367      4.82839      11.1664     0.563172
          368      4.82839      11.1492     0.561903
          369      6.72823      11.1372     0.560506
          370      6.72823      11.1253     0.559116
          371      8.01452      11.1169      0.55767
          372      8.17915       11.109     0.556225
          373      7.64635      11.0998      0.55481
          374      7.64635      11.0905     0.553401
          375      6.00044      11.0769     0.552091
          376      6.00044      11.0634     0.550786
          377      6.03119      11.0501     0.549485
          378      5.27553      11.0348     0.548242
          379      5.16907      11.0193     0.547013
          380      5.16907       11.004     0.545789
          381      5.16907      10.9886      0.54457
          382      5.16907      10.9734     0.543356
          383      6.29375      10.9612     0.542073
          384      6.29375       10.949     0.540796
          385      4.58901      10.9325     0.539642
          386      5.80978      10.9192     0.538406
          387       2.5814      10.8977     0.537445
          388       2.5814      10.8763     0.536487
          389      3.51998      10.8573      0.53544
          390      3.53798      10.8386     0.534395
          391      3.53798      10.8199     0.533353
          392      3.63154      10.8016     0.532307
          393      2.46682      10.7804     0.531374
          394      2.46682      10.7593     0.530443
          395      2.46682      10.7383     0.529515
          396      2.46682      10.7174     0.528589
          397      2.46682      10.6966     0.527665
          398      2.46682      10.6759     0.526744
          399       2.8341      10.6563      0.52579
          400      4.97239      10.6421     0.524666
          401      7.73877      10.6348     0.523406
          402      5.94969      10.6232     0.522232
          403      5.56013      10.6106     0.521086
          404      4.82091      10.5963     0.519992
          405      4.82091       10.582     0.518903
          406      2.89229      10.5631      0.51797
          407      2.89229      10.5442     0.517039
          408      3.48101      10.5269     0.516061
          409      3.44129      10.5096     0.515089
          410      3.93699      10.4936     0.514081
          411      3.93699      10.4776     0.513077
          412      3.47284      10.4606     0.512112
          413      4.03879      10.4451     0.511107
          414      5.00292      10.4319     0.510041
          415      4.37138      10.4173      0.50902
          416      4.37138      10.4028     0.508003
          417      4.10247      10.3877     0.507008
          418      4.10247      10.3726     0.506017
          419      4.10247      10.3577      0.50503
          420      2.84617      10.3398     0.504143
          421      3.83264      10.3243     0.503182
          422      4.88994      10.3114     0.502153
          423      4.88994      10.2986     0.501128
          424      4.88994      10.2859     0.500108
          425      4.95491      10.2733     0.499087
          426      4.95491      10.2608     0.498071
          427      6.78914      10.2527      0.49697
          428      6.98797      10.2451     0.495866
          429      4.81478      10.2324     0.494871
          430       4.3862      10.2188     0.493905
          431        4.222      10.2049     0.492955
          432        4.222      10.1911     0.492007
          433        4.222      10.1773     0.491063
          434      6.48919      10.1688     0.490004
          435      6.48919      10.1603     0.488949
          436      8.16072      10.1557     0.487848
          437      7.86898      10.1505     0.486759
          438      7.77603      10.1451     0.485676
          439      7.77603      10.1397     0.484599
          440      9.92519      10.1392     0.483496
          441      9.36854      10.1375     0.482402
          442      8.73914      10.1343      0.48132
          443       7.3281       10.128     0.480274
          444      6.44601      10.1197     0.479263
          445      5.49316      10.1093     0.478297
          446      6.63791      10.1015     0.477287
          447      6.63791      10.0937     0.476281
          448      5.35998      10.0832     0.475335
          449      6.93639      10.0762     0.474326
          450      8.13146      10.0718     0.473291
          451      8.13146      10.0675      0.47226
          452      8.01615       10.063     0.471236
          453      10.0577       10.063     0.470194
          454      8.89741      10.0604     0.469165
          455      8.89741      10.0579     0.468139
          456      10.8842      10.0597     0.467115
          457        8.999      10.0574     0.466098
          458        8.999       10.055     0.465085
          459      9.56276       10.054     0.464071
          460      9.56276      10.0529     0.463063
          461      10.4723      10.0538     0.462058
          462       8.8966      10.0513     0.461064
          463       8.0091      10.0469     0.460088
          464       8.0091      10.0425     0.459116
          465      6.95264      10.0359     0.458176
          466      6.95264      10.0292      0.45724
          467      6.95264      10.0227     0.456307
          468      8.09924      10.0185      0.45535
          469      9.03109      10.0164     0.454383
          470      9.03109      10.0143      0.45342
          471      9.03109      10.0123     0.452461
          472      11.0645      10.0145     0.451507
          473      10.8776      10.0163     0.450555
          474      10.8682      10.0181     0.449607
          475      10.9284        10.02     0.448663
          476      10.9284      10.0219     0.447724
          477      11.4681       10.025     0.446794
          478      9.93202      10.0248     0.445859
          479       10.522      10.0258     0.444928
          480      10.2468      10.0263     0.444001
          481      11.2576      10.0288     0.443084
          482      10.5539      10.0299     0.442165
          483       9.9091      10.0297     0.441249
          484      8.52024      10.0265     0.440347
          485      8.52024      10.0234     0.439449
          486      8.52024      10.0203     0.438555
          487      8.52024      10.0173     0.437664
          488      8.52024      10.0142     0.436777
          489      8.47767      10.0111     0.435895
          490      8.61255      10.0082     0.435013
          491      8.32644      10.0048      0.43414
          492      7.85093      10.0004     0.433279
          493       6.7858      9.99388     0.432448
          494      4.69149      9.98315     0.431706
          495      4.69149      9.97246     0.430965
          496      4.69149      9.96181     0.430227
          497      2.90212       9.9476     0.429595
          498      2.50967      9.93267     0.428992
          499      1.26195      9.91529     0.428484
          500      1.26195      9.89799     0.427976
