#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     11.9305     11.9305           0
           2     11.5074      11.719    0.149583
           3      12.167     11.8683    0.157512
           4     11.3831      11.747     0.15809
           5     11.1414     11.6259    0.166521
           6     12.2745      11.734    0.170277
           7     11.1765     11.6543     0.16352
           8     12.7621     11.7928    0.192999
           9     11.5492     11.7657    0.173442
          10     12.4216     11.8313     0.16804
          11     11.6473     11.8146    0.153595
          12     11.7607     11.8101    0.140861
          13     10.7196     11.7262    0.152975
          14     12.1434      11.756    0.144922
          15     11.8047     11.7593    0.135297
          16     12.5163     11.8066    0.134859
          17     11.2624     11.7746    0.130671
          18     10.8847     11.7251    0.132433
          19     12.0222     11.7408    0.126382
          20     11.0331     11.7054    0.124918
