#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.201468    0.201468           0
           2     0.21644    0.208954   0.0052934
           3    0.243144    0.220351  0.00995202
           4    0.166304    0.206839   0.0138793
           5    0.155708    0.196613   0.0143856
           6    0.198636     0.19695    0.011992
           7     0.18085     0.19465   0.0104971
           8    0.248166     0.20134   0.0111139
           9    0.170172    0.197876   0.0104046
          10       0.213    0.199389  0.00947341
          11    0.184908    0.198072  0.00870318
          12    0.203286    0.198507  0.00798875
          13     0.21561    0.199822  0.00748178
          14    0.212544    0.200731  0.00700233
          15    0.204278    0.200968   0.0065395
          16    0.175746    0.199391  0.00631792
          17    0.181614    0.198346  0.00603219
          18    0.193302    0.198065  0.00570358
          19    0.170828    0.196632  0.00558064
          20    0.193678    0.196484  0.00530356
