#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     25.2107     25.2107           0
           2     25.1396     25.1751   0.0251366
           3     24.9738      25.108   0.0572903
           4     24.4014     24.9314    0.158911
           5     21.8843      24.322    0.559709
           6     26.0869     24.6161    0.538196
           7     21.1357     24.1189    0.651695
           8     22.8341     23.9583     0.58969
           9     26.2631     24.2144    0.577102
          10     25.1831     24.3113    0.527459
          11     25.6591     24.4338    0.493535
          12     22.4725     24.2703    0.478706
          13     25.7029     24.3805    0.454388
          14     21.8343     24.1987    0.456883
          15     23.7101     24.1661    0.427584
          16      22.617     24.0693    0.411675
          17     29.4158     24.3838    0.493171
          18     20.9626     24.1937    0.501061
          19     24.0163     24.1844    0.474776
          20     24.4542     24.1979    0.451229
