#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.00292     0.00292           0
           2   -0.075812   -0.036446    0.027836
           3    -0.02295  -0.0319473   0.0189173
           4   -0.031686   -0.031882   0.0141881
           5   -0.002906  -0.0260868    0.012478
           6   -0.031402  -0.0269727   0.0104298
           7   -0.041954  -0.0291129  0.00915674
           8    0.009602  -0.0242735  0.00920253
           9   -0.025586  -0.0244193  0.00818118
          10   -0.156344  -0.0376118   0.0145207
          11   -0.060896  -0.0397285   0.0133541
          12     0.11246  -0.0270462    0.017242
          13   -0.070126    -0.03036    0.016231
          14    0.098956  -0.0211231   0.0175037
          15   -0.057228  -0.0235301   0.0165015
          16    0.010202  -0.0214219   0.0156042
          17   -0.008602  -0.0206678   0.0147045
          18   -0.046772   -0.022118    0.013959
          19   -0.079724  -0.0251499   0.0135495
          20   -0.093738  -0.0285793    0.013299
