#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.71312     1.71312           0
           2     1.70815     1.71064  0.00175677
           3     1.69213     1.70447  0.00517184
           4     1.67499      1.6971  0.00746787
           5     1.69478     1.69663   0.0059886
           6     1.67694     1.69335  0.00582115
           7     1.72305     1.69759  0.00635039
           8     1.69191     1.69688  0.00559616
           9      1.7374     1.70139   0.0065388
          10     1.72495     1.70374  0.00629516
          11     1.68147     1.70172   0.0060397
          12     1.68241     1.70011  0.00574673
          13     1.66666     1.69754  0.00585226
          14     1.72611     1.69958  0.00577922
          15      1.6594      1.6969  0.00598252
          16     1.71393     1.69796  0.00570249
          17       1.687     1.69732  0.00540336
          18     1.75682     1.70062  0.00603027
          19     1.66572     1.69879   0.0059861
          20     1.70291     1.69899  0.00569034
