#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.038628    0.038628           0
           2      0.0342    0.036414  0.00156553
           3    0.037906   0.0369113   0.0011199
           4    0.034228   0.0362405  0.00102127
           5    0.034806   0.0359536 0.000856366
           6      0.0251   0.0341447  0.00179893
           7    0.032656    0.033932  0.00155446
           8    0.039366   0.0346113  0.00150124
           9    0.041138   0.0353364   0.0014994
          10    0.037174   0.0355202  0.00136067
          11    0.029236   0.0349489  0.00135159
          12    0.031236   0.0346395  0.00127388
          13    0.040302   0.0350751  0.00124814
          14     0.03642   0.0351711  0.00116268
          15    0.029132   0.0347685  0.00115277
          16    0.042702   0.0352644  0.00118256
          17    0.035028   0.0352505  0.00111308
          18    0.032354   0.0350896  0.00106281
          19     0.03322   0.0349912  0.00101142
          20    0.031228    0.034803 0.000978192
