#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.506513   -0.506513           0
           2   -0.502872   -0.504692  0.00128713
           3   -0.506426    -0.50527 0.000979284
           4   -0.505853   -0.505416 0.000745206
           5    -0.50734   -0.505801 0.000688409
           6   -0.504358    -0.50556 0.000614232
           7   -0.505573   -0.505562 0.000526487
           8   -0.504859   -0.505474 0.000467947
           9   -0.505551   -0.505483  0.00041603
          10   -0.504463   -0.505381 0.000386711
          11   -0.504277    -0.50528 0.000364349
          12   -0.506317   -0.505367 0.000344068
          13   -0.506658   -0.505466 0.000331629
          14   -0.503628   -0.505335 0.000332908
          15   -0.503975   -0.505244 0.000322828
          16   -0.506106   -0.505298 0.000307112
          17   -0.505273   -0.505297 0.000289051
          18   -0.505455   -0.505305 0.000273126
          19   -0.505892   -0.505336 0.000260493
          20   -0.503961   -0.505267 0.000256389
