#      BLOCK:  	 ACTUAL_R:       R_AVE:       ERROR:
          322      1.65242      7.26892     0.529816
          323      1.65242      7.25153     0.528459
          324      1.65242      7.23425     0.527109
          325      1.45213      7.21645     0.525785
          326     0.675612      7.19639     0.524554
          327     0.675612      7.17645     0.523327
          328      1.39166      7.15881     0.522028
          329      1.39166      7.14128     0.520734
          330      1.10544      7.12299     0.519475
          331      1.10544      7.10481     0.518222
          332      1.10544      7.08674     0.516975
          333       2.2066      7.07209     0.515629
          334       2.2066      7.05752     0.514289
          335      2.62704      7.04429     0.512922
          336      2.62704      7.03115     0.511562
          337      2.62704      7.01808     0.510209
          338      2.62704      7.00509     0.508863
          339      3.83209      6.99573     0.507446
          340      3.83209      6.98642     0.506037
          341      3.83209      6.97717     0.504636
          342      3.83209      6.96798     0.503242
          343       2.1138      6.95383     0.501972
          344      1.84578      6.93898     0.500731
          345      1.84578      6.92421     0.499496
          346      1.25302      6.90782      0.49832
          347       1.0424      6.89092     0.497169
          348       1.0424      6.87411     0.496023
          349       1.0424       6.8574     0.494882
          350       1.0424      6.84079     0.493746
          351       1.0424      6.82427     0.492614
          352       1.0424      6.80784     0.491487
          353       1.0424      6.79151     0.490365
          354       1.0424      6.77527     0.489247
          355       1.0424      6.75912     0.488134
          356       1.0424      6.74306     0.487026
          357       1.0424       6.7271     0.485922
          358       1.0424      6.71122     0.484823
          359       1.0424      6.69543     0.483729
          360       1.0424      6.67972     0.482639
          361     0.556853      6.66276     0.481599
          362     0.556853      6.64589     0.480563
          363     0.556853      6.62912      0.47953
          364     0.556853      6.61244     0.478502
          365     0.556853      6.59585     0.477478
          366     0.556853      6.57935     0.476457
          367     0.556853      6.56294      0.47544
          368      1.19882      6.54836     0.474371
          369      1.19882      6.53386     0.473305
          370      1.19882      6.51944     0.472245
          371      1.41239      6.50568     0.471171
          372      2.44681      6.49477     0.470029
          373      2.73978       6.4847     0.468876
          374      2.73978      6.47469     0.467728
          375      2.73978      6.46473     0.466585
          376      2.73978      6.45482     0.465448
          377      1.99956        6.443     0.464362
          378      1.41464       6.4297     0.463323
          379       1.7236      6.41728     0.462266
          380       1.7236      6.40493     0.461213
          381       1.7236      6.39265     0.460165
          382       1.7236      6.38042     0.459121
          383      1.96055      6.36888     0.458066
          384      1.96055       6.3574     0.457016
          385      2.11565      6.34639     0.455961
          386      2.19075      6.33562     0.454905
          387      2.19075      6.32491     0.453855
          388      2.19075      6.31425     0.452809
          389      2.55437      6.30459     0.451747
          390      2.35233      6.29445     0.450701
          391      2.35233      6.28437      0.44966
          392      2.43549      6.27455     0.448619
          393      1.38827      6.26212     0.447648
          394      1.38827      6.24975     0.446682
          395      1.38827      6.23744      0.44572
          396      1.38827       6.2252     0.444761
          397      1.38827      6.21301     0.443807
          398      1.38827      6.20089     0.442856
          399      1.38827      6.18883      0.44191
          400      1.38827      6.17683     0.440967
          401      1.38827      6.16489     0.440028
          402      1.38827        6.153     0.439093
          403      1.38827      6.14118     0.438161
          404      1.28646      6.12916     0.437241
          405      1.28646      6.11721     0.436324
          406      1.28646      6.10531      0.43541
          407      1.28646      6.09347       0.4345
          408      1.36987      6.08189     0.433589
          409      1.38808      6.07042      0.43268
          410      1.67696       6.0597     0.431756
          411      1.67696      6.04904     0.430836
          412      1.61145      6.03826     0.429924
          413      1.61145      6.02755     0.429016
          414      1.61145      6.01688     0.428111
          415      1.16175      6.00518     0.427239
          416        1.135      5.99347     0.426371
          417     0.919919      5.98131     0.425521
          418     0.919919       5.9692     0.424675
          419     0.919919      5.95715     0.423831
          420     0.919919      5.94515     0.422991
          421      1.00909      5.93343     0.422148
          422      1.00909      5.92176     0.421308
          423      1.00909      5.91015     0.420471
          424      1.00909      5.89859     0.419638
          425      1.00909      5.88708     0.418807
          426      1.00909      5.87563      0.41798
          427      1.00909      5.86423     0.417156
          428      2.15266      5.85556      0.41627
          429      2.15266      5.84693     0.415388
          430      2.15266      5.83834      0.41451
          431      2.55221      5.83072     0.413618
          432      2.55221      5.82313     0.412729
          433      2.55221      5.81557     0.411844
          434      2.55221      5.80805     0.410963
          435      2.55221      5.80057     0.410085
          436      2.55221      5.79312     0.409211
          437      2.55221       5.7857     0.408341
          438      2.55221      5.77832     0.407475
          439      2.55221      5.77097     0.406612
          440      3.58638      5.76601     0.405717
          441      3.77562      5.76149     0.404821
          442      4.10136      5.75774     0.403922
          443      4.01647      5.75381     0.403028
          444      4.01647      5.74989     0.402138
          445      2.64788      5.74292     0.401294
          446      2.64788      5.73598     0.400454
          447      2.64788      5.72907     0.399616
          448      2.64788       5.7222     0.398783
          449      2.64788      5.71535     0.397952
          450      3.31716      5.71002     0.397103
          451      3.31716      5.70471     0.396257
          452      2.61955      5.69789     0.395438
          453      2.61955      5.69109     0.394623
          454      1.13335      5.68105     0.393881
          455      1.13335      5.67106     0.393141
          456      1.13335      5.66111     0.392404
          457      4.02329      5.65752     0.391561
          458      4.02329      5.65396     0.390721
          459      4.47196      5.65138     0.389878
          460       2.7454      5.64506     0.389081
          461       2.7454      5.63877     0.388287
          462      1.14127      5.62904     0.387567
          463      1.14127      5.61935     0.386851
          464      1.14127      5.60969     0.386137
          465      1.14127      5.60009     0.385425
          466      1.05379      5.59033     0.384721
          467      1.05379      5.58061     0.384019
          468      1.62259      5.57216     0.383291
          469      2.24694      5.56507     0.382539
          470      2.24694      5.55801     0.381789
          471      2.24694      5.55098     0.381043
          472      2.24694      5.54398     0.380299
          473      2.24694      5.53701     0.379558
          474      2.24694      5.53007      0.37882
          475      2.24694      5.52315     0.378085
          476      2.24694      5.51627     0.377353
          477      3.33061      5.51169     0.376589
          478      3.33061      5.50713     0.375828
          479      3.33061      5.50258      0.37507
          480       3.4738      5.49836     0.374311
          481       3.4738      5.49415     0.373556
          482       3.4738      5.48996     0.372804
          483      3.68328      5.48621      0.37205
          484      3.86916      5.48287     0.371295
          485      3.86916      5.47955     0.370544
          486       3.0063      5.47446     0.369816
          487       3.0063      5.46939     0.369091
          488       3.0063      5.46434     0.368368
          489      2.95256      5.45921      0.36765
          490      2.89174      5.45397     0.366936
          491      2.36623      5.44768     0.366242
          492      1.60876      5.43987      0.36558
          493      1.60876       5.4321     0.364921
          494      1.80162      5.42475     0.364255
          495      1.37331      5.41657     0.363611
          496      1.37331      5.40842     0.362969
          497      1.37331       5.4003     0.362328
          498      1.37331      5.39221     0.361691
          499     0.922725      5.38326     0.361076
          500     0.922725      5.37433     0.360464
          501     0.922725      5.36545     0.359853
          502     0.922725       5.3566     0.359245
          503     0.922725      5.34778     0.358638
          504     0.922725        5.339     0.358033
          505       1.8085      5.33201     0.357392
          506      1.13431      5.32372     0.356782
          507      1.21012       5.3156      0.35617
          508     0.997025       5.3071     0.355569
          509     0.997025      5.29864     0.354971
          510      2.54496      5.29324     0.354316
          511      2.75724      5.28827     0.353656
          512      2.75724      5.28333        0.353
          513      1.68537      5.27632     0.352381
          514       1.6567      5.26927     0.351765
          515      0.96676      5.26092     0.351181
          516      0.96676       5.2526     0.350598
          517     0.681551      5.24376     0.350031
          518     0.681551      5.23495     0.349466
          519     0.681551      5.22618     0.348902
          520     0.681551      5.21744      0.34834
          521     0.681551      5.20873      0.34778
          522     0.681551      5.20006     0.347221
          523     0.681551      5.19142     0.346664
          524     0.681551      5.18281     0.346109
          525     0.777062      5.17442     0.345551
          526     0.777062      5.16606     0.344995
          527     0.777062      5.15773      0.34444
          528     0.777062      5.14943     0.343887
          529     0.777062      5.14117     0.343336
          530     0.777062      5.13293     0.342787
          531     0.777062      5.12473     0.342239
          532     0.777062      5.11656     0.341693
          533     0.777062      5.10842     0.341148
          534     0.777062      5.10031     0.340605
          535     0.777062      5.09223     0.340064
          536     0.777062      5.08417     0.339525
          537     0.777062      5.07615     0.338987
          538     0.777062      5.06816      0.33845
          539     0.777062       5.0602     0.337916
          540     0.977445      5.05264     0.337374
          541     0.977445      5.04511     0.336834
          542     0.977445       5.0376     0.336296
          543     0.651859      5.02953     0.335773
          544     0.651859      5.02148     0.335252
          545     0.651859      5.01346     0.334732
          546     0.651859      5.00547     0.334214
          547     0.651859      4.99751     0.333697
          548     0.651859      4.98958     0.333182
          549     0.651859      4.98168     0.332669
          550     0.651859      4.97381     0.332157
          551     0.651859      4.96597     0.331646
          552     0.651859      4.95815     0.331137
          553     0.651859      4.95036     0.330629
          554     0.651859      4.94261     0.330123
          555     0.651859      4.93487     0.329618
          556     0.651859      4.92717     0.329115
          557     0.651859       4.9195     0.328613
          558     0.651859      4.91185     0.328113
          559     0.911191      4.90469     0.327604
          560     0.911191      4.89756     0.327096
          561     0.911191      4.89045      0.32659
          562     0.911191      4.88337     0.326085
          563      1.13241      4.87671     0.325574
          564      1.13241      4.87007     0.325064
          565      1.67662      4.86442     0.324537
          566      1.67662      4.85879     0.324012
          567     0.709677      4.85147     0.323523
          568     0.709677      4.84418     0.323035
          569     0.709677      4.83691     0.322549
          570     0.709677      4.82967     0.322064
          571     0.709677      4.82246      0.32158
          572     0.806378      4.81543     0.321094
          573     0.806378      4.80844      0.32061
          574     0.806378      4.80147     0.320127
          575     0.806378      4.79452     0.319645
          576     0.806378      4.78759     0.319165
          577      1.21025      4.78139     0.318671
          578      1.21025      4.77522     0.318179
          579      1.21025      4.76906     0.317689
          580      1.34971      4.76316     0.317196
          581      1.34971      4.75729     0.316704
          582     0.625408      4.75019     0.316239
          583     0.625408      4.74311     0.315775
          584     0.625408      4.73606     0.315313
          585     0.625408      4.72904     0.314852
          586     0.625408      4.72203     0.314392
          587     0.574996      4.71497     0.313936
          588     0.574996      4.70793      0.31348
          589     0.574996      4.70091     0.313026
          590     0.574996      4.69392     0.312573
          591     0.574996      4.68695     0.312122
          592     0.574996         4.68     0.311672
          593     0.574996      4.67308     0.311223
          594     0.574996      4.66618     0.310775
          595     0.574996       4.6593     0.310328
          596     0.574996      4.65245     0.309883
          597     0.574996      4.64562     0.309439
          598     0.574996      4.63881     0.308996
          599     0.574996      4.63203     0.308554
          600     0.574996      4.62527     0.308114
          601     0.574996      4.61853     0.307674
          602     0.574996      4.61181     0.307236
          603      1.36923      4.60643     0.306774
          604      1.56472       4.6014     0.306307
          605      1.37438      4.59606     0.305846
          606      1.37438      4.59075     0.305388
          607      1.37438      4.58545      0.30493
          608      1.37438      4.58017     0.304474
          609      1.37438       4.5749     0.304019
          610     0.878474      4.56884     0.303581
          611     0.878474       4.5628     0.303144
          612     0.878474      4.55678     0.302708
          613     0.878474      4.55078     0.302273
          614     0.878474       4.5448      0.30184
          615      1.11931      4.53923       0.3014
          616      1.11931      4.53368     0.300962
          617     0.952322      4.52788      0.30053
          618     0.952322      4.52209     0.300099
          619     0.952322      4.51632     0.299669
          620     0.952322      4.51058      0.29924
          621     0.952322      4.50485     0.298813
          622     0.952322      4.49913     0.298387
          623     0.952322      4.49344     0.297962
          624     0.952322      4.48777     0.297538
          625     0.952322      4.48211     0.297116
          626     0.952322      4.47647     0.296694
          627     0.952322      4.47085     0.296274
          628      1.27973      4.46577     0.295845
          629      1.27973       4.4607     0.295418
          630      1.27973      4.45565     0.294992
          631      1.27973      4.45062     0.294567
          632      1.27973       4.4456     0.294144
          633      1.27973       4.4406     0.293721
          634      1.27973      4.43562       0.2933
          635      1.27973      4.43065      0.29288
          636     0.517863       4.4245     0.292484
          637      1.44575      4.41982     0.292062
          638      1.44575      4.41516     0.291641
          639     0.989377       4.4098     0.291233
          640     0.989377      4.40445     0.290827
          641     0.989377      4.39912     0.290422
          642     0.989377      4.39381     0.290018
          643     0.989377      4.38852     0.289615
          644     0.989377      4.38324     0.289213
          645     0.989377      4.37798     0.288812
          646     0.989377      4.37273     0.288412
          647     0.989377       4.3675     0.288014
          648     0.989377      4.36229     0.287616
          649     0.989377      4.35709      0.28722
          650     0.989377      4.35191     0.286824
          651     0.989377      4.34675      0.28643
          652     0.989377       4.3416     0.286037
          653     0.989377      4.33646     0.285644
          654     0.989377      4.33135     0.285253
          655     0.989377      4.32624     0.284863
          656     0.989377      4.32116     0.284474
          657      1.23661      4.31646     0.284079
          658     0.955437      4.31135     0.283693
          659     0.955437      4.30626     0.283308
          660     0.955437      4.30119     0.282924
          661     0.955437      4.29612     0.282541
          662      1.22817      4.29149     0.282152
          663      1.22817      4.28687     0.281764
          664      1.22817      4.28226     0.281377
          665      1.22817      4.27767     0.280991
          666      1.22817      4.27309     0.280606
          667      1.22817      4.26853     0.280223
          668     0.868689      4.26344     0.279849
          669     0.868689      4.25836     0.279476
          670      1.18743      4.25378     0.279097
          671      2.13106      4.25061     0.278698
          672      1.53325      4.24657     0.278313
          673      1.53325      4.24254     0.277928
          674      1.53325      4.23852     0.277545
          675      1.05845      4.23381     0.277173
          676      1.05845      4.22911     0.276803
          677      1.05845      4.22443     0.276433
          678      1.05845      4.21976     0.276065
          679      1.05845       4.2151     0.275697
          680      1.05845      4.21046      0.27533
          681      1.05845      4.20583     0.274965
          682      2.41497      4.20321     0.274574
          683      2.41497      4.20059     0.274184
          684      2.41497      4.19798     0.273795
          685      2.41497      4.19537     0.273408
          686      2.41497      4.19278     0.273021
          687      2.41497      4.19019     0.272636
          688      2.68868      4.18801     0.272248
          689      2.68868      4.18583     0.271861
          690      2.74403      4.18374     0.271475
          691      2.74403      4.18166      0.27109
          692      2.74403      4.17958     0.270706
          693      3.02797      4.17792      0.27032
          694      3.51623      4.17697     0.269932
          695      3.51623      4.17602     0.269545
          696      3.51623      4.17507     0.269159
          697      2.83065      4.17314      0.26878
          698      2.83065      4.17122     0.268401
          699      2.83065       4.1693     0.268024
          700      2.83065      4.16739     0.267647
          701      2.83065      4.16548     0.267272
          702       2.1951      4.16267     0.266906
          703       2.1951      4.15987     0.266541
          704       2.1951      4.15708     0.266176
          705      2.58556      4.15485     0.265808
          706      2.43717      4.15242     0.265442
          707      2.43717      4.14999     0.265078
          708      2.43717      4.14758     0.264714
          709      3.96734      4.14732     0.264341
          710      3.62127      4.14658     0.263969
          711      3.62127      4.14584     0.263599
