#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   -0.004864   -0.004864           0
           2   -0.012572   -0.008718  0.00272519
           3   -0.005506 -0.00764733  0.00201617
           4     0.02829    0.001337  0.00792624
           5    0.002112    0.001492   0.0063425
           6    0.005614    0.002179   0.0053225
           7   -0.007064 0.000858571  0.00472309
           8   -0.010734  -0.0005905  0.00434932
           9    0.008122 0.000377556  0.00397233
          10    0.001472    0.000487  0.00357661
          11   -0.011044-0.000561273  0.00340161
          12    0.004286-0.000157333  0.00314204
          13    -0.00885   -0.000826  0.00297064
          14   -0.012136 -0.00163386   0.0028662
          15    0.013366-0.000633867  0.00284422
          16    0.003578-0.000370625  0.00267861
          17   -0.000402-0.000372471  0.00252104
          18    0.010406 0.000226333  0.00245107
          19   -0.013186-0.000479579  0.00242158
          20    0.007888   -6.12e-05  0.00233637
