#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.71192     3.71192           0
           2     3.88978     3.80085   0.0628825
           3     3.69028     3.76399   0.0516035
           4      3.6945     3.74662   0.0415238
           5     3.77726     3.75275   0.0336681
           6     3.72286     3.74777   0.0284227
           7      3.8508     3.76249   0.0279146
           8     3.90487     3.78028   0.0295596
           9     3.74198     3.77603   0.0265797
          10     3.59183     3.75761   0.0296246
          11     3.57378      3.7409    0.031292
          12     3.83376     3.74864   0.0296257
          13     3.72631     3.74692   0.0273966
          14     3.88252      3.7566   0.0270978
          15     3.68739     3.75199   0.0256811
          16     3.83147     3.75696   0.0245518
          17     3.90749     3.76581   0.0246527
          18     3.77759     3.76647   0.0232917
          19     3.54153     3.75463   0.0248934
          20     3.67547     3.75067   0.0239614
