#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.80542    -0.80542           0
           2   -0.802212   -0.803816   0.0011342
           3   -0.803076   -0.803569 0.000782496
           4   -0.805744   -0.804113 0.000752395
           5   -0.806864   -0.804663 0.000777483
           6    -0.80608   -0.804899  0.00068282
           7   -0.803288   -0.804669 0.000622867
           8    -0.80192   -0.804326 0.000632743
           9   -0.804096     -0.8043 0.000562952
          10   -0.805996    -0.80447 0.000531591
          11   -0.803872   -0.804415 0.000486033
          12    -0.80864   -0.804767 0.000558672
          13   -0.802196    -0.80457 0.000549597
          14   -0.808328   -0.804838 0.000572163
          15   -0.805728   -0.804897 0.000537087
          16   -0.805276   -0.804921  0.00050404
          17   -0.806196   -0.804996 0.000479938
          18   -0.802844   -0.804876 0.000467929
          19   -0.805308   -0.804899 0.000443852
          20   -0.800744   -0.804691 0.000467763
