#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.009396    0.009396           0
           2    0.013474    0.011435  0.00144179
           3    0.031898    0.018256  0.00565166
           4   -0.035858   0.0047275   0.0124592
           5   -0.038202  -0.0038584   0.0125826
           6   -0.007394 -0.00444767   0.0104993
           7   -0.031432 -0.00830257  0.00968127
           8    0.062314   0.0005245   0.0118295
           9   -0.009924-0.000636444   0.0105719
          10     0.01251   0.0006782  0.00959613
          11    -0.01682-0.000912545  0.00885462
          12    0.012142 0.000175333  0.00818329
          13    0.005882 0.000614308  0.00756557
          14    0.020202  0.00201343  0.00715338
          15   -0.012352  0.00105573  0.00674029
          16   -0.034614 -0.00117363  0.00667753
          17   -0.027974 -0.00275012  0.00646815
          18   -0.031412 -0.00434244  0.00630176
          19    -0.03327 -0.00586495  0.00615126
          20      -0.007  -0.0059217  0.00584396
