#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     10.4636     10.4636           0
           2     9.21706     9.84033    0.440715
           3     9.92854     9.86973    0.294789
           4     9.79667     9.85147    0.221657
           5     10.8372     10.0486    0.250076
           6      10.381      10.104    0.214445
           7      9.5592     10.0262    0.197429
           8     10.8169      10.125    0.195936
           9     10.6945     10.1883    0.184099
          10     10.1496     10.1844     0.16573
          11     10.0132     10.1689    0.151393
          12     10.1741     10.1693    0.138778
          13     8.87317     10.0696    0.159956
          14     10.6694     10.1124    0.154163
          15     10.0647     10.1093    0.143918
          16     10.6048     10.1402    0.138215
          17     10.5904     10.1667    0.132597
          18     9.35916     10.1218    0.132603
          19     10.7395     10.1543    0.129548
          20     8.40468     10.0669    0.149723
