#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1         1.5         1.5           0
           2         1.5         1.5 2.09148e-07
           3         1.5         1.5 2.15252e-07
           4         1.5         1.5 1.85518e-07
           5         1.5         1.5 1.49012e-07
           6         1.5         1.5 1.46254e-07
           7         1.5         1.5 2.07702e-07
           8         1.5         1.5 3.14429e-07
           9         1.5         1.5 4.46151e-07
          10         1.5         1.5 5.95562e-07
          11     1.50001         1.5 7.59866e-07
          12     1.50001         1.5  9.3755e-07
          13     1.50001         1.5 1.12729e-06
          14     1.50001         1.5 1.32829e-06
          15     1.50002         1.5  1.5399e-06
          16     1.50002     1.50001  1.7613e-06
          17     1.50002     1.50001 1.99203e-06
          18     1.50003     1.50001  2.2319e-06
          19     1.50003     1.50001 2.48065e-06
          20     1.50004     1.50001 2.73784e-06
          21     1.50004     1.50001 3.00306e-06
          22     1.50005     1.50001 3.27599e-06
          23     1.50005     1.50002 3.55636e-06
          24     1.50006     1.50002 3.84399e-06
          25     1.50006     1.50002 4.13876e-06
          26     1.50007     1.50002 4.44049e-06
          27     1.50008     1.50002 4.74898e-06
          28     1.50008     1.50003 5.06407e-06
          29     1.50009     1.50003 5.38562e-06
          30      1.5001     1.50003 5.71358e-06
          31     1.50011     1.50003 6.04798e-06
          32     1.50012     1.50004 6.38878e-06
          33     1.50012     1.50004 6.73586e-06
          34     1.50013     1.50004 7.08912e-06
          35     1.50014     1.50004 7.44852e-06
          36     1.50015     1.50005 7.81397e-06
          37     1.50016     1.50005 8.18535e-06
          38     1.50017     1.50005 8.56254e-06
          39     1.50018     1.50006 8.94544e-06
          40     1.50019     1.50006 9.33397e-06
          41      1.5002     1.50006 9.72807e-06
          42     1.50021     1.50007 1.01277e-05
          43     1.50022     1.50007 1.05328e-05
          44     1.50024     1.50007 1.09434e-05
          45     1.50025     1.50008 1.13596e-05
          46     1.50026     1.50008 1.17814e-05
          47     1.50027     1.50009 1.22087e-05
          48     1.50028     1.50009 1.26414e-05
          49      1.5003     1.50009 1.30796e-05
          50     1.50031      1.5001 1.35231e-05
          51     1.50033      1.5001 1.39719e-05
          52     1.50034     1.50011  1.4426e-05
          53     1.50035     1.50011 1.48855e-05
          54     1.50037     1.50012 1.53503e-05
          55     1.50038     1.50012 1.58203e-05
          56      1.5004     1.50013 1.62956e-05
          57     1.50041     1.50013  1.6776e-05
          58     1.50043     1.50014 1.72617e-05
          59     1.50045     1.50014 1.77525e-05
          60     1.50046     1.50015 1.82484e-05
          61     1.50048     1.50015 1.87493e-05
          62      1.5005     1.50016 1.92553e-05
          63     1.50052     1.50016 1.97664e-05
          64     1.50053     1.50017 2.02824e-05
          65     1.50055     1.50018 2.08035e-05
          66     1.50057     1.50018 2.13295e-05
          67     1.50059     1.50019 2.18605e-05
          68     1.50061     1.50019 2.23964e-05
          69     1.50063      1.5002 2.29372e-05
          70     1.50065     1.50021 2.34829e-05
          71     1.50067     1.50021 2.40334e-05
          72     1.50069     1.50022 2.45888e-05
          73     1.50071     1.50023  2.5149e-05
          74     1.50073     1.50023 2.57141e-05
          75     1.50075     1.50024 2.62839e-05
          76     1.50077     1.50025 2.68586e-05
          77      1.5008     1.50025 2.74381e-05
          78     1.50082     1.50026 2.80223e-05
          79     1.50084     1.50027 2.86113e-05
          80     1.50086     1.50028 2.92052e-05
          81     1.50089     1.50028 2.98038e-05
          82     1.50091     1.50029 3.04073e-05
          83     1.50094      1.5003 3.10156e-05
          84     1.50096     1.50031 3.16287e-05
          85     1.50099     1.50032 3.22466e-05
          86     1.50101     1.50032 3.28692e-05
          87     1.50104     1.50033 3.34966e-05
          88     1.50106     1.50034 3.41288e-05
          89     1.50109     1.50035 3.47658e-05
          90     1.50111     1.50036 3.54076e-05
          91     1.50114     1.50037 3.60542e-05
          92     1.50117     1.50037 3.67056e-05
          93      1.5012     1.50038 3.73618e-05
          94     1.50122     1.50039 3.80229e-05
          95     1.50125      1.5004 3.86887e-05
          96     1.50128     1.50041 3.93594e-05
          97     1.50131     1.50042  4.0035e-05
          98     1.50134     1.50043 4.07153e-05
          99     1.50137     1.50044 4.14006e-05
         100      1.5014     1.50045 4.20906e-05
         101     1.50143     1.50046 4.27856e-05
         102     1.50146     1.50047 4.34854e-05
         103     1.50149     1.50048 4.41902e-05
         104     1.50153     1.50049 4.48998e-05
         105     1.50156      1.5005 4.56144e-05
         106     1.50159     1.50051  4.6334e-05
         107     1.50162     1.50052 4.70586e-05
         108     1.50166     1.50053 4.77882e-05
         109     1.50169     1.50054 4.85228e-05
         110     1.50172     1.50055 4.92624e-05
         111     1.50176     1.50056 5.00071e-05
         112     1.50179     1.50057 5.07569e-05
         113     1.50183     1.50058 5.15117e-05
         114     1.50186     1.50059 5.22718e-05
         115      1.5019     1.50061  5.3037e-05
         116     1.50194     1.50062 5.38073e-05
         117     1.50197     1.50063 5.45829e-05
         118     1.50201     1.50064 5.53637e-05
         119     1.50205     1.50065 5.61497e-05
         120     1.50209     1.50066  5.6941e-05
         121     1.50213     1.50068 5.77375e-05
         122     1.50217     1.50069 5.85394e-05
         123      1.5022      1.5007 5.93466e-05
         124     1.50224     1.50071 6.01591e-05
         125     1.50228     1.50073 6.09771e-05
         126     1.50233     1.50074 6.18004e-05
         127     1.50237     1.50075 6.26293e-05
         128     1.50241     1.50076 6.34636e-05
         129     1.50245     1.50078 6.43034e-05
         130     1.50249     1.50079 6.51487e-05
         131     1.50254      1.5008 6.59997e-05
         132     1.50258     1.50082 6.68563e-05
         133     1.50262     1.50083 6.77186e-05
         134     1.50267     1.50084 6.85866e-05
         135     1.50271     1.50086 6.94603e-05
         136     1.50276     1.50087 7.03399e-05
         137      1.5028     1.50089 7.12253e-05
         138     1.50285      1.5009 7.21166e-05
         139      1.5029     1.50092 7.30138e-05
         140     1.50294     1.50093 7.39171e-05
         141     1.50299     1.50094 7.48263e-05
         142     1.50304     1.50096 7.57417e-05
         143     1.50309     1.50097 7.66631e-05
         144     1.50314     1.50099 7.75907e-05
         145     1.50319       1.501 7.85245e-05
         146     1.50324     1.50102 7.94646e-05
         147     1.50329     1.50104  8.0411e-05
         148     1.50334     1.50105 8.13636e-05
         149     1.50339     1.50107 8.23227e-05
         150     1.50345     1.50108 8.32883e-05
         151      1.5035      1.5011 8.42603e-05
         152     1.50355     1.50111 8.52389e-05
         153     1.50361     1.50113 8.62242e-05
         154     1.50366     1.50115 8.72161e-05
         155     1.50372     1.50116 8.82147e-05
         156     1.50377     1.50118 8.92201e-05
         157     1.50383      1.5012 9.02324e-05
         158     1.50389     1.50121 9.12516e-05
         159     1.50394     1.50123 9.22778e-05
         160       1.504     1.50125 9.33111e-05
         161     1.50406     1.50127 9.43515e-05
         162     1.50412     1.50128 9.53992e-05
         163     1.50418      1.5013 9.64541e-05
         164     1.50424     1.50132 9.75163e-05
         165      1.5043     1.50134 9.85859e-05
         166     1.50436     1.50136 9.96631e-05
         167     1.50443     1.50137 0.000100748
         168     1.50449     1.50139  0.00010184
         169     1.50455     1.50141  0.00010294
         170     1.50462     1.50143 0.000104048
         171     1.50468     1.50145 0.000105164
         172     1.50475     1.50147 0.000106287
         173     1.50482     1.50149 0.000107419
         174     1.50488     1.50151 0.000108559
         175     1.50495     1.50153 0.000109707
         176     1.50502     1.50155 0.000110863
         177     1.50509     1.50157 0.000112028
         178     1.50516     1.50159 0.000113201
         179     1.50523     1.50161 0.000114382
         180      1.5053     1.50163 0.000115573
         181     1.50537     1.50165 0.000116772
         182     1.50545     1.50167  0.00011798
         183     1.50552     1.50169 0.000119197
         184     1.50559     1.50171 0.000120423
         185     1.50567     1.50173 0.000121658
         186     1.50575     1.50175 0.000122902
         187     1.50582     1.50178 0.000124156
         188      1.5059      1.5018 0.000125419
         189     1.50598     1.50182 0.000126691
         190     1.50606     1.50184 0.000127974
         191     1.50614     1.50187 0.000129266
         192     1.50622     1.50189 0.000130568
         193      1.5063     1.50191  0.00013188
         194     1.50639     1.50193 0.000133202
         195     1.50647     1.50196 0.000134534
         196     1.50655     1.50198 0.000135877
         197     1.50664       1.502 0.000137231
         198     1.50673     1.50203 0.000138595
         199     1.50681     1.50205  0.00013997
         200      1.5069     1.50208 0.000141356
         201     1.50699      1.5021 0.000142752
         202     1.50708     1.50213 0.000144161
         203     1.50717     1.50215  0.00014558
         204     1.50727     1.50218 0.000147011
         205     1.50736      1.5022 0.000148454
         206     1.50746     1.50223 0.000149909
         207     1.50755     1.50225 0.000151375
         208     1.50765     1.50228 0.000152854
         209     1.50775      1.5023 0.000154345
         210     1.50784     1.50233 0.000155848
         211     1.50794     1.50236 0.000157364
         212     1.50805     1.50238 0.000158893
         213     1.50815     1.50241 0.000160435
         214     1.50825     1.50244  0.00016199
         215     1.50836     1.50247 0.000163558
         216     1.50846     1.50249  0.00016514
         217     1.50857     1.50252 0.000166735
         218     1.50868     1.50255 0.000168345
         219     1.50879     1.50258 0.000169968
         220      1.5089     1.50261 0.000171606
         221     1.50901     1.50264 0.000173258
         222     1.50912     1.50267 0.000174925
         223     1.50924     1.50269 0.000176607
         224     1.50936     1.50272 0.000178304
         225     1.50947     1.50275 0.000180016
         226     1.50959     1.50278 0.000181744
         227     1.50971     1.50282 0.000183487
         228     1.50983     1.50285 0.000185246
         229     1.50996     1.50288 0.000187022
         230     1.51008     1.50291 0.000188814
         231     1.51021     1.50294 0.000190623
         232     1.51034     1.50297 0.000192448
         233     1.51047       1.503 0.000194291
         234      1.5106     1.50304 0.000196151
         235     1.51073     1.50307 0.000198029
         236     1.51086      1.5031 0.000199924
         237       1.511     1.50314 0.000201838
         238     1.51114     1.50317  0.00020377
         239     1.51128      1.5032 0.000205721
         240     1.51142     1.50324  0.00020769
         241     1.51156     1.50327 0.000209679
         242      1.5117     1.50331 0.000211688
         243     1.51185     1.50334 0.000213716
         244       1.512     1.50338 0.000215764
         245     1.51215     1.50341 0.000217832
         246      1.5123     1.50345 0.000219921
         247     1.51245     1.50349 0.000222031
         248     1.51261     1.50352 0.000224163
         249     1.51277     1.50356 0.000226315
         250     1.51293      1.5036  0.00022849
         251     1.51309     1.50364 0.000230687
         252     1.51325     1.50367 0.000232906
         253     1.51342     1.50371 0.000235148
         254     1.51358     1.50375 0.000237412
         255     1.51375     1.50379 0.000239701
         256     1.51393     1.50383 0.000242013
         257      1.5141     1.50387 0.000244349
         258     1.51428     1.50391 0.000246709
         259     1.51446     1.50395 0.000249094
         260     1.51464     1.50399 0.000251504
         261     1.51482     1.50403 0.000253939
         262     1.51501     1.50407   0.0002564
         263     1.51519     1.50412 0.000258887
         264     1.51538     1.50416   0.0002614
         265     1.51558      1.5042  0.00026394
         266     1.51577     1.50425 0.000266506
         267     1.51597     1.50429   0.0002691
         268     1.51617     1.50433 0.000271722
         269     1.51637     1.50438 0.000274371
         270     1.51658     1.50442 0.000277049
         271     1.51678     1.50447 0.000279755
         272     1.51699     1.50452  0.00028249
         273     1.51721     1.50456 0.000285254
         274     1.51742     1.50461 0.000288047
         275     1.51764     1.50466 0.000290871
         276     1.51786      1.5047 0.000293724
         277     1.51808     1.50475 0.000296607
         278     1.51831      1.5048 0.000299521
         279     1.51854     1.50485 0.000302466
         280     1.51877      1.5049 0.000305442
         281       1.519     1.50495 0.000308449
         282     1.51924       1.505 0.000311488
         283     1.51948     1.50505 0.000314558
         284     1.51972      1.5051  0.00031766
         285     1.51996     1.50516 0.000320794
         286     1.52021     1.50521 0.000323961
         287     1.52046     1.50526 0.000327159
         288     1.52071     1.50532  0.00033039
         289     1.52096     1.50537 0.000333653
         290     1.52122     1.50542 0.000336949
         291     1.52148     1.50548 0.000340276
         292     1.52174     1.50554 0.000343637
         293       1.522     1.50559 0.000347029
         294     1.52227     1.50565 0.000350454
         295     1.52254     1.50571  0.00035391
         296     1.52281     1.50576 0.000357398
         297     1.52308     1.50582 0.000360917
         298     1.52335     1.50588 0.000364468
         299     1.52363     1.50594 0.000368049
         300      1.5239       1.506  0.00037166
         301     1.52418     1.50606 0.000375301
         302     1.52446     1.50612 0.000378971
         303     1.52474     1.50618 0.000382669
         304     1.52502     1.50624 0.000386395
         305      1.5253     1.50631 0.000390147
         306     1.52558     1.50637 0.000393926
         307     1.52587     1.50643 0.000397728
         308     1.52615      1.5065 0.000401555
         309     1.52643     1.50656 0.000405403
         310     1.52671     1.50663 0.000409272
         311     1.52699     1.50669 0.000413161
         312     1.52727     1.50676 0.000417066
         313     1.52754     1.50682 0.000420988
         314     1.52782     1.50689 0.000424923
         315     1.52809     1.50696 0.000428869
         316     1.52836     1.50703 0.000432825
         317     1.52862     1.50709 0.000436788
         318     1.52888     1.50716 0.000440754
         319     1.52913     1.50723 0.000444721
         320     1.52938      1.5073 0.000448687
         321     1.52963     1.50737 0.000452647
         322     1.52986     1.50744 0.000456598
         323     1.53009     1.50751 0.000460536
         324     1.53031     1.50758 0.000464458
         325     1.53052     1.50765 0.000468358
         326     1.53071     1.50772 0.000472234
         327      1.5309     1.50779 0.000476079
         328     1.53107     1.50786 0.000479889
         329     1.53123     1.50794 0.000483658
         330     1.53138     1.50801 0.000487382
         331     1.53151     1.50808 0.000491053
         332     1.53162     1.50815 0.000494667
         333     1.53171     1.50822 0.000498217
         334     1.53178     1.50829 0.000501696
         335     1.53184     1.50836 0.000505098
         336     1.53186     1.50843 0.000508416
         337     1.53187      1.5085 0.000511642
         338     1.53185     1.50857 0.000514769
         339      1.5318     1.50864 0.000517791
         340     1.53172     1.50871 0.000520699
         341     1.53161     1.50877 0.000523486
         342     1.53147     1.50884 0.000526145
         343     1.53129      1.5089 0.000528668
         344     1.53108     1.50897 0.000531048
         345     1.53084     1.50903 0.000533278
         346     1.53055     1.50909 0.000535352
         347     1.53023     1.50916 0.000537263
         348     1.52987     1.50921 0.000539005
         349     1.52946     1.50927 0.000540574
         350     1.52902     1.50933 0.000541964
         351     1.52853     1.50938 0.000543173
         352       1.528     1.50944 0.000544197
         353     1.52742     1.50949 0.000545036
         354     1.52681     1.50954 0.000545687
         355     1.52615     1.50958 0.000546154
         356     1.52545     1.50963 0.000546436
         357     1.52472     1.50967 0.000546538
         358     1.52395     1.50971 0.000546465
         359     1.52315     1.50975 0.000546223
         360     1.52231     1.50978  0.00054582
         361     1.52145     1.50981 0.000545264
         362     1.52057     1.50984 0.000544566
         363     1.51967     1.50987 0.000543738
         364     1.51876      1.5099 0.000542793
         365     1.51784     1.50992 0.000541742
         366     1.51693     1.50994   0.0005406
         367     1.51602     1.50995 0.000539381
         368     1.51513     1.50997 0.000538099
         369     1.51426     1.50998 0.000536766
         370     1.51342     1.50999 0.000535396
         371     1.51262        1.51    0.000534
         372     1.51186        1.51 0.000532588
         373     1.51116        1.51 0.000531169
         374     1.51052        1.51 0.000529751
         375     1.50995        1.51 0.000528338
         376     1.50945        1.51 0.000526935
         377     1.50903        1.51 0.000525544
         378     1.50869        1.51 0.000524165
         379     1.50844     1.50999 0.000522798
         380     1.50827     1.50999 0.000521442
         381     1.50819     1.50998 0.000520095
         382      1.5082     1.50998 0.000518754
         383      1.5083     1.50997 0.000517418
         384     1.50848     1.50997 0.000516085
         385     1.50873     1.50997 0.000514755
         386     1.50906     1.50997 0.000513427
         387     1.50946     1.50996 0.000512102
         388     1.50991     1.50996 0.000510782
         389     1.51042     1.50997  0.00050947
         390     1.51097     1.50997  0.00050817
         391     1.51155     1.50997 0.000506887
         392     1.51215     1.50998 0.000505624
         393     1.51276     1.50998 0.000504387
         394     1.51337     1.50999  0.00050318
         395     1.51397        1.51 0.000502007
         396     1.51456     1.51001 0.000500871
         397     1.51511     1.51003 0.000499774
         398     1.51563     1.51004 0.000498716
         399     1.51611     1.51006 0.000497698
         400     1.51653     1.51007 0.000496717
         401     1.51689     1.51009 0.000495769
         402     1.51719     1.51011 0.000494851
         403     1.51742     1.51013 0.000493955
         404     1.51758     1.51014 0.000493077
         405     1.51766     1.51016 0.000492209
         406     1.51767     1.51018 0.000491344
         407     1.51761      1.5102 0.000490476
         408     1.51747     1.51022 0.000489597
         409     1.51726     1.51023 0.000488703
         410     1.51698     1.51025 0.000487788
         411     1.51665     1.51027 0.000486849
         412     1.51625     1.51028 0.000485884
         413     1.51581     1.51029 0.000484892
         414     1.51533     1.51031 0.000483874
         415     1.51483     1.51032 0.000482831
         416      1.5143     1.51033 0.000481765
         417     1.51376     1.51034  0.00048068
         418     1.51323     1.51034  0.00047958
         419     1.51272     1.51035 0.000478469
         420     1.51223     1.51035 0.000477351
         421     1.51179     1.51036 0.000476229
         422     1.51139     1.51036 0.000475107
         423     1.51106     1.51036 0.000473987
         424     1.51081     1.51036  0.00047287
         425     1.51064     1.51036 0.000471758
         426     1.51057     1.51036 0.000470651
         427     1.51059     1.51036 0.000469549
         428     1.51073     1.51036 0.000468452
         429     1.51098     1.51036 0.000467363
         430     1.51135     1.51037 0.000466281
         431     1.51184     1.51037 0.000465212
         432     1.51244     1.51038  0.00046416
         433     1.51317     1.51038 0.000463133
         434       1.514     1.51039 0.000462141
         435     1.51495      1.5104 0.000461197
         436     1.51599     1.51041 0.000460318
         437     1.51714     1.51043 0.000459521
         438     1.51836     1.51045 0.000458829
         439     1.51967     1.51047 0.000458265
         440     1.52104     1.51049 0.000457853
         441     1.52248     1.51052 0.000457621
         442     1.52396     1.51055 0.000457594
         443     1.52547     1.51058 0.000457799
         444     1.52702     1.51062 0.000458262
         445     1.52858     1.51066 0.000459005
         446     1.53015      1.5107 0.000460051
         447     1.53172     1.51075 0.000461418
         448     1.53328      1.5108  0.00046312
         449     1.53483     1.51086  0.00046517
         450     1.53635     1.51091 0.000467574
         451     1.53785     1.51097 0.000470336
         452     1.53931     1.51103 0.000473456
         453     1.54074      1.5111 0.000476929
         454     1.54212     1.51117 0.000480748
         455     1.54346     1.51124 0.000484903
         456     1.54476     1.51131 0.000489379
         457       1.546     1.51139 0.000494161
         458      1.5472     1.51147 0.000499231
         459     1.54835     1.51155  0.00050457
         460     1.54945     1.51163 0.000510157
         461      1.5505     1.51171 0.000515973
         462     1.55151      1.5118 0.000521995
         463     1.55246     1.51189 0.000528202
         464     1.55337     1.51198 0.000534575
         465     1.55423     1.51207 0.000541093
         466     1.55505     1.51216 0.000547736
         467     1.55582     1.51225 0.000554485
         468     1.55656     1.51235 0.000561324
         469     1.55726     1.51244 0.000568236
         470     1.55792     1.51254 0.000575205
         471     1.55854     1.51264 0.000582216
         472     1.55914     1.51274 0.000589258
         473      1.5597     1.51284 0.000596317
         474     1.56023     1.51294 0.000603383
         475     1.56073     1.51304 0.000610446
         476     1.56121     1.51314 0.000617496
         477     1.56167     1.51324 0.000624527
         478      1.5621     1.51334  0.00063153
         479     1.56251     1.51344   0.0006385
         480     1.56291     1.51355 0.000645431
         481     1.56328     1.51365 0.000652318
         482     1.56364     1.51375 0.000659157
         483     1.56398     1.51386 0.000665945
         484     1.56431     1.51396 0.000672679
         485     1.56463     1.51407 0.000679357
         486     1.56494     1.51417 0.000685976
         487     1.56524     1.51428 0.000692535
         488     1.56552     1.51438 0.000699032
         489      1.5658     1.51449 0.000705468
         490     1.56608     1.51459 0.000711841
         491     1.56634      1.5147 0.000718152
         492      1.5666      1.5148   0.0007244
         493     1.56686     1.51491 0.000730586
         494     1.56711     1.51501 0.000736709
         495     1.56736     1.51512 0.000742772
         496     1.56761     1.51523 0.000748774
         497     1.56785     1.51533 0.000754716
         498     1.56809     1.51544 0.000760599
         499     1.56833     1.51554 0.000766425
         500     1.56857     1.51565 0.000772195
         501     1.56881     1.51576  0.00077791
         502     1.56905     1.51586  0.00078357
         503     1.56929     1.51597 0.000789179
         504     1.56953     1.51608 0.000794736
         505     1.56977     1.51618 0.000800243
         506     1.57001     1.51629 0.000805703
         507     1.57026     1.51639 0.000811116
         508     1.57051      1.5165 0.000816483
         509     1.57075     1.51661 0.000821807
         510     1.57101     1.51671 0.000827089
         511     1.57126     1.51682 0.000832329
         512     1.57151     1.51693 0.000837531
         513     1.57177     1.51703 0.000842694
         514     1.57204     1.51714 0.000847822
         515      1.5723     1.51725 0.000852914
         516     1.57257     1.51736 0.000857972
         517     1.57284     1.51746 0.000862999
         518     1.57311     1.51757 0.000867994
         519     1.57339     1.51768  0.00087296
         520     1.57367     1.51779 0.000877898
         521     1.57396     1.51789 0.000882809
         522     1.57425       1.518 0.000887694
         523     1.57454     1.51811 0.000892555
         524     1.57484     1.51822 0.000897393
         525     1.57513     1.51833 0.000902208
         526     1.57544     1.51843 0.000907003
         527     1.57574     1.51854 0.000911777
         528     1.57605     1.51865 0.000916533
         529     1.57637     1.51876 0.000921271
         530     1.57668     1.51887 0.000925993
         531     1.57701     1.51898 0.000930698
         532     1.57733     1.51909 0.000935389
         533     1.57766      1.5192 0.000940066
         534     1.57799     1.51931  0.00094473
         535     1.57832     1.51942 0.000949381
         536     1.57866     1.51953 0.000954021
         537       1.579     1.51964 0.000958651
         538     1.57934     1.51975  0.00096327
         539     1.57969     1.51986 0.000967881
         540     1.58004     1.51998 0.000972482
         541     1.58039     1.52009 0.000977076
         542     1.58075      1.5202 0.000981662
         543      1.5811     1.52031 0.000986241
         544     1.58146     1.52042 0.000990815
         545     1.58183     1.52054 0.000995382
         546     1.58219     1.52065 0.000999944
         547     1.58256     1.52076   0.0010045
         548     1.58293     1.52088  0.00100905
         549      1.5833     1.52099   0.0010136
         550     1.58367      1.5211  0.00101814
         551     1.58404     1.52122  0.00102268
         552     1.58442     1.52133  0.00102722
         553     1.58479     1.52145  0.00103175
         554     1.58517     1.52156  0.00103628
         555     1.58555     1.52168  0.00104081
         556     1.58593     1.52179  0.00104533
         557      1.5863     1.52191  0.00104985
         558     1.58668     1.52202  0.00105437
         559     1.58706     1.52214  0.00105888
         560     1.58744     1.52226  0.00106339
         561     1.58782     1.52237   0.0010679
         562     1.58819     1.52249   0.0010724
         563     1.58857     1.52261   0.0010769
         564     1.58894     1.52273  0.00108139
         565     1.58931     1.52284  0.00108588
         566     1.58968     1.52296  0.00109037
         567     1.59005     1.52308  0.00109484
         568     1.59041      1.5232  0.00109931
         569     1.59077     1.52332  0.00110378
         570     1.59113     1.52344  0.00110823
         571     1.59149     1.52356  0.00111268
         572     1.59184     1.52368  0.00111712
         573     1.59218      1.5238  0.00112155
         574     1.59252     1.52391  0.00112597
         575     1.59286     1.52403  0.00113038
         576     1.59319     1.52415  0.00113477
         577     1.59351     1.52427  0.00113916
         578     1.59383      1.5244  0.00114352
         579     1.59414     1.52452  0.00114788
         580     1.59444     1.52464  0.00115221
         581     1.59474     1.52476  0.00115653
         582     1.59502     1.52488  0.00116082
         583      1.5953       1.525   0.0011651
         584     1.59557     1.52512  0.00116936
         585     1.59583     1.52524  0.00117359
         586     1.59608     1.52536  0.00117779
         587     1.59632     1.52548  0.00118197
         588     1.59654      1.5256  0.00118612
         589     1.59676     1.52572  0.00119025
         590     1.59696     1.52584  0.00119434
         591     1.59715     1.52597   0.0011984
         592     1.59733     1.52609  0.00120242
         593      1.5975     1.52621  0.00120641
         594     1.59765     1.52633  0.00121036
         595     1.59779     1.52645  0.00121427
         596     1.59792     1.52657  0.00121814
         597     1.59803     1.52669  0.00122197
         598     1.59812     1.52681  0.00122575
         599      1.5982     1.52692  0.00122948
         600     1.59827     1.52704  0.00123317
         601     1.59832     1.52716  0.00123681
         602     1.59836     1.52728   0.0012404
         603     1.59838      1.5274  0.00124393
         604     1.59838     1.52752  0.00124741
         605     1.59838     1.52763  0.00125084
         606     1.59835     1.52775   0.0012542
         607     1.59832     1.52787  0.00125751
         608     1.59826     1.52798  0.00126076
         609      1.5982      1.5281  0.00126396
         610     1.59812     1.52821  0.00126709
         611     1.59803     1.52833  0.00127015
         612     1.59793     1.52844  0.00127316
         613     1.59782     1.52855  0.00127611
         614      1.5977     1.52867  0.00127899
         615     1.59757     1.52878  0.00128181
         616     1.59744     1.52889  0.00128456
         617     1.59729       1.529  0.00128725
         618     1.59715     1.52911  0.00128989
         619       1.597     1.52922  0.00129246
         620     1.59685     1.52933  0.00129497
         621      1.5967     1.52944  0.00129742
         622     1.59656     1.52955  0.00129981
         623     1.59642     1.52965  0.00130215
         624     1.59628     1.52976  0.00130444
         625     1.59615     1.52987  0.00130667
         626     1.59604     1.52997  0.00130885
         627     1.59594     1.53008  0.00131098
         628     1.59585     1.53018  0.00131307
         629     1.59577     1.53029  0.00131512
         630     1.59572     1.53039  0.00131713
         631     1.59569     1.53049   0.0013191
         632     1.59568      1.5306  0.00132104
         633      1.5957      1.5307  0.00132295
         634     1.59574      1.5308  0.00132483
         635     1.59581      1.5309  0.00132669
         636     1.59591     1.53101  0.00132854
         637     1.59605     1.53111  0.00133037
         638     1.59621     1.53121   0.0013322
         639     1.59642     1.53131  0.00133401
         640     1.59665     1.53141  0.00133583
         641     1.59693     1.53152  0.00133765
         642     1.59724     1.53162  0.00133948
         643     1.59759     1.53172  0.00134132
         644     1.59798     1.53182  0.00134318
         645     1.59841     1.53193  0.00134505
         646     1.59887     1.53203  0.00134696
         647     1.59938     1.53214  0.00134889
         648     1.59993     1.53224  0.00135086
         649     1.60051     1.53235  0.00135287
         650     1.60113     1.53245  0.00135492
         651     1.60179     1.53256  0.00135702
         652     1.60248     1.53266  0.00135917
         653     1.60321     1.53277  0.00136137
         654     1.60398     1.53288  0.00136364
         655     1.60478     1.53299  0.00136597
         656     1.60561      1.5331  0.00136836
         657     1.60647     1.53321  0.00137083
         658     1.60736     1.53333  0.00137337
         659     1.60827     1.53344  0.00137599
         660     1.60922     1.53356  0.00137868
         661     1.61018     1.53367  0.00138146
         662     1.61118     1.53379  0.00138433
         663     1.61219     1.53391  0.00138728
         664     1.61322     1.53403  0.00139033
         665     1.61427     1.53415  0.00139346
         666     1.61534     1.53427  0.00139669
         667     1.61643     1.53439  0.00140002
         668     1.61752     1.53452  0.00140344
         669     1.61863     1.53464  0.00140697
         670     1.61975     1.53477  0.00141059
         671     1.62088      1.5349  0.00141431
         672     1.62202     1.53503  0.00141814
         673     1.62316     1.53516  0.00142207
         674     1.62431     1.53529  0.00142609
         675     1.62546     1.53542  0.00143022
         676     1.62661     1.53556  0.00143446
         677     1.62776     1.53569  0.00143879
         678     1.62892     1.53583  0.00144322
         679     1.63007     1.53597  0.00144775
         680     1.63122     1.53611  0.00145238
         681     1.63236     1.53625  0.00145711
         682      1.6335      1.5364  0.00146194
         683     1.63464     1.53654  0.00146685
         684     1.63576     1.53668  0.00147187
         685     1.63688     1.53683  0.00147697
         686     1.63799     1.53698  0.00148216
         687     1.63909     1.53713  0.00148744
         688     1.64018     1.53728   0.0014928
         689     1.64127     1.53743  0.00149824
         690     1.64233     1.53758  0.00150376
         691     1.64339     1.53773  0.00150936
         692     1.64443     1.53789  0.00151504
         693     1.64547     1.53804  0.00152078
         694     1.64648      1.5382   0.0015266
         695     1.64749     1.53836  0.00153248
         696     1.64848     1.53851  0.00153842
         697     1.64945     1.53867  0.00154443
         698     1.65041     1.53883  0.00155049
         699     1.65135     1.53899  0.00155661
         700     1.65228     1.53916  0.00156277
         701     1.65319     1.53932  0.00156899
         702     1.65409     1.53948  0.00157525
         703     1.65497     1.53965  0.00158155
         704     1.65583     1.53981  0.00158789
         705     1.65667     1.53998  0.00159426
         706      1.6575     1.54014  0.00160067
         707     1.65831     1.54031  0.00160711
         708     1.65911     1.54048  0.00161358
         709     1.65988     1.54065  0.00162007
         710     1.66064     1.54082  0.00162658
         711     1.66138     1.54099  0.00163311
         712     1.66211     1.54116  0.00163965
         713     1.66281     1.54133   0.0016462
         714      1.6635      1.5415  0.00165277
         715     1.66417     1.54167  0.00165934
         716     1.66483     1.54184  0.00166591
         717     1.66546     1.54201  0.00167249
         718     1.66608     1.54219  0.00167906
         719     1.66667     1.54236  0.00168563
         720     1.66725     1.54253  0.00169219
