#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1       23.04       23.04           0
           2       46.24       34.64     8.20244
           3          36     35.0933     5.48081
           4          16       30.32     5.82972
           5       19.36      28.128     5.05912
           6       31.36     28.6667     4.24451
           7       46.24     31.1771     4.31721
           8       31.36        31.2     3.77762
           9       40.96     32.2844     3.51009
          10       40.96      33.152     3.26453
          11          16     31.5927     3.31932
          12          16     30.2933     3.28722
          13       19.36     29.4523      3.1401
          14       57.76     31.4743     3.50689
          15       40.96     32.1067     3.32963
          16       57.76       33.71     3.48625
          17       51.84     34.7765     3.44043
          18          36     34.8444     3.24997
          19       31.36     34.6611     3.08409
          20       40.96      34.976     2.94592
          21       46.24     35.5124     2.85405
          22       46.24          36     2.76566
          23       57.76     36.9461     2.80257
          24          64     38.0733     2.90366
          25       70.56     39.3728     3.06452
          26       70.56     40.5723     3.17274
          27       77.44     41.9378     3.33615
          28       92.16     43.7314     3.66761
          29         100     45.6717     4.02177
          30         100     47.4827     4.27603
          31         100     49.1768     4.46108
          32         100      50.765     4.59571
          33         100      52.257     4.69238
          34         100     53.6612     4.75984
          35         100     54.9851     4.80445
          36         100     56.2356     4.83097
          37         100     57.4184     4.84304
          38         100     58.5389     4.84349
          39         100     59.6021     4.83456
          40         100      60.612     4.81804
          41         100     61.5727     4.79534
          42       92.16      62.301     4.73615
          43       77.44      62.653     4.63907
          44       84.64     63.1527     4.56047
          45       70.56     63.3173      4.4621
          46       92.16     63.9443     4.40893
          47         100     64.7115     4.38135
          48         100     65.4467     4.35132
          49         100     66.1518     4.31928
          50         100     66.8288     4.28561
          51         100     67.4792     4.25065
          52         100     68.1046     4.21467
          53         100     68.7064     4.17789
          54         100     69.2859     4.14052
          55         100     69.8444     4.10272
          56         100     70.3829     4.06464
          57         100     70.9025     4.02641
          58         100     71.4041     3.98812
          59         100     71.8888     3.94986
          60         100     72.3573     3.91172
          61       84.64     72.5587     3.85277
          62          64     72.4206      3.7931
          63       70.56     72.3911     3.73301
          64       77.44       72.47     3.67552
          65       70.56     72.4406     3.61909
          66       70.56     72.4121     3.56437
          67         100     72.8239     3.53487
          68         100     73.2235     3.50541
          69         100     73.6116     3.47602
          70         100     73.9886     3.44674
          71         100     74.3549     3.41761
          72         100     74.7111     3.38865
          73         100     75.0575     3.35989
          74         100     75.3946     3.33135
          75         100     75.7227     3.30305
          76         100     76.0421       3.275
          77         100     76.3532     3.24721
          78         100     76.6564      3.2197
          79         100     76.9519     3.19248
          80         100       77.24     3.16554
          81         100      77.521     3.13891
          82         100     77.7951     3.11258
          83         100     78.0627     3.08655
          84         100     78.3238     3.06084
          85         100     78.5788     3.03543
          86         100     78.8279     3.01034
          87         100     79.0713     2.98556
          88         100     79.3091     2.96109
          89         100     79.5416     2.93693
          90         100     79.7689     2.91308
          91         100     79.9912     2.88954
          92         100     80.2087      2.8663
          93         100     80.4215     2.84337
          94         100     80.6298     2.82074
          95         100     80.8337     2.79841
          96         100     81.0333     2.77637
          97         100     81.2289     2.75463
          98         100     81.4204     2.73317
          99         100     81.6081       2.712
         100         100      81.792     2.69111
         101         100     81.9723     2.67049
         102         100      82.149     2.65015
         103         100     82.3223     2.63009
         104         100     82.4923     2.61028
         105         100      82.659     2.59074
         106         100     82.8226     2.57146
         107         100     82.9832     2.55244
         108         100     83.1407     2.53366
         109         100     83.2954     2.51513
         110         100     83.4473     2.49685
         111         100     83.5964      2.4788
         112         100     83.7429     2.46099
         113         100     83.8867     2.44342
         114         100     84.0281     2.42607
         115         100      84.167     2.40894
         116         100     84.3034     2.39204
         117         100     84.4376     2.37536
         118         100     84.5695     2.35888
