#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.299968    0.299968           0
           2     0.28714    0.293554  0.00453538
           3     0.33026    0.305789   0.0104376
           4    0.289392     0.30169  0.00859561
           5    0.236802    0.288712   0.0134915
           6    0.269246    0.285468   0.0116265
           7     0.27176     0.28351   0.0101291
           8    0.340048    0.290577   0.0110569
           9     0.29124    0.290651  0.00982863
          10    0.280862    0.289672  0.00889438
          11    0.305534    0.291114  0.00820186
          12    0.321442    0.293641  0.00789817
          13    0.284838    0.292964  0.00731959
          14    0.317742    0.294734  0.00700747
          15    0.266182     0.29283  0.00679391
          16    0.242216    0.289667   0.0070675
          17    0.275142    0.288813  0.00670321
          18    0.297582      0.2893  0.00634849
          19    0.260396    0.287779  0.00619394
          20    0.285466    0.287663  0.00588532
