#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.861291   -0.861291           0
           2   -0.860371   -0.860831 0.000325467
           3   -0.865457   -0.862373  0.00127763
           4   -0.862376   -0.862374 0.000958222
           5   -0.857432   -0.861385  0.00117009
           6   -0.866469   -0.862233  0.00124457
           7   -0.856987   -0.861483  0.00127253
           8   -0.860893    -0.86141   0.0011156
           9   -0.858361   -0.861071  0.00104181
          10   -0.861101   -0.861074 0.000937629
          11   -0.864535   -0.861388 0.000903636
          12   -0.861489   -0.861397 0.000828372
          13   -0.861449   -0.861401  0.00076466
          14   -0.864399   -0.861615  0.00073942
          15   -0.855424   -0.861202 0.000797045
          16   -0.864428   -0.861404 0.000772313
          17   -0.861067   -0.861384 0.000727137
          18   -0.857044   -0.861143 0.000725622
          19   -0.861096    -0.86114 0.000687435
          20   -0.858445   -0.861006  0.00066614
