#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     18.3032     18.3032           0
           2     17.4568       17.88    0.299237
           3     20.5388     18.7663    0.750624
           4     18.6031     18.7255    0.564076
           5     17.1695     18.4143    0.530197
           6      20.868     18.8232    0.578431
           7     17.1279     18.5811    0.544143
           8     19.9471     18.7518    0.502203
           9     17.5398     18.6171    0.464107
          10     18.1179     18.5672    0.420373
          11     20.0885     18.7055    0.404266
          12      18.884     18.7204    0.370851
          13     18.3521     18.6921    0.343404
          14     17.9566     18.6395    0.322869
          15      17.715     18.5779    0.307171
          16     19.9437     18.6633    0.299598
          17     19.2014     18.6949    0.283643
          18     16.4755     18.5716    0.293463
          19     18.4813     18.5669    0.278056
          20     17.6601     18.5215    0.267824
