#      	CITY:			X:     		 Y:
            7     0.531528     0.940534
            8     0.837711     0.879751
            9     0.154538      0.68001
           10     0.233619     0.160937
           11     0.303909    -0.572297
           12     0.372012    -0.261299
           13   0.00371557    -0.951432
           14    -0.484213    -0.521464
           15    -0.441534    0.0917158
           16   -0.0457706     0.143669
           17   -0.0135474     0.512095
           18    -0.257007     0.673133
           19     -0.75808     0.360274
           20    -0.965397     0.166357
           21    -0.870714     0.509307
           22     -0.54778     0.989221
           23     0.863731     0.508103
           24      0.97095    -0.201956
           25     0.410058    -0.827986
           26     0.626571    -0.964115
           27     0.552096    -0.957725
           28     0.426846    -0.776446
           29    -0.454497     -0.49727
           30    -0.732392    -0.893041
           31    -0.533686    -0.613414
           32    -0.663351     0.144877
           33    -0.894478    -0.092985
           34    -0.832092    -0.681482
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3      0.35676    -0.803571
            4   -0.0417242   -0.0114806
            5   -0.0564068     0.169834
            6     0.154538      0.68001
            7     0.233619     0.160937
            8     0.303909    -0.572297
            9     0.372012    -0.261299
           10   0.00371557    -0.951432
           11    -0.484213    -0.521464
           12    -0.832092    -0.681482
           13    -0.894478    -0.092985
           14    -0.663351     0.144877
           15    -0.441534    0.0917158
           16   -0.0135474     0.512095
           17     0.312037     0.810967
           18     0.531528     0.940534
           19     0.837711     0.879751
           20    -0.257007     0.673133
           21     -0.75808     0.360274
           22    -0.965397     0.166357
           23    -0.870714     0.509307
           24     -0.54778     0.989221
           25   -0.0457706     0.143669
           26     0.863731     0.508103
           27      0.97095    -0.201956
           28     0.410058    -0.827986
           29     0.626571    -0.964115
           30     0.552096    -0.957725
           31     0.426846    -0.776446
           32    -0.454497     -0.49727
           33    -0.732392    -0.893041
           34    -0.533686    -0.613414
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3     0.372012    -0.261299
            4     0.303909    -0.572297
            5     0.233619     0.160937
            6     0.154538      0.68001
            7     0.837711     0.879751
            8     0.531528     0.940534
            9     0.312037     0.810967
           10   -0.0564068     0.169834
           11   -0.0417242   -0.0114806
           12      0.35676    -0.803571
           13   0.00371557    -0.951432
           14    -0.484213    -0.521464
           15    -0.441534    0.0917158
           16   -0.0135474     0.512095
           17    -0.257007     0.673133
           18     -0.75808     0.360274
           19    -0.965397     0.166357
           20    -0.870714     0.509307
           21     -0.54778     0.989221
           22   -0.0457706     0.143669
           23     0.863731     0.508103
           24      0.97095    -0.201956
           25     0.410058    -0.827986
           26     0.626571    -0.964115
           27     0.552096    -0.957725
           28     0.426846    -0.776446
           29    -0.454497     -0.49727
           30    -0.732392    -0.893041
           31    -0.533686    -0.613414
           32    -0.832092    -0.681482
           33    -0.894478    -0.092985
           34    -0.663351     0.144877
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3     0.372012    -0.261299
            4     0.303909    -0.572297
            5     0.233619     0.160937
            6     0.154538      0.68001
            7   -0.0564068     0.169834
            8   -0.0417242   -0.0114806
            9      0.35676    -0.803571
           10   0.00371557    -0.951432
           11    -0.484213    -0.521464
           12    -0.832092    -0.681482
           13    -0.894478    -0.092985
           14    -0.663351     0.144877
           15    -0.441534    0.0917158
           16   -0.0135474     0.512095
           17     0.312037     0.810967
           18     0.531528     0.940534
           19     0.837711     0.879751
           20    -0.257007     0.673133
           21     -0.75808     0.360274
           22    -0.965397     0.166357
           23    -0.870714     0.509307
           24     -0.54778     0.989221
           25   -0.0457706     0.143669
           26     0.863731     0.508103
           27      0.97095    -0.201956
           28     0.626571    -0.964115
           29     0.552096    -0.957725
           30     0.410058    -0.827986
           31     0.426846    -0.776446
           32    -0.454497     -0.49727
           33    -0.732392    -0.893041
           34    -0.533686    -0.613414
            1    -0.754701    -0.660164
            2     0.303909    -0.572297
            3   -0.0417242   -0.0114806
            4   -0.0564068     0.169834
            5     0.154538      0.68001
            6     0.233619     0.160937
            7     0.459299    -0.337669
            8     0.372012    -0.261299
            9      0.35676    -0.803571
           10   0.00371557    -0.951432
           11    -0.484213    -0.521464
           12    -0.832092    -0.681482
           13    -0.894478    -0.092985
           14    -0.663351     0.144877
           15    -0.441534    0.0917158
           16   -0.0135474     0.512095
           17     0.312037     0.810967
           18     0.531528     0.940534
           19     0.837711     0.879751
           20    -0.257007     0.673133
           21     -0.75808     0.360274
           22    -0.965397     0.166357
           23    -0.870714     0.509307
           24     -0.54778     0.989221
           25   -0.0457706     0.143669
           26     0.863731     0.508103
           27      0.97095    -0.201956
           28     0.626571    -0.964115
           29     0.552096    -0.957725
           30     0.410058    -0.827986
           31     0.426846    -0.776446
           32    -0.454497     -0.49727
           33    -0.732392    -0.893041
           34    -0.533686    -0.613414
            1    -0.754701    -0.660164
            2     0.303909    -0.572297
            3     0.459299    -0.337669
            4   -0.0417242   -0.0114806
            5   -0.0564068     0.169834
            6     0.154538      0.68001
            7     0.233619     0.160937
            8     0.372012    -0.261299
            9      0.35676    -0.803571
           10   0.00371557    -0.951432
           11    -0.484213    -0.521464
           12    -0.832092    -0.681482
           13    -0.894478    -0.092985
           14    -0.663351     0.144877
           15    -0.441534    0.0917158
           16   -0.0135474     0.512095
           17     0.312037     0.810967
           18     0.531528     0.940534
           19     0.837711     0.879751
           20    -0.257007     0.673133
           21     -0.75808     0.360274
           22    -0.965397     0.166357
           23    -0.870714     0.509307
           24     -0.54778     0.989221
           25   -0.0457706     0.143669
           26     0.863731     0.508103
           27      0.97095    -0.201956
           28     0.626571    -0.964115
           29     0.552096    -0.957725
           30     0.410058    -0.827986
           31     0.426846    -0.776446
           32    -0.454497     -0.49727
           33    -0.732392    -0.893041
           34    -0.533686    -0.613414
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3      0.35676    -0.803571
            4   0.00371557    -0.951432
            5     0.303909    -0.572297
            6     0.372012    -0.261299
            7     0.233619     0.160937
            8     0.154538      0.68001
            9     0.837711     0.879751
           10     0.531528     0.940534
           11     0.312037     0.810967
           12   -0.0564068     0.169834
           13   -0.0417242   -0.0114806
           14    -0.484213    -0.521464
           15    -0.894478    -0.092985
           16    -0.663351     0.144877
           17    -0.441534    0.0917158
           18   -0.0135474     0.512095
           19    -0.257007     0.673133
           20     -0.75808     0.360274
           21    -0.965397     0.166357
           22    -0.870714     0.509307
           23     -0.54778     0.989221
           24   -0.0457706     0.143669
           25     0.863731     0.508103
           26      0.97095    -0.201956
           27     0.626571    -0.964115
           28     0.552096    -0.957725
           29     0.410058    -0.827986
           30     0.426846    -0.776446
           31    -0.454497     -0.49727
           32    -0.732392    -0.893041
           33    -0.533686    -0.613414
           34    -0.832092    -0.681482
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3      0.35676    -0.803571
            4   0.00371557    -0.951432
            5     0.303909    -0.572297
            6     0.372012    -0.261299
            7     0.233619     0.160937
            8     0.154538      0.68001
            9     0.837711     0.879751
           10     0.531528     0.940534
           11     0.312037     0.810967
           12   -0.0564068     0.169834
           13   -0.0417242   -0.0114806
           14    -0.484213    -0.521464
           15    -0.894478    -0.092985
           16    -0.663351     0.144877
           17    -0.441534    0.0917158
           18   -0.0135474     0.512095
           19    -0.257007     0.673133
           20     -0.54778     0.989221
           21    -0.870714     0.509307
           22    -0.965397     0.166357
           23     -0.75808     0.360274
           24   -0.0457706     0.143669
           25     0.863731     0.508103
           26      0.97095    -0.201956
           27     0.626571    -0.964115
           28     0.552096    -0.957725
           29     0.410058    -0.827986
           30     0.426846    -0.776446
           31    -0.454497     -0.49727
           32    -0.732392    -0.893041
           33    -0.533686    -0.613414
           34    -0.832092    -0.681482
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3      0.35676    -0.803571
            4   0.00371557    -0.951432
            5     0.303909    -0.572297
            6     0.372012    -0.261299
            7     0.233619     0.160937
            8     0.154538      0.68001
            9     0.837711     0.879751
           10     0.531528     0.940534
           11     0.312037     0.810967
           12   -0.0564068     0.169834
           13   -0.0417242   -0.0114806
           14    -0.484213    -0.521464
           15    -0.894478    -0.092985
           16    -0.663351     0.144877
           17    -0.441534    0.0917158
           18   -0.0135474     0.512095
           19    -0.257007     0.673133
           20     -0.54778     0.989221
           21    -0.870714     0.509307
           22    -0.965397     0.166357
           23     -0.75808     0.360274
           24   -0.0457706     0.143669
           25     0.863731     0.508103
           26      0.97095    -0.201956
           27     0.626571    -0.964115
           28     0.552096    -0.957725
           29     0.410058    -0.827986
           30     0.426846    -0.776446
           31    -0.454497     -0.49727
           32    -0.732392    -0.893041
           33    -0.533686    -0.613414
           34    -0.832092    -0.681482
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3      0.35676    -0.803571
            4   0.00371557    -0.951432
            5     0.303909    -0.572297
            6     0.372012    -0.261299
            7     0.233619     0.160937
            8     0.154538      0.68001
            9     0.837711     0.879751
           10     0.531528     0.940534
           11     0.312037     0.810967
           12   -0.0564068     0.169834
           13   -0.0417242   -0.0114806
           14    -0.484213    -0.521464
           15    -0.894478    -0.092985
           16    -0.663351     0.144877
           17    -0.441534    0.0917158
           18   -0.0135474     0.512095
           19    -0.257007     0.673133
           20     -0.54778     0.989221
           21    -0.870714     0.509307
           22    -0.965397     0.166357
           23     -0.75808     0.360274
           24   -0.0457706     0.143669
           25     0.863731     0.508103
           26      0.97095    -0.201956
           27     0.626571    -0.964115
           28     0.552096    -0.957725
           29     0.410058    -0.827986
           30     0.426846    -0.776446
           31    -0.454497     -0.49727
           32    -0.732392    -0.893041
           33    -0.832092    -0.681482
           34    -0.533686    -0.613414
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3      0.35676    -0.803571
            4   0.00371557    -0.951432
            5     0.303909    -0.572297
            6     0.372012    -0.261299
            7     0.233619     0.160937
            8     0.154538      0.68001
            9     0.837711     0.879751
           10     0.531528     0.940534
           11     0.312037     0.810967
           12   -0.0564068     0.169834
           13   -0.0417242   -0.0114806
           14    -0.484213    -0.521464
           15    -0.894478    -0.092985
           16    -0.663351     0.144877
           17    -0.441534    0.0917158
           18   -0.0135474     0.512095
           19    -0.257007     0.673133
           20     -0.54778     0.989221
           21    -0.870714     0.509307
           22    -0.965397     0.166357
           23     -0.75808     0.360274
           24   -0.0457706     0.143669
           25     0.863731     0.508103
           26      0.97095    -0.201956
           27     0.626571    -0.964115
           28     0.552096    -0.957725
           29     0.410058    -0.827986
           30     0.426846    -0.776446
           31    -0.454497     -0.49727
           32    -0.533686    -0.613414
           33    -0.732392    -0.893041
           34    -0.832092    -0.681482
            1    -0.754701    -0.660164
            2     0.459299    -0.337669
            3      0.35676    -0.803571
            4     0.426846    -0.776446
            5     0.410058    -0.827986
            6     0.552096    -0.957725
            7     0.626571    -0.964115
            8      0.97095    -0.201956
            9     0.863731     0.508103
           10   -0.0457706     0.143669
           11     -0.75808     0.360274
           12    -0.965397     0.166357
           13    -0.870714     0.509307
           14     -0.54778     0.989221
           15    -0.257007     0.673133
           16   -0.0135474     0.512095
           17    -0.441534    0.0917158
           18    -0.663351     0.144877
           19    -0.894478    -0.092985
           20    -0.484213    -0.521464
           21   -0.0417242   -0.0114806
           22   -0.0564068     0.169834
           23     0.312037     0.810967
           24     0.531528     0.940534
           25     0.837711     0.879751
           26     0.154538      0.68001
           27     0.233619     0.160937
