#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.34989     1.34989           0
           2     1.34464     1.34727  0.00185474
           3     1.34706      1.3472  0.00123783
           4     1.33406     1.34391  0.00299185
           5      1.3275     1.34063  0.00378851
           6     1.34233     1.34091  0.00316768
           7     1.34214     1.34109  0.00272002
           8     1.34055     1.34102  0.00238084
           9     1.37422     1.34471  0.00407109
          10     1.34552     1.34479  0.00366479
          11     1.37213     1.34728  0.00408851
          12     1.37717     1.34977  0.00444244
          13     1.31798     1.34732  0.00472615
          14     1.34745     1.34733  0.00438857
          15     1.33955     1.34681  0.00412653
          16     1.36405     1.34789  0.00400682
          17     1.35895     1.34854  0.00382357
          18     1.38662     1.35066  0.00415527
          19     1.32972     1.34955  0.00408006
          20     1.34769     1.34946  0.00387712
