#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.001058    0.001058           0
           2    0.002284    0.001671 0.000433456
           3    0.002236  0.00185933 0.000327339
           4   -0.001896   0.0009205  0.00084931
           5   -0.005616  -0.0003868  0.00135236
           6   -0.007386 -0.00155333   0.0015505
           7   -0.001874 -0.00159914  0.00132968
           8    0.007804 -0.00042375  0.00160078
           9    0.007524 0.000459333   0.0016486
          10     0.00303   0.0007164  0.00150365
          11   -0.006608 5.05455e-05  0.00150719
          12   -0.004048   -0.000291  0.00141976
          13    0.005276 0.000137231  0.00137361
          14    0.005046 0.000487857  0.00131949
          15   -0.005028 0.000120133  0.00128174
          16    0.009524 0.000707875  0.00132957
          17     0.00061 0.000702118  0.00125138
          18    0.001216 0.000730667  0.00118218
          19   -0.003072 0.000530526  0.00113678
          20   -0.006868   0.0001606  0.00113854
