#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462072   -0.462072           0
           2   -0.459364   -0.460718 0.000957423
           3   -0.462036   -0.461157 0.000732174
           4   -0.462236   -0.461427 0.000596728
           5   -0.463248   -0.461791 0.000577934
           6   -0.462088   -0.461841 0.000483724
           7   -0.461844   -0.461841 0.000414621
           8    -0.46188   -0.461846 0.000362822
           9   -0.461928   -0.461855 0.000322622
          10   -0.461496   -0.461819 0.000292352
          11   -0.460988   -0.461744 0.000275367
          12   -0.464152   -0.461944 0.000317235
          13   -0.464588   -0.462148 0.000352029
          14   -0.460216    -0.46201  0.00035289
          15   -0.461656   -0.461986 0.000330151
          16   -0.462972   -0.462048 0.000315214
          17   -0.462208   -0.462057 0.000296813
          18    -0.46174    -0.46204 0.000280846
          19   -0.462812    -0.46208 0.000268991
          20    -0.46122   -0.462037 0.000258957
