#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.010892    0.010892           0
           2    0.005496    0.008194  0.00190777
           3   -0.003486  0.00430067  0.00342388
           4   -0.003756   0.0022865  0.00310432
           5   -0.004382   0.0009528   0.0027551
           6    0.001938    0.001117   0.0023008
           7    0.002808  0.00135857  0.00198476
           8    0.003406   0.0016145  0.00175309
           9    0.011872  0.00275422  0.00189286
          10    0.002992    0.002778  0.00170373
          11    0.007782  0.00323291  0.00160843
          12   -0.014722  0.00173667  0.00205573
          13     0.00195  0.00175308  0.00189766
          14    0.002414  0.00180029   0.0017627
          15    0.001414  0.00177453  0.00164537
          16    0.002352  0.00181063  0.00154293
          17    0.002776  0.00186741  0.00145322
          18    0.007928  0.00220411  0.00141095
          19    0.001394  0.00216147  0.00133733
          20    -0.00592   0.0017574  0.00133011
