#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.648224   -0.648224           0
           2   -0.646088   -0.647156  0.00075519
           3    -0.64858   -0.647631 0.000635356
           4   -0.648168   -0.647765 0.000490513
           5   -0.648596   -0.647931 0.000419623
           6    -0.64572   -0.647563 0.000485243
           7    -0.64914   -0.647788  0.00046531
           8   -0.646632   -0.647644 0.000428997
           9   -0.643644   -0.647199 0.000566526
          10   -0.644708    -0.64695  0.00056198
          11    -0.64644   -0.646904   0.0005128
          12   -0.648424    -0.64703 0.000485466
          13    -0.64774   -0.647085 0.000451181
          14   -0.643652    -0.64684 0.000480994
          15   -0.644704   -0.646697 0.000469528
          16   -0.649496   -0.646872  0.00047164
          17   -0.647944   -0.646935  0.00044809
          18    -0.64828    -0.64701 0.000429379
          19   -0.648836   -0.647106 0.000417397
          20    -0.64382   -0.646942 0.000427645
