#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.017758    0.017758           0
           2    0.010418    0.014088  0.00259508
           3    0.004276   0.0108173  0.00318192
           4    0.003492    0.008986  0.00286538
           5    0.002896    0.007768  0.00253801
           6   -0.004728  0.00568533  0.00284391
           7    0.001558  0.00509571  0.00249801
           8    0.014348  0.00625225  0.00243884
           9    0.005982  0.00622222  0.00216804
          10   -0.007644   0.0048356  0.00235325
          11    -0.00959  0.00352418  0.00247793
          12    0.002738  0.00345867   0.0022723
          13    0.009908  0.00395477  0.00215099
          14     0.01107    0.004463  0.00205651
          15   -0.004232  0.00388333  0.00199944
          16    0.010356  0.00428788  0.00191496
          17   -0.008562    0.003532  0.00194578
          18   -0.010052  0.00277733  0.00197863
          19   -0.002834    0.002482   0.0018964
          20    0.004378   0.0025768  0.00180395
