#      BLOCK: ACTUAL_CALL:    CALL_AVE:       ERROR:  ACTUAL_PUT:     PUT_AVE:       ERROR:
           84      12.8697      15.2798     0.239025      5.02478      5.42866     0.101798
           85      15.2816      15.2798     0.236196      5.94624      5.43475     0.100777
           86      16.2383      15.2909       0.2337      4.64919      5.42561     0.100016
           87      13.6399       15.272     0.231776      5.85413      5.43054    0.0989827
           88      15.1646      15.2707      0.22913      4.87804      5.42426    0.0980526
           89      14.7515      15.2649     0.226616      4.54549      5.41439    0.0974462
           90      20.8481      15.3269     0.232513      4.12163      5.40002    0.0974221
           91      14.4865      15.3177     0.230129      5.72064      5.40355      0.09641
           92      11.7458      15.2789     0.230901      5.46979      5.40427     0.095359
           93      15.3287      15.2794     0.228405       6.2011      5.41283    0.0947164
           94      12.1895      15.2465     0.228341      4.92772      5.40767    0.0938454
           95      14.1241      15.2347     0.226233      6.11922      5.41516    0.0931539
           96      16.1541      15.2443     0.224069      5.09557      5.41183    0.0922385
           97      15.3014      15.2449     0.221748       4.6433      5.40391    0.0916258
           98      12.2113      15.2139     0.221646        6.979      5.41998    0.0920993
           99      13.9842      15.2015     0.219747      8.35366      5.44962    0.0958595
          100      14.4082      15.1936     0.217683      4.94864      5.44461    0.0950282
